works to deep square leg.
drives to the off side to cover.
"makes room and cuts to point, nicely fielded."
pushes to the off side to cover.
"sweeps and misses, appeal for lbw turned down."
driven well through the off side to the cover fence.
in the block-hole and he plonks the bat and goes behind square leg to the fence.
looking to force it away and gets beaten.
tucks it behind square leg for a single.
"once again the block-hole, squeezed out to the off side."
pushes it back to the bowler.
"punches through covers, wonderful timing, races away to the cover fence."
mistimes to the onside to mid-on.
turns it behind square leg to the fence.
flicked away through square leg to the deep.
cuts and misses.
mistimes the shot to the onside.
cut behind point.
driven to the off side to cover.
plays with soft hands to cover.
steers it down to thirdman.
driven to the off side to covers.
full on the legs and flicked straight into the hands of midwicket.
defends with a straight bat to mid-on.
gets an edge to short fine leg.
""
heaved away to the backward square leg fence.
swung away in the air to the midwicket fence.
fuller and driven to the off side to mid-off.
"slower delivery gone wrong, down the leg side."
pulled away to deep backward square leg.
pushes it back to the bowler.
goes for the pull and misses.
inside edges behind the wicket on the off side.
makes room and hits inside out to the extra cover fence.
"yorker length, plays and misses."
low full toss driven to mid-off.
makes room and drives back down the track and down the ground.
"drags it short and pulls it high in the air to deep midwicket, Azam Khan settles under it and takes a good catch."
sweeps to deep backward square leg.
defended down the track.
"uses his feet and pushes to the onside, fielded by the bowler."
uses his feet and hits it in the air down to long on.
pushes through mid-off for a single.
inside edges it behind square leg.
pushes square to point.
good use of the feet and drives to the extra cover fence.
"heaves across the line and gets and inside edge onto the stumps, played too early on the slower delivery."
plays it to deep backward square leg and picks up a single.
pushes through mid-off and picks up a single.
pushes it back to the bowler.
reverse sweeps to the backward point fence.
pushes down the ground through mid-on.
sweeps to deep backward square leg.
turns it to square leg.
uses his feet and works through midwicket.
punches through the off side to wide mid-off.
works through the onside to midwicket.
plays square on the off side for a single.
drives down the ground through wide mid-off.
driven through the off side to deep extra cover.
hits it straight over the bowler and over the fence for a six.
plays square on the off side and picks up a single.
"moves to the off side and looks to scoop it, misses it."
mistimes the drive through mid-off.
turns it through midwicket.
"too wide and low, mistimes the full toss to the off side."
