"full ball, strayng down the pads, and he looks to flick. Gets it down to fine leg"
"length ball, angles across him, and <em>just</em> about goes past the outside edge as Khawaja looks to defend from the crease"
"length, straight, and he can tuck it away off his pads towards square leg"
"length, wide of off-stump, and he leaves. Dhoni collects it diving away in front of first slip. Lucky to get away without that being called wide"
"length, angles across him, and he defends from the crease"
"wide, and well wide of the tramlines this time. Doesn't get away with this one"
"<strong>edged, and goes past MS Dhoni!</strong> Fuller ball, that angles across him, and he might well have deliberately adjusted late to nurdle this past Dhoni to his left, with no slips in place any longer. Ran away very quickly towards the third man fence on what looks like a lightening-quick outfield"
"length, outside off, and he drives it down to long off"
"pulls out the reverse lap sweep, and places it to perfection"
defends a length ball towards the leg side
"goes for the reverse sweep, and top-edges this. It carries towards Shikhar Dhawan, who stops it but cannot hold on. Chance missed!"
"length ball, and he defends off the back foot"
goes back and drives a short ball outside off through covers. Shortens the length beautifully by using the depth of the crease
"length ball, and he defends"
"length ball, and he comes forward to drive and gets it down towards third man off the edge"
"length ball, angles away from him at 143.9kph, and he is beaten as he looks to defend this"
"short, and he goes and goes for the pull. Doesn't time it well, though, as it lands short of short midwicket"
"length ball, and straight at him, and he shuffles across and flicks this past square leg. Sheer timing as the ball rockets away"
"length ball, and he drives it down to mid on"
"short, and he goes back and plays it against the turn towards long on"
presses forward and defends a length ball
"goes back and flicks a fuller ball, straight towards short fine leg, who is fielding quite square at the moment"
"reverse sweep, and gets it down to third man with a roll of the wrists. Excellent!"
"full ball, and he drives it down to short midwicket"
defends a length ball off the back foot
"starts by dragging one down the leg side, and he whips it off his legs towards long leg. And the ball <strong>races</strong> away!"
presses forward to defend a length ball tossed up outside off
"tossed up, and he comes forward to drive it on the half-volley, and gets it to short extra cover"
"length, and he goes back and drives it towards short midwicket"
"flighted, and he biffs this down the ground towards long on. <strong>Great shot to bring up 50!</strong>"
goes back and drives this towards mid off
"length ball, and he fetches it from outside off and gets it down towards long leg. Good running gets them two runs"
"length ball, outside off, and he defends"
"presses forward to a length ball, and somehow gets the ball down towards fine leg. Just off the edge of the bat, as he lapped it fine, though Jadeja went up in an appeal"
"short, and he plays an uppish cut, but way beyond backward point. <strong>Excellent placement!</strong>"
"tossed up, and he drives this towards long off"
"length, and he presses forward to drive this with the turn towards long on"
"he is greeted with a sublime cover drive. Pitched up, and he just eases into this. <strong>Top shot!</strong>"
"length, outside off, and he drives and misses out on contact this time"
"length, and he walks into this one and looks to force it down the ground. <strong>Beats the outside edge again!</strong>"
"wide of off stump, and he looks to cut this one, and plays over the length of this one. Kept a bit low, and he could also have under-edged this one. Khawaja looking a little restless here..."
"length, and he goes forward to drive this down to long off. A better shot, and a result of retaining his shape better this time"
"full ball, and he drives it hard into the wicket, and Shankar fields off his own bowling"
goes back and punches a length ball turning into him towards point
"tosses this up, and he drives it straight down to long on"
"fuller, and he drives this with the turn towards long on"
drives a length ball towards long on
"length ball, that he works off his legs towards square leg"
"tossed up, and he drives this beyond covers"
"length ball, driven down to long on"
"length ball, and he goes back and punches it away with a wristly flourish beyond short midwicket"
"length ball, straight at Finch, who presses forward and defends this"
"full ball, and he drives it hard. Shankar half-stops it, but doesn't go on to the stumps, which could have had Khawaja in trouble at the non-striker's end"
"length ball, and he plays it with soft hands. Goes close to the stumps, but slow enough for them to switch ends for a quick single"
"length ball, and he drives it back towards short midwicket"
"tosses his first ball up, and Finch hammers this across the line, depositing it <strong>deep into the stands beyond midwicket </strong>"
"full ball, down leg, and he looks for a sweep, but misses out on contact"
"down leg again, full again, and he misses a sweep again. Called a wide, and Jadhav has a quizzical look on his face. Understandably so, as it seems to have run off his gloves towards fine leg"
"fuller ball, outside off, and he forces it down to long on"
"goes back and cuts a short ball, but cannot beat point"
"fuller ball, angles into him, and he punches it down towards deep midwicket"
"straight ball, and he stretches to defend one that goes on straight with the arm"
jumps down the wicket and punches a ball from outside off towards long off
"length, and he walks across and tries to flick this off his pads, but cannot beat short fine leg"
"length, outside off, and he drops it with soft hands towards point"
"length, outside off, and he slices it down towards third man"
"length, and he punches it towards extra cover"
"length, and he punches it towards short cover"
"short, and he runs it down towards third man"
"rifles one in towards off stump, and he presses forward to drive this towards long off"
"tossed up, and Finch fetches this from outside off and drags it down towards midwicket. <strong>Timed it sweetly, and perhaps into the moat again!</strong>"
"low trajectory ball, but gives him room outside off, and Finch goes back and across to cut this away fiercely. Good attempt by the fielder to pull it back, but that's <strong>FIFTY for Finch</strong>!"
"tossed up, and he goes for the drag down the wicket again. It <em>just about clears</em> Kuldeep Yadav at a wide long on position!"
"length, and he goes back this time and flicks a ball pitched on leg away towards square leg"
"fires this wide down leg side, and would have been wide if the batsman had missed. Pitched way outside leg, and he was looking to sweep this"
"goes back to cut, but cannot get it off the square"
"tossed up outside off, and he leaves"
goes back and forces a length ball through extra cover
"full, and he drives it towards short cover"
"full, and he drives it towards cover"
"sweeps a length ball, and it goes straight towards Rohit Sharma at long leg. Poor bit of fielding, as he lets it <strong>spin past him and overruns it!</strong>"
"full just outside leg stump, and he mistimes a flick to the leg side. Ball hits his back leg and rolls down to short fine leg"
"slower ball, full outside off, and he's through the drive <b>too early.</b> But luckily for Finch, it's placed wide of cover"
"rolls his fingers over the delivery again. Full on middle, and Khawaja mistimes a drive to mid-on"
"back of a length on leg, and clipped off his waist after swiveling to deep backward square"
"length ball, just outside off, and he flat-bats a shot near his body. Ball hits the deck, and bounces towards Shami's head, and he fingertips the ball over the umpire's head"
"slower ball, too full on middle, and comfortably worked to deep midwicket. <B>Fifty for Khawaja too</b>"
"length ball on middle, and angling slightly away. Cut off the back foot to point"
"length ball on middle, and pushed off the back foot with the angled bat. Ball rolls away to cover"
"full on leg stump, and he works this away - off his heels - to deep backward square"
"full and wide outside off, and he throws his hands at this. Crunches a square drive to deep point"
""
""
"back of a length on leg, and he swivels to pull along the ground to deep midwicket"
"length ball, just outside off, and only 122.3kph. Stays on the back foot to block"
"<b>big appeal for lbw, but not given!</b> Length ball lands outside off, but angling in. Finch tries to nudge it square off his pads, but he's inside-edged it into his pads and towards point"
"length ball going across Khawaja, and he tries to guide it towards point"
"length ball, on off, and he shuffles onto his back foot to block towards cover"
"back of a length on off, and he tiptoes to ride the bounce. Punched towards point"
"full just outside off, and he presses forward to drive. Mistimed to mid-off, stopped by the fielder"
"full on middle, and sweetly nudged off his pads to deep midwicket. Chase for Dhawan, who pulls the ball back late"
"full and wide outside off, and he <b>caresses</b> a drive past Rayudu at cover. Mid-off intercepts"
"length ball on middle, and angling away from the left-hander. Steers a late cut down to third man"
"<b>nearly chopped on!</b> Length ball, just outside off, and he tries to punch from near his body. Ball jags inwards, and takes the inside edge down to fine leg"
"full just outside off, and Khawaja presses forward to drive. Ball doesn't angle away as much as he expected, shot's been inside-edged onto his pads"
"<b>appeal for lbw</b> but this is going down the leg side. Full on middle, and he misses the flick towards the leg side. Umpire not interested"
"back of a length, just outside off, and Finch shapes up to cut. Under-edges the shot into the deck"
"length ball on off, and angling in sharply. Defended off the back foot to cover on this occasion"
"full just outside off, and he picks the slower ball well. Whipped away to the gap near cow corner, and two outfielders must converge there to stop the boundary"
"full on off, and he tries to drive with the straight bat. Bat's face turns in his hand, and mistimed to mid-on"
"back of a length, just outside off, and he rides the bounce to firmly punch. Vijay Shankar - at cover - looks in line to stop the ball, but he <B>misfields</b> ... and this is another four to wide long off that won't please captain Kohli"
"full on off, and the wrong'un is driven to midon"
"length ball on off, and turning away from Khawaja. He pulls, and drags this shot to deep midwicket"
"full outside off, and the wrong'un goes further away from Finch. But the batsman gets his pads right near the pitch of the ball, and defends towards the off side"
"full on off, and he skips down the wicket to drill a straight drive down to long-on. Looks like he was loading up for the big shot, but eventually pulled out"
"full just outside off, and turning away from Khawaja. Steered to first slip, where Kohli dives to his left. Stops the single"
"<b>pulled over midwicket!</b> Back of a length on off, and turning away from Khawaja. But he takes his chances, and muscles a shot right over the only fielder inside the circle on the leg side"
"full on off, and he drives with the bat's open face to cover"
"full on off stump, and he crunches a straight drive to long on"
"full on leg, and he nudges this off his pads to he leg side"
"back of a length on leg, and he whips this off his hips past the vacant square-leg region! <B>Exquisite picking of the gap!</b>"
"full just outside off, and this time Khawaja shows some class. Drives through the covers, past the infield, but Rayudu displays some good acrobatics at wide long-off. Stops the four by putting his arm out"
"<b>slapped!</b> Length ball, going away and Khawaja has no trouble in using the width. Cuts this behind square, and fine leg is a spectator near the ropes"
"length ball on off, and skidding into his pads. Flicked off his pads to the leg side"
"full on leg stump, and the googly spins across Finch's pads and he gloves this sweep-shot into his legs. Umpire Shamsuddin spot on there"
"full on middle, and he drives through the leg side to deep midwicket"
"length ball, just outside off, and he cuts along the ground to deep point"
"full on leg stump, and he comfortably check-drives against the spin to long on"
"length ball on off, and turning into Finch's pads as he tried to shuffle across. Inside-edges a defensive shot to fine leg. A dominant over from an India bowler after quite a while"
"length ball on middle, and gripping on the deck. Straightens, and Finch's leg-side nudge takes a leading edge"
"full on off, and worked away off the front foot"
"tosses this full outside off, and drives past the cover-fielder to wide long off"
"length ball on off, and turning into his pads. Flicked off his pads to deep square leg"
"full and wide outside off, and he drives away from his body to deep extra cover for a walking single"
"length ball, just outside off, and he blocks off the back foot towards cover"
"tossed up, turns across him, and he presses forward to defend"
presses forward to defend a length ball
"turns back into him from middle, and he goes back and misses out on a flick. It hits his pads and runs away towards short fine leg"
"tossed up, and he pulls out a <strong>precise slog sweep</strong>! Was in his arc, and he had a right ol' go at this one"
"tossed up, and he goes back and cuts a ball turning away from him towards backward point"
"tossed up, and he looks to sweep with the turn. Gets it down to fine leg"
"full, and wider outside off. Khawaja stretches forward to smother this delivery"
"length ball, extra bounce with the ball turning in. Khawaja plants his front leg outside off, and mistimes a leg-side pull to short leg"
"length ball, just outside off, and worked off his pads to deep midwicket"
"length ball, just outside off, and he shapes up to cut. Struck well, but stopped at point"
"full just outside off, and Finch takes a big stride forward to caress a drive down to long off"
"full on middle, and Khawaja shuffles across towards off - exposing his middle and leg stump - before tucking a fine-shot off his toes. Well stopped by short fine leg this time"
"floaty ball, length on off. Spinning away from Khawaja, as he mistimes a cut to point"
"flighted full on middle, and Khawaja clears his toes before driving down to long off"
"full on middle, and Finch clears his front leg before driving <B>inside out</b>. Struck to the fielder at long off"
"flatter, landing on off and turning away from the batsman. He cuts off the back foot past point for a single"
"<b>uses his feet!</b> Full on middle, and Finch moves into the nineties with a cracking shot. Meets the ball on the full, and muscles a shot to the wide long-on boundary"
"<b>lbw appeal, not given!</b> Full on off, and the wrong'un's going away from Finch. He tries to sweep, and gloves this once more. Ball would've missed the stumps anyway"
"length ball, just outside off, and he opens the bat's face to run this down to third man"
"length ball on middle, but going down the leg side. Khawaja misses the flick, and Dhoni scampers to his right to collect"
"back of a length on off, and Khawaja shapes up to pull. But the ball doesn't bounce as much, and whizzes under his bat"
"length ball, just outside off, and Khawaja presses forward, before opening the bat's face again. Shami at third man cleans up"
"full just outside off, and jagging inwards. Finch pushes forward to defend"
"full, a bit too wide outside off, and driven away from his body to deep cover for a single. Too good a shot for just one run"
"full just outside off, and defended with the bat's open face to point. Ends with a dot"
"full on leg stump, and he toe-ends an on-drive to long on"
"full on off stump, and turning away from Khawaja. Pushed off the front foot to cover, and they call for a <b>quick single</b>. Shankar tries the direct-hit at the bowler's end, but he can't hit the stumps"
"full on leg, and the googly turns across Finch. Defended off the front foot"
"full on leg, but Finch comes down the wicket and converts it into a full toss. Looks to whip this through the leg side, but inside edges the shot to short fine leg"
"<b>appeal for lbw, and given!</b> Finch falls for 93? Well, we need to wait. He's <B>reviewing.</b> Length ball on leg, and the ball straightens after pitching. Finch is on the back foot as he misses the flick, and now all we wait for is ball tracking. Here's the replay: and Finch is out! Ball crashing into middle and leg stump, and the India supporters finally find their voice"
"welcomed with the googly. Full on middle, and spinning across. Firmly driven to long off for one"
"full on off, and this has been driven straight back to Bumrah. Well stopped with his right hand"
"full on off, and driven with the bat's open face to mid off. Calls early for the single"
"length ball just outside off, and angling in. Fended off the back foot after shuffling into his crease"
"slower ball, only 119.7kph, and Khawaja drives this full ball too early. Checks the shot right at the end, and Kohli dives to his right at short cover to intercept"
"length ball, just outside off stump, and he jabs this shot into the ground and sends it through to third man for a single"
"length ball, wide outside off and angling into off stump. Maxwell shuffles across his crease and fends towards point"
"length ball outside off, and the legbreak has been cut to point. Sharp turn off the deck"
"full, and flighted on off stump. Pushed towards Jadeja at point and he calls for a quick run. Khawaja needs to hurry because of the fielding who is picking the ball up, but Jadeja can't get the direct hit. Close!"
"<b>into the sightscreen!</b> And what a way to get to 200. Full on middle, and Maxwell gets to the pitch of the ball and simply lifts this over Kuldeep. Holds the pose too"
"full on middle, and worked away to the leg side"
"length ball on leg, and spinning down the leg side. But Maxwell chooses to flick off his legs, and the ball goes to deep backward square"
"length ball, wide outside off and turning further away. Cut, but straight to point. <B>Drinks</B>"
"length ball, and he presses forward to defend"
"flatter, down leg side, and he goes back to punch it towards midwicket"
"length, but straying on to his pads, and he tucks it away towards the man at 45 on the onside"
presses forward and punches a length ball down to long on
"length ball, and he presses forward and defends this towards short midwicket"
"tossed up, and he presses forward to glide it down to long on"
"short, and he pulls it away towards deep midwicket"
"length, and he punches it, but cannot beat short extra cover"
"length, outside off, and he runs it down towards third man"
"length, just outside off, and he lays into a <strong>sublime extra cover drive</strong>! Delectable, as he didn't overhit it one bit!"
"length, and he allows it to come into him with the angle and plays it away towards short midwicket"
"length ball, and he taps it towards point. Wants a quick single, but has to decline Maxwell's call"
eases a length ball over Bumrah at long on. <strong>What a shot that was!</strong>
drags a length ball from outside off and gets it down to midwicket. <strong>What a shot again!</strong>
eases into a lofted extra-cover drive. Four again
drives this through covers
"rapped on the pads, but was sliding down leg"
"tucks a ball straight at him down to fine leg and brings up a <strong>gritty hundred</strong>! Takes his helmet off, and looks up to the skies, as the ground and his teammates rise as one to applaud what has been a really good innings"
"length ball, and he cannot beat the infield"
uses his wrists to flick this away towards long leg
"tries to pull one, but it is played on to his pads. In fact, he missed on contact, and that makes it a leg bye"
"wide of off stump, and he cuts it away to backward point"
"moves across to the leg side and creates room for a fuller ball at the stumps, and guides it towards third man"
"tries to force a length ball from outside off, but can only get it down to long off"
"full ball, and he drives it towards mid off...and <strong>Bumrah misfields</strong>. Recovers enough to pull it back ahead of the fence, but that just went through his legs!"
"length ball, <strong>slower at 122.6kph</strong>, and Maxwell is early into an attempted booming drive. Gets an inside edge, on to his pads, and just past his stumps, as it trickles down the leg side"
"<strong>bad ball, and it gets him a wicket!</strong> it is short, and Khawaja latches on to it, looking for the pull. Comes off the bottom part of the bat and carries to Bumrah at short midwicket. <strong>What a hand from Khawaja here, though!</strong>"
"full ball, at the pads, and he defends this towards short midwicket"
"length ball, outside off, and grips after pitching. He rolls his fingers over this, and delivers it at just 118kph, and Marsh has a tentative poke, but misses"
"length, and he plays it away towards short midwicket, with the natural angle from around the wicket"
"straight ball, comes into him with the angle, and he defends"
"length ball, outside off, <em>creeps low</em>, and he looks to defend this from the crease. <strong>Close</strong> to the off stump, in fact!"
"length ball, and he goes back to play this towards short midwicket...<strong>who misfields</strong>. Rayudu this time...as it goes past him and deep midwicket has to clean up"
"length ball, and he goes back and flicks it towards square leg"
"slower ball, and he taps it towards short cover and runs! <strong>Maxwell would have been gone</strong>, if Rayudu had hit this time, but he doesnt..."
"full ball, raps him on the pads as he looks to dig it out. Vociferous appeal from Bumrah, but not given. Seems to have taken part of the bat along the way. <strong>Great ball to end the second Powerplay!</strong>"
"length ball, turns back into Maxwell as he stretches forward to defend. Goes off the inside of his bat and drops down towards short midwicket"
"tossed up, and he flicks this towards deep midwicket. They go for two, and a throw at the striker's end could have had Marsh in trouble, but Rayudu throws this down to the non-striker's end"
defends a length ball coming into him
flicks a length ball turning into him towards short fine leg
"tosses this up wide outside off, and Maxwell goes for cow corner, but misses"
"tossed up, and he drives this towards extra cover, where <strong>Kohli misfields</strong>! Also seems in a bit of discomfort with his fingers on the right hand. Is that an injury concern for India?"
"makes room and goes inside out to a length ball just on off-stump. <strong>Hit hard, and flat, and deep!</strong>"
"wrong 'un, and he goes back and smashes it down to long off"
"short, turning away from him, and he forces this towards extra cover"
"tossed up, and he looks to go down the ground, misses. Dhoni whips the bails off, but Maxwell has his back foot rooted inside the crease, from the look of things. <b>They are checking with the TV umpire, but he had slid his foot back in</b>"
"length ball, turns down leg, and he gets it down towards long leg"
"length, outside off, and he goes back and punches this towards cover. Jadeja stops it, and Dhoni hits the stumps at one go off his return! Maxwell is gone, as Dhoni catches him short with a very quick flick on from the throw. <strong>Important wicket this!</strong>"
"tossed up, and he flicks this towards midwicket"
"Stoinis looks for a paddle lap sweep, and gets it off his arms. It pops up in the air on the off side but not close enough to Dhoni"
drives a fuller ball down towards long off
uses the angle of the ball coming into him to flick this away towards midwicket
"comes down the wicket, Jadeja shortens the length, and he defends it back down the wicket"
"waits on it, and cuts it back towards third man. They set off for a quick single, and make it..."
"tossed up, turns away from him, and he punches it down the ground to long off"
"uses his feet to get to a length ball, but cannot keep his on drive down. And Vijay Shankar <strong>moves swiftly to his right, and takes a sharp, low catch!</strong>"
"goes back to a length ball, and punches it with the turn into him, but cannot beat short midwicket"
"goes forward to a length ball, turns into him, and <strong>he's a goner</strong>! They also don't have a review left, just like India. Pitched just outside off, but he was very much in front of the stumps, as the ball turned back in. Once it missed his bat, I suspect he knew he could be in trouble."
presses forward to defend a length ball
leaves a length ball turning away from him outside off
"starts with a full toss outside off, and he flicks it away towards deep midwicket"
"length, comes back into him, and he defends this down towards long on"
"short, wide, and he gets up on his toes and cuts this away past point. Did well to get the required elevation"
"full toss towards off stump, and he flicks this away towards deep midwicket"
"fuller ball, on the pads, and he flicks it away towards midwicket"
"full ball, and he drives this down to long on. Bowled at 137.6kph, this time around"
"full ball, and he defends back to the bowler"
"full ball, coming back into him, and he plays it towards mid on"
"length ball, and he plays it with soft hands towards point"
"full ball, strikes him on the on the pads, as he looks to play it towards the on side"
"short ball, and he backs away to the onside and cuts it towards point"
"length ball, that he taps towards point. They go for a single...always dangerous with Jadeja on the prowl...and they make it as the throw misses the stumps"
"length ball, and he drives this down towards long on"
"length, and he backs away and drives this through covers. Vijay Shankar dives away to his right at cover, but cannot stop it. <strong>Might have dived over the ball, in fact!</strong>"
"<strong>straight as a die!</strong> Length ball, and he hammers it straight past long on"
"looks to swing a length ball around the on side, but loses his shape in the process. Strikes him on the pads, but quite high up"
"Carey charges down the wicket, and Shami pulls the length ball, as well as slowing it down. He misses the ball as it goes over the stumps"
"length ball, w, and he punches it towards extra cover, where Rayudu does well to cut off the possible boundary"
"full ball, wide, and he swings and misses"
"length ball, and he drives it forcefully, but hits the stumps at the non-striker's end"
"full ball, and he chops it down on to his leg, and towards short fine leg"
"full ball, outside off, and he drives it forcefully towards extra cover"
"full ball, outside off, and he guides this down towards third man. Very well placed to get it beyond point"
"another scorching yorker, and he just about keeps it out with his bat"
"drags a length ball from outside off and gets it towards deep midwicket. They are able to switch across for two, but the return hits Carey at the non-striker's end"
"full ball, and he drives it down towards long off"
"full ball, and he plays this towards midwicket"
"full ball, and he hits it hard, but straight towards long on"
"full toss, outside off, and he drives it forcefully through covers. Was close to being a no-ball, but he met it just below waist height"
"full ball, strays down the pads and he plays it down to the long leg fence"
"slower ball, outside off, and he misses out with an attempted cut"
"length ball, and he makes room and slashes this hard over point. Great shot for the field he's faced with!"
"fuller, down leg side, chane of pace too, and he plays it away towards long leg"
"full, wide of off stump, but within the tramlines, as Stoinis fails to reach there. Good bowling, just 133kph"
"length, outside off, and he punches this through covers. <strong>Good shot</strong>, as he waited for it to come to him, and then just timed it through the off side. Was a change of pace again, and he picked it early!"
"full toss, and he hits it hard but cannot beat extra cover"
"full on off, and pushed to mid off. Calls early for the single and <B>India are off the mark!</b>"
"length ball, just outside off, and Rohit takes a tiny step forward, before punching to cover"
"full just outside off, and a bit of movement inwards. Rohit prods forward to drive towards cover point"
"fullish just outside off, and he pushes forward to drive. Struck well, but finds mid off"
"length ball, just outside off, and the attempted punch has been inside-edged onto his body"
"length ball, just outside off, but angling inwards. Nudged off his hips to the leg side"
"just a bit of swing into the left-hander. Full on off, but coming into Dhawan. Driven from near his body to mid-off"
"length ball on middle, and straightening after pitching. Pushed off the front foot with the bat's open face to point"
"fuller, landing on middle but coming into leg stump. Driven towards the leg-side this time, but swiftly intercepted by midwicket"
"full, outside off, and he drives with the bat's open face. Goes to Maxwell at point on the bounce, and he throws himself towards the right to stop the ball from going for four"
"length ball on off, and angling in. Checked off his hips towards the leg side"
"full on middle, and he prods forward to drive. Can't beat mid-off though. <B>Maiden over</b>"
"length ball, wide outside off, and Rohit simply throws his hands at this with the bat's face opened. Guided to the backward-point boundary"
"full just outside off, and he gets onto the front foot to drive. Struck to cover"
"length ball, just outside off, and Rohit steps forward to drive. Comes off the bat's top-half this time, rolling towards the off side"
"length ball outside off, but angling inwards again. Punched off the back foot, but spliced to the off side on this occasion"
"length ball, just outside off, and he opens the bat's face to steer a shot to point"
"<b>glorious!</b> Full on off, and he clears his front leg, before drilling a shot right over the fast bowler's head. Clears the boundary too. Oof"
"full on middle, and swinging into his pads. The front-foot defense is hit back to Richardson"
"full on off, but jagging inwards. Driven away from his body towards cover"
"<b>taken at point!</b> Dhawan's poor form continues. Length ball angling away, and Dhawan can't resist. Tries to lift a cut-shot over point, but doesn't find the elevation. Maxwell keeps his eyes on the ball as he dives to his right, and pouches this while sliding into the grass. Richardson rejoices"
"full just outside off, and swinging away from Kohli. He pushes this away from his body to cover point"
"length ball, just outside off, and he prods forward to defend with soft hands"
"full just outside off, and he looks to drive but the ball's too close to his body for it to go through the covers. Struck to mid-off instead. <B>Another maiden!</b>"
"<b>nearly chopped on!</b> Length ball just outside off, but nips inwards. Rohit displays no footwork as he tries to work this towards the off side. Ball takes the inside-edge and dribbles down to fine leg. Lucky"
"back of a length, just outside off, and Rohit shuffles across to cover his stumps, before defending off the front foot"
"<b>appeal for lbw, but the umpire doesn't give it!</b> Australia are surely reviewing. This was a length ball that didn't rise as much, and Rohit was surprised by the (lack of) bounce. Ball angles in, and hits him on the back leg, so that's worrying for India. Was there any inside edge? There's a bit of a spike, but is that ball grazing the front-pad or bat? Umpire thinks that's grazed the front-pad and ball-tracking says that the ball is crashing into middle stump! A good review, and India lose their second opener too"
"length ball, just wide outside off, and he plays a late cut to third man for a single"
"<b>misfield at cover!</b> The curse follows the Australian fielders too. Length ball on off, and punched to Stoinis at cover. But the ball goes through his hands, allowing the Indians to take another run"
"length ball from wide outside off, but with the ball angling in. Kohli simply prods forward and punches with the bat's open face, and the ball is razing away to the backward-point boundary"
"full, just outside off, and driven away from his body. Finds cover point though"
"full outside off, and the ball holds it's line. Rayudu's looking to drive for the ball coming in, and so he plays down the wrong line. Through to the keeper this time"
"<b>beats him again!</b> Full just outside off, and angling away after hitting the deck. Rayudu looks to drive for the ball coming in, but the ball beats his outside edge again"
"length ball, just outside off, and this time Rayudu gets bat on ball. Tapped off the front foot towards the off side"
"length ball, extra bounce off the deck, and Rayudu carves a back-foot punch down to deep point. First runs off Jhye Richardson!"
"full and very wide outside off stump. Kohli simply puts his front leg near the ball, allows his hands to play through the line. Driven square to the off-side boundary. So easy on the eye!"
"length ball on off, and Rayudu defends gently towards the off side"
"<b>what a beautiful ball!</b> India in tatters! Length ball on off, and Rayudu looks to defend off the front foot, but the ball jags away oh-so-slightly, and Rayudu has lost his off stump. Played completely down the wrong line"
"full on off, and pushed tentatively towards mid-off"
"length ball, wide outside off, and Dhoni allows it to go into the keeper's gloves. Left alone"
"full outside off, and he shoulders his arms once again. Through to the keeper"
"overpitched on off, and he pushes forward to drive to mid-off"
"length ball, wide outside off, and he opens the bat's face to nudge a shot towards point"
"length ball on off, and nudged off his body towards the elg side"
"full and wide outside off, and he crunches a cover drive through the off side. But Maxwell runs across from point and sticks his right hand out to stop the ball"
"full on off, and he plants his leg across the stumps, before whipping to midwicket"
"full on off, and he works this from outside off stump by working this to deep midwicket. Two men running towards the boundary-line, and they combine well to stop the boundary"
"full and wide outside off stump, and driven away from his body to mid-off"
"length ball, just outside off, and the back-foot punch finds cover point"
"full on middle, and the attempted leg-side clip doesn't come off the bat. Hits his front leg, and rolls away to the leg side. Impact outside the stumps though"
"full on off, and he works this - with the incoming angle - to Zampa at midwicket. They scamper across for a single"
"full just outside off, and tapped off the front foot to mid off. Enough time to call for the single"
"back of a length, just outside off, and he defends off the back foot to mid-on"
"length ball, just outside off, but Kohli wants to run this down fine. Tries to guide it towards third man, but the ball whizzes past his bat's edge"
"back of a length, just outside off, but the ball takes some extra bounce after hitting the deck. Defends uncomfortably towards the off side"
"length ball angling in, and Dhoni prods forward to defend towards the leg side. Gentle hands"
"length ball, wide outside off, and <B>clattered</b> off the back foot. Back-foot drive through the off side, and that's a much-needed four for India"
