"a gentle outswinger first up, no pace off the pitch, Shaw waits for it, drops it at his toes and takes off for an easy single even though the ball goes as far as where forward short leg would have been"
"full now, just outside off, Agarwal gets a small stride in and then leaves it alone"
"shorter, hardly carries to Watling as Agarwal resists the temptation to cut. This is quite an ordinary delivery, though. You can get away with it in Tests when the batsmen are just trying to get their eye in"
"was that the scrambled-seam inswinger? It starts straight and angles down, flicking the pad on its way to the keeper"
"wide on the crease, and gets some swing back in against that angle. Headed for off and middle, and Pujara gets enough of an inside edge on it"
"wide on the crease again, but this one starts wider and doesn't swing either. Left alone"
"wide outswinger, and you won't get Pujara to play at those"
"perfect outswinger from wide of the crease, but not quick enough. Pujara right forward to almost smother it"
"another good delivery. On a length, around off, pitches and holds its line instead of swinging away. Hits the inside half of the bat"
"another beauty from Southee. Stays around off, gets swing away, but Pujara plays it late, lets it hit the bat instead of going out to meet it. It hits the outside half of the bat but he is in no danger"
"wider this time, and Pujara leaves it alone again"
"just overpitches a little as Pujara keeps resisting all of Sothee's teasing deliveries. Well more than just a little. This is a plum full toss, and Pujara takes full toll this time, driving it straight of mid-on"
"on a length, around off, angling away, and left alone"
"fuller, closer to off, Agarwal has to play at it. He pushes at it defensively, but ends up timing it sweetly enough to get three straight of mid-off"
"full, just outside off, Pujara covers the line should it swing, but this one doesn't, and it sails by without bothering Pujara"
"short of a length, middle and off, and it cuts away off the seam. Pujara has a little bit of a dab at it. <strong>Beaten</strong>"
"and now he tries the full swinging delivery. Two things wrong with it: he overpitches, and the ball doesn't swing either. Pushed away straight of mid-on. Classic Test-match batting"
"outside off, and left alone"
"gentle straight delivery, clipped away off the pads towards long leg. Boult does well to charge from fine leg, and keep them down to one"
<strong>Pujara pads up and is hit on the knee roll</strong>. Draws a bit of an appeal from New Zealand but it is too wide to interest the umpire
"another leave, and this one goes straight on through to the keeper"
"too straight, and angles down the leg side"
"straight and making him play, which Pujara does defensively to square leg"
"too full, also down the leg side, concedes an easy single to long leg"
"length ball, sixth-stump line, left alone"
"short of a length, good bounce, hits the bat high as Pujara defends"
"looks for swing, but balls it wide. Pujara is happy to watch them through to the keeper's gloves"
"<strong>peach. Real peach</strong>. Gets his pace going, angles this one, on a length, around off, and then it swings away late to beat his bat and leave him squared up. Swings too much to take the edge or hit the off stump. Pujara is just playing for the angle. So actually pretty good batting"
"wider length ball, left alone"
another leave to end a maiden first over on debut for Jamieson
"slightly short of a length, around off, defended from the crease"
"nibbly little length ball around off, Agarwal has to wtach it till the end, defends with an open face"
"<strong>the nibble again</strong>. Outswinger around off, Agarwal has to play for that movement, but the ball pitches and nips back in, beating his attempt to get around the front pad. However, it nips too much to get him the lbw"
"straight again, and defended to leg this time"
"on a length, stump to stumps, defended to leg"
"swinging, full, teasing him, but Agarwal is not playing at wide deliveries either. Really watchful start from India"
"short of a length, angled in, dropped to leg for a quick single, which seems to have surprised Agarwal, who is a little slow to hit full speed. He puts a dive in to make it"
"<strong>nice bounce</strong>. From just short of a length, he gets this to rise towards Agarwal's face. He fends at it, and manages to keep it down"
"and he tries the old trick of pitching it up after showing him the short ball. Agarwal is equal to it, pushes this wide of cover, gets a single"
"wide on the crease, wide of the stumps, left alone as it only just straightens"
"<strong>and Pujara again has a bit of a nibble</strong>. This is the second time he has followed a shortish ball that he doesn't usually do. First one was off Boult. This shortish delivery holds its line after pitching, Pujara follows it wit his hands but doesn't commit too much to it. Beaten"
extra bounce from short of a length. Defended uppishly by Pujara
"just in front of length, outside off, but nipping in. Agarwal shoulders his arms, but the ball was fairly close to off stump"
"length ball on off, and angling in. Tries to work it leg-side, but bunts it instead. Early to the shot, was expecting a bit more pace off the deck"
full outside off. Bit of swing away. Left alone
"good length on middle, and worked off the back foot to midwicket. On his toes while playing that shot"
"fullish, and a bit of extra bounce surprises the batsman as he prepares to leave. The ball hits his bat as Agarwal plays a late defensive shot"
"good length, on off. Gauges the length early and then defends off the front foot towards point"
"back of a length, outside off, and climbing all the time. Watling collects it from above his head"
"full on middle, and going down leg as Pujara shuffles across the flick. Comfortably taken by the keeper"
"<B>that's his first wicket!</b> And what a peach of a delivery. Just the fullish length outside off, but it straightens after pitching. Pujara looks to defend towards mid-on, expecting the ball to angle in, but it doesn't. The ball takes the outside edge. Keeper takes two steps to his right to pocket that catch. Big roar from the bowler"
"<B>too short</b> to welcome the India captain. Soars over the keeper, whose fingertips ensure that doesn't go for four byes"
"much fuller, on off, and he bends low to meet the ball. Driven past Jamieson"
"good length, outside off, but no trouble for Kohli who lets the ball go through to the keeper"
"good length, outside off again, but his height generates a big bounce off the deck. Left alone, and an applause from the crowd for that excellent Jamieson over"
"full on off, bowling from a tad closer to the stumps here. Presses forward to defend towards the off side"
"not short enough for the cut, and Agarwal's attempted shot is under-edged onto the deck"
"full, just outside off, and Agarwal takes a stride to leave the ball, but has a nervous moment thinking the ball might jag in, so he brings his back leg across to intercept the ball if needed. Wasn't needed. Through to the keeper"
"length ball, on off. Defended towards cover"
"full, just outside off. Bit of shape away. Defended firmly to the off side"
"full on middle forcing Agarwal to offer some shot. Straight bat, struck back to the bowler"
"overpitched, outside off. Kohli bends low to drive, but can't get the perfect timing. Finds mid off"
"back of a length, outside off, and Kohli ducks under the line of the ball"
"full, on off, and he punches a front-foot drive past mid on. Fielder has a bit of work to do"
"back of a length, just outside off, and Kohli tiptoes to defend from near his face with soft hands. Bit of 'ooh' from the slip fielders"
"<B>what a dream debut so far! </b> The debutant gets the edge, and cap no 100 at first slip makes no mistake. Fullish, outside off, inviting Kohli for the drive. He looks to hit straight past the bowler, but the ball takes the outside edge instead. Taylor tumbles backwards to take the catch, but ensures it stays safely within his hands"
"looks for the yorker, ends up as a low full toss on middle. Flicked off his toes to deep midwicket to get off the mark"
"good length, on off. Fended away to the off side"
"full, outside off. Rahane takes a giant stride outside off before shouldering his arms"
"good length, outside off. Seaming further away. Left alone"
"good length, angling in from outside off. Whizzes past the off stump"
"fullish, outside off but angling further away. Keeper takes a tumble trying to get behind the ball"
"full, on middle. Wobbly delivery, and he guides a flick down to fine leg for a single"
"full, outside off. He presses forward into a drive, but a tad off balanced. Can't beat mid off"
"full, on off, and he shovels a drive past the non-striker and the stumps to find the long on boundary"
"good length, outside off but angling in. Bit of extra bounce so he drops his gloves to this delivery. Fended to the off side"
full on middle. Rahane wants to drill it through midwicket but a <B>leading edge</b> takes it past cover instead
"back of a length, outside off. Shuffles across and then shoulders his arms"
"good length ball from wide of the crease. Angling into his body, and he rides the bounce to fend off the back foot"
"good length, on off, and fended to the leg side"
"fullish, outside off. No shot offered by Rahane"
"fullish, just outside off. Shuffles across to get to the pitch of the ball. Defended towards mid off"
"fullish, wide outside off. Rahane sees the ball go into Watling's gloves"
"good length, on off. Angling into his waist. Flicked to square leg for a quick run"
"full, on off. Giant stride (not needed) to meet the ball. Bat-pads a shot to mid on"
"back of a length. Outside off, but angling into the batsman. Aimed at his chin, and Rahane has to adjust late to defend near his chest. Hits the bottom of his handle"
"full, outside off, and he strokes an attempted drive from under his eyes. Finds Williamson at cover point"
"good length, on off, and nudged off his hips to midwicket"
"back of a length, outside off. Tries to scythe a cut towards point...mistimed"
"back of a length, just outside off. Rides it before uncomfortably fending it to the off side"
"full on off, and he presses forward to meet the ball right under his eyes. Driven beautifully past the non-striker for a boundary"
"fullish, just outside off and moving a bit away. Defended towards cover"
"full, just outside off. Bit of movement away again. He goes onto his back foot to fend it away towards the off side"
"full, on leg stump. Going further down"
""
"full, on leg stump. Flicked comfortably behind square. This was an awry line"
"fullish, on off. Defended straight back"
"back of a length, outside leg stump. Batsman takes his eyes off the ball, and ducks. Goes over his shoulder to the keeper"
"full, outside off. Moving further away, and he drives it through the off-side cordon. Williamson gives the ball a chase"
"good length on middle, and angling across. Plays at it with the bat's open face towards point"
"good length, on leg stump, and angling across towards middle. Fended off the back foot, and the ball flies off the blade to cover"
"<B>through the covers</b> on this occasion. Fuller from Boult, outside off, and he drives on the up through the off side"
"good length, on middle. Worked off his hips to backward square leg"
"fullish, outside off and moving away after hitting the deck. Left alone"
"full, on leg stump. Driven to wide mid on"
"<B>just over the slips!</b> Full, very wide, and Agarwal nearly loses his patience. No movement of the feet as he looks to drive away from his body. Takes the edge, and just beyond third slip and gully"
"full, outside off. Moving away. Better movement of the feet. Defended towards cover"
"length ball, going down the leg side"
"full, on off. Big stride forward to defend. Ball rolls away to mid on"
"good length, on middle. Looks to defend but with the bat's open face. Ball hits his blade and goes through the gap between slip and gully for a boundary"
"fuller, on middle. Tiny prod forward and defended towards mid off"
"full, on off. Uses his wrists to place his defensive shot between mid on and midwicket"
"back of a length, on leg stump. Extra bounce hits Rahane near his left armpit. They scamper across for legbyes"
"full on off, and angling away. Agarwal looks for the drive, but a thick edge lets the ball <B>fly between gully and third slip</b>. Agarwal livin' dangerously in the last 10 minutes"
"yorker length, on middle. Dug away to the leg side"
"back of a length, on off. He sways away from the line of the ball while dropping his knees as well"
"full, just outside off. Looks to defend off the front foot, but into the shot too early. Inside-edged to the leg side"
"good length, on middle. Angling in, and flicked to midwicket"
"full, on leg. Wants to flick it behind square, but it gets his pad instead. Ball rolls towards the keeper who intercepts swiftly, ensuring India don't pinch an extra run"
"full, outside off. Big gap between bat and body as Agarwal attempts the drive. Struck well to Williamson at cover"
"back of a length, outside leg stump. And it goes across to the keeper"
"<B>what a ball!</b> Full, on off, and he prods forward to drive straight. But the ball angles across, and oh-so-nearly takes the outside edge"
"full, on off. Better from Rahane, who walks across the stumps before fending it to mid off"
"good length on middle, and angling across. Left alone"
"good length, outside leg. Tapped to the leg side as they jog across for one"
"full, outside off, from <B>around the wicket</b>. Defended with soft hands"
"back of a length, outside off, and soaring over the batsman's head. Watling jumps high to stop the ball. <B>That's Lunch</b>"
"gentle length ball outside off, left alone"
"on a length, straight, slow off the pitch, defended to leg"
"on a length, just outside off, no swing away, which makes the leave slightly fraught but still too wide to make him play"
"fuller, looking to invite the drive. Rahane pushes this to mid-on"
"wide on the crease, but no swing away, which Southee wants from this angle. Defended from the crease"
"slight shape away with a length ball around off. Defended with an open face. Rahane wants one, but Agarwal sends him back"
"short of a length, into the hip, tucked away to square leg"
"on a length, into the pads, defended to square leg. No movement"
extra bounce from just short of a length. It also holds its line outside off. Agarwal does well to stay inside the line of this one. Watling takes it head high
"short of a length, angling in, Agarwal on his toes to defend this to cover"
"too straight this time, Agarwal gets across to glance this away for four fine of fine leg"
"back to the channel outside off, and Agarwal back to leaving it alone"
"bouncer from Southee, well outside off, Rahane stays clear of it"
"looks for swing, starts around leg, and the ball just keeps angling down through to Watling"
"slight dip and swing for Southee. Rahane ends up playing in front of the body, and gets a thick soft outside edge through point"
"wide on the crease, angling this in, and Rahane is right behind it in defence"
slightly fuller but not quite a half-volley. Rahane gets a stride in to defend
"wide teasing delivery, Rahane refuses to follow it"
"short of a length, good carry, but Agarwal drops his wrists and lets it sail through to Watling"
"wide on the crease, really full, pushed wide of mid-on where Boult puts the dive in but ends up fumbling the ball and conceding the single"
"wide length ball, left alone. Again, good carry for him"
"on a length, outside off, Rahane strides forward to defend"
"wide length ball, and Rahane does the usual: leave it"
"slightly fuller, slightly closer to off, defended off the front foot"
"on a length, fairly straight, defended from the crease"
"slightly fuller, around off, defended off the front foot this time"
"beautiful punchy drive but fails to beat mid-off, who is placed wide"
"bouncer, pretty straight, but heading down leg. Easily ducked"
"really full, half-volley even, pushed to mid-off"
"and just when you have a funky field, Southee bowls a <strong>traditional beauty</strong>. Southee goers wide on the crease, makes him play this length ball, but it leaves him after pitching, beating his bat"
"wide length ball, left alone"
"on a length, slight shape away, but Rahane is solid in defence"
"wide length ball, asking Rahane if he fancies a risky drive. Rahane says no, and lets it go through to the keeper"
"gentle short ball, Rahane has to wait for the ball to arrive. Once it does arrive, it is pulled away"
"proper bouncer this time, and Rahane doesn't want to risk a top edge by hooking this"
"short of a length, rises in towards the ribs, gets a soft edge to gully"
"<b>dropped</b>. Nearly one of those Boult specials. On a length, draws a defensive push, but the hard hands give Boult an offering low to his left in the follow-through. No other fast bowler would have got a hand to it, but Boult does. He knows he has taken such catches before which is why it is being seen as a drop"
hard hands on the defensive push again. Goes to mid-off
"welcome back, Mr Boult. Agarwal has sort of thrown it away after his hard work for 90 minutes in the first session. Since Kohli's wicket, though, he has been loose and has ridden his luck. Well the fountain has run out. Boult bowls a short ball, which Agarwal looks to swivel-pull, but the slow nature of the wicket and the spongy bounce means he is early into the shot. Gets a healthy top edge for a catch for Jamieson at long leg. This is a wicket Boult has conjured out of nothing"
starts with a solid defensive shot
"good delivery, good leave. Shapes up to swing from outside off, but goes on with the angle after pitching. Vihari is watching it closely, and leaves it be"
"drive away from the body but with soft hands, and he keeps it down and places it between point and cover"
"wide on the crease, holds its line against the angle, and it is the extra bounce that makes it look dangerous. Rahane is not playing with danger anyway. Left alone"
"soft hands, forward stride, placed wide of cover for a single"
"bouncer, not unexpectedly, but outside off, and easy to duck"
"another short ball outside off, Vihari drops his wrists and sways away from its line"
"<strong>and he nearly gets him</strong>. Bouncer, bouncer, full ball. Vihari's feet are stuck as he pushes, but he is lucky the outside edge doesn't carry to gully"
"full, quick, around off, hits the sticker of his bat as Vihari defends"
"full, shaping to swing but angling away after pitching. Rahane plays it late and defends"
"forward and across to cover the angle, defends with soft hands again"
"on a length, in the channel, Rahane plays it late and defends with soft hands again"
"fuller, asking Rahane to have a harder drive at it, but he refuses. Defended with soft hands again"
"on a length, around off, defended from the crease"
"this is slightly wider, and Rahane's precision tells him he doesn't need to defend this one"
"<strong>beaten</strong>. Short of a length, just outside off, Vihari plays the angle, but it holds the line a touch"
"lovely shot. Jamieson looks to check his foot movement after the short ball once again, but he ends up pitching it too far up. Vihari presents it the full face for a four straight of mid-on"
"<strong>stuck feet</strong> and beaten again. If anything that back foot moves further away from the line of the ball. This ball is not as full as the last so Vihari has to reach out for the drive. He fails to do so, but he is lucky it has swung too much to hit the edge"
solid in defence this time
"swing in this time. This is possibly the first time we have seen that from Jamieson. Actually it is seam movement, and not swing. Does too much and hits his thigh pad. For a moment that short leg fielder would have been interested in an inside edge"
left alone outside off now
"on a length, around off, Rahane back to defending it late"
"digs this in short, gets it into the ribs, but Rahane is quick in defence"
wide floater to check Rahane's patience. He has loads of it by the looks of it. Left alone
another solid front-foot defensive
"bouncer now, at him, and Rahane ducks it"
"full, around off, Rahane is solid in defence again. Boult, though, is stacking up the maidens"
"short of a length, around off, Vihari deep in the crease to defend it"
"short of a length again, a touch too straight, goes off the thigh pad for a leg-bye"
"short of a length, down the leg side, left alone"
"<strong>mean bouncer</strong>. Oh he has Rahane here, but how lucky is the batsman. A proper nut, aimed at his throat. Rahane's eyes are off the ball, and he just throws the bat up in self-defence. It kisses the top of the handle, then the arm guard, and lobs over Watling"
left alone outside off
"on a length, good bounce, hits the high part of the bat as Rahane defends"
"gentle loosener outside off, left alone"
"on a length, into the pads, clipped to midwicket"
"accurate length ball, defended off the front foot"
"on a length, slight nibble back in, played late, worked away for a single"
right forward to defend this length ball outside off
"full, floaty, swinging delivery. Patted back to the bowler"
"<B>first ball after drinks!</b> Full, on off, and Vihari tentatively presses forward to this ball angling into him. Takes the outside edge, and taken by the keeper diving to his right"
"back of a length, on middle, and he sways away from the ball's line"
"good length on middle, but some extra bounce stings Pant on his glove. Was looking to defend, but it raps him on his hand"
"good length on middle, and angling away. He looks to defend but the ball goes past his outside edge"
"good length, on leg stump. Pant takes a blow on his glove (again) after missing the defensive shot off the back foot"
"<B>appeal for a catch at short leg</b> but the umpire says not out. They don't review. This was another back of a length ball cramping Pant on a leg-stump line. Hits his body before lobbing into the air. Nicholls dived forward to take the catch under the helmet, but there was simply no bat involved"
"full, just outside off stump, and drifting further away. Left alone"
"good length, just outside off. Fended off the back foot"
"good length, angling in, worked off his hips to the leg side"
"overpitched on middle, and dug back to the bowler"
"full, on off, and he walks across the line before punching a drive to the long on boundary"
"full, on leg, and dabbed away to the gap near midwicket"
back of a length on off. Soaring over the batsman's head
"back of a length ball angling in. Goes for the pull, but the ball doesn't bounce as much. Mistimed to the fielder at deep backward square"
"good length on leg stump, angling across Pant. Fended off the back foot"
"full on leg, and Pant wants to whip this away over the fielder at short leg. Misses out on the swing completely. Ball hits his front leg before rolling away"
"short, but slower. Ball takes a tennis-ball bounce after hitting the deck. Wide given"
"good length outside leg, and Pant looks to work it leg-side again, but misses. Hits the top of his pads, and the lbw appeal is turned down. <B>Too high, pitched outside leg too</b>"
full on middle. Mistimes the drive to mid off
"good length, on middle. Worked off his hips to the leg side"
"good length on middle, and worked away to the leg side again. A tad late into the shot on this occasion"
"full, just outside off. Presses forward to defend with soft hands"
"good length, just outside off. Rahane prods forward and keeps his bat and pad close together while defending"
"full, on off. Strides across off stump before blocking towards the non striker"
"full, just outside off. Uses his wrists to nudge it towards the square-leg umpire"
"full, on off, and he takes a big stride before driving. Finds mid off"
"full, outside off, and Pant doesn't chase at it. Left alone"
"full, on middle and leg. Pant presses forward to defend it to cover"
"<B>off the mark</b> with a bunted drive past mid off. Full on off, and he looked for the straight boundary, but not timed as well as he would've liked"
"full, couple of stumps outside off, and he creams a good-looking drive to the fielder at cover"
"full, on off stump. Defended with soft hands to the off side"
length ball on middle. Angling away. Fended with soft hands
"good length, on middle. Blocked back to the bowler"
"full, just outside leg stump, and he flicks this behind square to jog across for one"
"<B>yes-no-yes-no</b> from the batsmen. Flicks this full ball to Blundell at square leg and Rahane takes off for the run. Pant says no, so Rahane scampers back, but then the fielder's misfield eventually allows them to take the run they wanted"
"full on middle. Angling across, and blocked off the front foot"
"full, on leg stump. Flicked off his pads to square leg"
"good length, outside off. Left alone"
length ball near off stump. Driven to mid on
"full, on off stump. Tapped with soft hands towards the non-striker"
"full, just outside off, and he brings the bat down in a straight line to drive past the bowler. Intercepted by mid on"
"back of a length, on off. He ducks under the ball's line in an instant"
"back of a length, outside off stump. He covers his stumps before shouldering his arms"
"full, just outside off stump. Left alone by Pant with the delivery going across him"
"full on off, slightly closer to the batsman. Pant stretches forward to defend"
""
"full, outside off stump. A bit too wide in fact. Pant offers no shot"
"full, on middle. Pushes forward with soft hands"
"good length, on middle. The attempted drive comes off the bat's top half"
"back of a length, outside off, and left alone by Rahane"
back of a length on off. But doesn't bounce as much. Doesn't stop Rahane from pulling along the ground to the fielder in the deep though
"full, outside off stump. Some extra bounce off the deck on this occasion. Well left"
"back of a length, on middle. Pant swivels across his crease and pulls it fine. Beats the fielder at fine-leg for a boundary"
"good length, on middle. Fended off the back foot"
"good length ball, angling across. Sticks his bat out to guide a shot towards point"
"full, on off stump. Presses forward to drive to mid off"
"full, outside off stump, and he crunches a drive to cover"
"back of a length, outside leg stump. Swivels early and pulls along the ground to deep backward square"
"full, outside off stump. A bit too far outside. No shot offered"
"good length, just outside off. Pant can't resist a ball in his arc. Swings leg-side, but mistimes the slog to midwicket"
"good length, wide outside off. Pant sees the width and tries to cut, but the ball goes under his blade"
"full, from around the wicket. Lands on off. Defended"
"full, on middle stump. Defended with soft hands"
"full, just outside off. Turns away but Rahane defends towards point"
"full, on leg stump. Defended with a big stride"
"full, but not as much as the previous deliveries. Rahane opts to go onto the back foot, and the attempted defense shot takes an inside edge"
"full, on off. Big stride, and defended"
"good length, on middle. Worked off his hips to the leg side"
good length on middle and leg. Rahane walks across towards off stump before defending off his hips
"good length, on middle. Rides the bounce and fends it towards cover"
"full, just outside off, and he shovels a drive to cover. They scamper for a quick single, and the throw at the keeper's end is solid. But Watling fails to connect running towards the stumps"
"good length, and nudged off his waist to the gap near square leg. Enough time to come back for the second"
"full, just outside off stump. Defended to cover"
"full, on off. Carefully defended off the front foot"
"full, but wider outside off. No turn off the deck. Left alone by Rahane"
"fullish, outside off. He presses towards the off side to block"
"good length, outside off and turning further away. Left alone"
"good length, outside off stump. He rocks back and fends it away to cover"
"full, just outside off stump. Fended with soft hands"
"fullish, just outside off. Wants to drive towards mid off, but flies off the bat's edge towards cover instead"
"good length, outside off, and he cuts it hard! But Nicholls' one-handed stop at point slows the ball down significantly"
"back of a length, on middle. Swivels to pull, but gloved to fine leg"
"full, outside off and angling further away. Left alone"
"full, on middle. He prods forward to defend to cover. Soft hands on display"
"full, just outside off stump. Defended to mid off. <B>Tea</b>"
Patel starts with a flat delivery down the leg side
"flighted on middle and leg, defended to leg"
"tossed up on middle and leg, angles towards off, defended back to Patel"
and Pant won't allow that change of ends without some damage. Skips down the wicket and lofts this over wide mid-on for a huge six. That's modern batting for you
"flat, short of a length, whipped away to the leg side for one"
"shortish again, defended off the back foot"
starts with one down the leg side
"on a length, straight, defended to leg"
"this one is angled across his body, and has been left alone"
"full, slight shape back in, Pant gets a stride in and defends"
"on a length, shaping up to swing, defended off the front foot"
"this one does swing back in a little, Pant lets it do and then clips it into the leg side"
"short of a length, sticks in the surface a little, dropped into the covers for a quick single"
"and there is some movement out of nowhere. Slightly short of a length, shapes away, kicks up a little, Pant doesn't follow it"
"fuller, asking Pant if he fancies a drive, but he leaves it alone"
"now that Boult has seen swing, he tries to go straight and then swing it from there. But ends up bowling too straight, and hits Pant's pad"
"slight swing again, Pant is watchful as he lets it go outside off"
"extra bounce this time, and slight seam back in. Hits him high on the thigh pad after beating the inside edge"
"wide length ball, Rahane gets a stride in and then shoulders arms"
"oh what doe we have here? A run-out in Test cricket. Pant has sacrificed himself for Rahane, who has pulled rank so to speak to over-rule Pant, whose call it is. Short of a length, outside off, played with an open face towards point, and this should be the non-striker's call. Rahane has charged off, but Pant doesn't want the one. Despite his no, Rahane keeps going, and then Pant has to sacrifice himself. However, it is not as straightforward a run-out. The keeper has not yet made it to the stumps so Patel at point has to make a decision whether to lob it to BJ Watling or go for the stumps. Patel gets in a soft throw in at the stumps. It is half and half, a slightly confused throw, but good enough to hit the only visibly stump direct. More than hit, he has just kissed the stump, just about flicking the bail off"
"oh it was good enough for Shaw, it is good enough for Ashwin. Bowling into the wind, Southee bowls the perfect outswinger, starting at middle and headed for the off stump. You need your feet to go towards the ball to cover this movement. Much like Shaw, Ashwin is rooted to the crease, and allows this to swing past the outside edge. Much like Shaw, he looks stunned"
"Sharma shuffles across to cover any swing outside off, but the ball heads down leg"
"length ball outside off, left alone"
"full outswinger, Sharma right behind it and defends it towards mid-off"
"on a length, around off, angling across, defended to cover"
"Boult is short here, and has been tucked away off the hip for a single"
"he goes for the bouncer, slightly higher than the ribs, Sharma fends at it uppishly but there is no man at leg gully. He gets off strike"
gets a stride in to defend a full ball outside off
"and Rahane looks for a boundary now that singles are being cut. It is not the most convincing shot as he throws his bat at this drive, but he gets enough to clear the man at point"
"as expected, Boult bowls a bouncer to try to keep Rahane down at this end. Rahane, though, tries the hook and gets a <strong>top edge that falls just short</strong> of Jamieson at fine leg"
"full, just outside off, defended towards mid-off"
"good bouncer, Rahane is beaten on the hook by the spongy bounce. We can see Rahane has started to get more adventurous with those two wickets"
"wide on the crease, bowls the inswinger from there, Rahane plays it late and helps it into the leg side for one"
"wide on the crease again, Sharma right across, the ball is headed straight for the stumps, and just as everybody is hoping for an lbw shout, his bat comes down in time"
"<strong>nearly there</strong>. Southee gets closer to the stumps, and looks for the outswinger. Sharma plays a forceful shot, which is not what he usually does. He ends up lobbing it into the leg side. It hangs for there for what seems like ages, but manages to clear midwicket"
sharp bouncer to keep Rahane at the non-striker's end for the start of the next over
"a lot of shuffling around this morning from Sharma. Boult stays straight with an inswinger, but ends up sliding it down the leg side"
"now the full straight ball looking for the lbw, but Sharma gets his bat down in time to push this for a couple through the vacant mid-on. Rahane taking all the runs on offer for the time being"
this one goes straight on after pitching. Sharma shuffles across and defends
gets the shortish ball in to break the rhythm. Sharma behind it in defence
"bouncer, but down the leg side, and it is easy to avoid for Sharma"
