"fuller on off, no swing, he clips this neatly wide of mid on, he places this and times it nicely to get off the mark and they run well"
"nasty short ball, he fends it at, it comes off the upper arm and falls safely behind him. Brutal one first up"
"good length outside off, he pushes at a drive and it runs off a thick edge behind point for a couple"
"fuller and wide of off, a hint of shape away, he's happy to leave"
"back of a length on middle, he's back and across and defending into the on side"
"very full speared into leg stump, he digs this out past short leg for a single"
"<strong>pops up a length ball just wide of short leg!</strong> It was a good length, climbing and hitting the sticker of the bat, it just ballooned wide of Harris and away for one"
"good length, angled across the left-hander, 135kph, he leaves"
"back of a length into leg stump, he defends with soft hands past short leg and they take a sharp one"
"135kph, good length inswinger, he shoulders arm, it strikes the pad, <strong>a big appeal for LBW,</strong> but it's given not out. Too high and no review from Australia"
"fuller and swinging into leg stump, he glances this neatly to fine leg"
"fuller outside off, shaping back and he defends on the front foot to mid off"
"<strong>edged and just short of third slip!</strong> Good length, shaping away a touch, he pushes hard gets a thick edge and it lands just short of Labuschagne at third and it gets through him for one"
"<strong>over-steps</strong>, it's wide of off and he's happy to leave"
"full almost yorker length on off, 135kph, he defends this towards mid on"
"143kph, short ball wide of off, he drops the hands lets it fly past well wide"
"138kph, full and sprayed down the leg side, no swing there"
"full toss outside off, it swings away very late, he drives and <strong>misses</strong>"
"full and tailing down leg, he glances this easily to fine leg for a single"
"<strong>big appeal for LBW</strong>, given not out. This is swinging back down the line, beats the inside edge and hits the back thigh. Richardson thought it was high and signalled to Paine not to review"
"good length shaping in, he defends on the front foot"
"good length but too straight on leg, he clips this neatly though midwicket for a couple"
"good length, fourth stump line, shaping back down the line, he leaves, it's tight but a good leave"
"good length across the left-hander, he leaves this alone"
"fuller swinging back in, he tries to whip square gets an inside edge onto pad. No appeal as everyone heard the edge."
"144kph, full and straight and a hint of shape, he tries to work to leg, closes the face, gets a thick leading edge through cover for one"
"searing short ball, seaming back in, he sways underneath late, like a limbo! But he gets his head just out of the way as it flies past his eyes!"
"full on leg, he glances this fine to fine leg"
"<strong>beaten</strong> by a beauty, back of a length seaming away, he was squared up completely"
"145kph, good length on off, he pushes on the front foot to mid off"
"<strong>over-steps</strong>, 146kph good length off stump, he pushes to mid off"
