"full outswinger just outside off, driven off the toe-end, past the bowler"
"short of a length and wide outside off, slight shape in. But not enough to make him play"
"short, and he goes back and slaps this one down the pitch. Takes a deflection off non-striker Mandeep and goes towards cover"
"full ball, and he looks to drop-kick this towards midwicket. An inside edge on to his pads, and there's a stifled appeal from Saini. More importantly, a dot ball!"
"short, and he has swung this away towards deep midwicket, and <strong>AB de Villiers puts in a dive</strong>, but cannot stop it. Good work, running around from backward square leg, but just couldn't get the job done"
"length, a shape of swing in, and beats him for pace too. Mandeep looks to swing this towards cover, but misses out on contact. <strong>Delivered at 141kph</strong>"
"short, and he has gone for the pull again. It lands in empty spaces close to the deep midwicket. The ball stops enough and allows de Villiers to get to it"
"full ball, and he has swung this towards deep midwicket. There's a fielder in that region, but he has placed it to the right, more in the region of wide long on. One bounce, four!"
"full ball, and he biffs this away towards AB de Villiers at deep midwicket. Goes to him after bouncing"
"full ball, but down the leg side. Mandeep was looking for the flick, but missed on contact. Called a wide"
"yorker, and he digs this out towards extra cover"
"full ball, and he has driven this towards long on. <strong>Kohli has dropped this, diving forward</strong>. Wow! At this rate, RCB won't be catching a cold anytime soon"
"short ball, and he drives this away towards deep midwicket"
"full ball, but down the leg side. Gayle watches it through to Patel. Yadav will have to bowl this one again..."
"full again, and this time he has gone <strong>a few rows into stands behind deep midwicket</strong>"
"length, and he has pulled this away towards deep midwicket. Brings Gayle back on strike"
"length, and he has pulled this, off the inside of the bat, towards backward square leg. <em>Just a single!</em>"
"length, on the stumps, and he hammers it away towards deep midwicket"
"full, wide, and he slashes this over point. <strong>One bounce to the backward point fence!</strong>"
"full, wide, and <strong>he misses</strong>! That was quick, and within the tramlines, and didn't give any space for Gayle to get under it. Tried to thwack it down the ground, but missed"
"<strong>he finishes at 99 not out!</strong> Near-perfect execution of the wide yorker from Siraj, but Gayle gets some bat on it and sends it flying towards backward point. It bounces on the way, though, and Gayle walks off with a wry grin. <b>Well batted, boss!</b>"
"<b>driven through cover.</b> Nicely done. Shape for Curran, full and away from him, wide outisde off. Opens the face and gets it past extra cover"
"length and in at leg stump, flicked to fine leg"
"length and pushed across outside off, defended to point, away from the body"
"<b>falls short of mid-on.</b> Length on middle stump, angled in. Looks to flick and gets it off the high part of the bat. We saw this happen to Rahul in the first innings, the ball not coming on"
"length in the corridor, dropped into the off side with soft hands"
"length on off stump, defended to point on the front foot"
<b>shot!</b> Nicely onto the bat this time and Kohli brings out the signature straight drive. Full and just outside off. Gets his weight into it and beats Ashwin's dive to the right at mid-off
<b>he's away!</b> Nice wristwork. Length at a middle and off line. Leans in and clips it in front of square. Shami under pressure straight away. Lovely attacking batting
"length on middle stump, pushed to deep square off the inside half of the bat"
"full on middle stump, plants his front leg out and slugs across the line. Gets it past midwicket and it sprints away"
"length outside off, looks to drive on the up, sliced towards point who misfields"
"short of a length on off stump, opens the face and runs it down to third man"
"<b>to mid-off's left</b> this time. Some sublime batting so far from Kohli. It's a slow pitch and he's just driven Curran on the up, with a big stride, to beat Ashwin"
"slower ball, short of a length just outside off. Chopped to point"
"length just outside off, plants the front leg across and flicks to deep square's left to steal a second"
"length at off stump, closes the face too early on the flick and gets a leading edge to mid-off's right"
"<b>forces it past the bowler</b> and beats mid-off as well. Overpitched just outside off, looks to go hard at this, slightly turned bat, but enough connection on that"
"<b>lifted over short fine!</b> Lovely placement. Short of a length at off stump, walks into the off side a tad and just ramps this over the fielder there"
"full on middle stump, flicked to long-on"
"full on middle stump, flicked to mid-on's left"
"<b>drilled past the bowler!</b> Full outside off, gets to the pitch and just whips his wrists at this! So quick. Ashwin can barely get down as this races past the stumps"
"length on leg stump, clipped towards deep midwicket"
"<b>taken at long-off!</b> Tossed up outside off, steps out and is not to the pitch of this. Closes the face on this and gets a leading edge that's taken easily. This is good bowling from Ashwin. Went around the wicket and slowed it right down"
"length on middle stump, flicked to deep midwicket's left"
length and just outside off. Dropped to point's left off the inside half
"<b>past mid-off.</b> Probably not the ideal connection on it, but there's bat speed on this sufficient to get it past the infield. The back foot punch is slightly off the inside part of the bat, but well wide of Ashwin"
"yorker, 14k7kph, at off stump. Tapped into the off side off the toe-end"
"<b>runs it to the third man boundary.</b> Crafty. Length in the corridor, allows it to skid on and opens the face late to get it through where third slip would have been"
"full on middle stump, driven back to the bowler off the toe-end"
"length on off stump, punched firmly back at the bowler, who parries it to mid-off's left"
"short and just outside off, cut straight to point"
"length just outside off, driven on the rise to long-off"
<b>nearly drags on</b> a filthy short ball! Short and very very wide outside off. Looks to pull and gets an inside edge that smashes into his pads and trickles past leg stump
"short and wide, reaches out this time and goes with the turn. Gets a nice little swing at this and gets it between point and backward point"
<b>oh what a shot!</b> Short of a length slider outside off. He shuffles and punches it wide of mid-on off the back foot. Deep midwicket sprints to his left and puts in a dive. Gets a hand on it but is not able to arrest his momentum. Pushes it into the boundary at long-on
"full on off stump, pushed into the covers"
"short of a length in the corridor, defended off the back foot"
"checks the pull. Short outside off, might have rolled his fingers on this. Chipped safely into the vacant midwicket region"
"length and in at leg stump, flicked to deep square"
"<b>inside edge onto boot.</b> Slower ball, short and wide. AB swishes at it away from his body"
"overpitched on leg stump, flicked to long-on's right"
"<b>slapped over extra cover.</b> Slower short ball again. <strike>Kohli</strike>AB waits on it and plays close to the body. On the back foot, reaching upwards and plenty of power"
"full outside off, goes hard with the cover drive, mistimes and finds extra cover"
"<b>beaten.</b> Googly, short of a length and wide outside off. Looks to play the late cut and it's past the edge"
"yorker length outside off, jammed out to sweeper's left"
"<b>chipped</b> towards long-off. Looked like he wanted to go leg side there. Full ball outside off, not coming on"
"full on off stump, driven with the turn to extra cover's right"
"full outside off, gets to the pitch, flicks to long-on"
"short of a length just outside off, on the back foot to punch to long-on"
"length on off, tapped to deep midwicket off the back foot"
"length on leg stump, flicked through midwicket"
"length on middle, poked uppishly into the leg side"
"short and wide outside off, cut to sweeper's left"
"short of a length on off stump, flicked to deep midwicket's left off the back foot"
"<b>misfield!</b> KL Rahul with an embarrassing moment. Full on off stump, driven with the turn to long-off's right. He slides on his hip...right past the ball"
"short of a length at off stump, gets on the back foot and taps through square leg"
"full on middle stump, leans in and flicks to deep midwicket's left"
"full just outside off, driven with the turn to extra cover"
"googly, short of a length on leg stump. Whipped to square leg off the back foot"
"short outside off, cut straight to sweeper cover"
"Ashwin starts with a flat ball down the leg side, goes for a wide"
"short, outside off, and he cuts this, and Shami misses the ball at point. Perhaps a spot of dew that is affecting the fielders, but there are mistakes now creeping into the Punjab fielding"
"length, outside off, and he punches towards extra cover"
"carrom ball, starts on off stump from wide of the crease, and he pushes this towards backward point off the back foot"
"presses down the crease to meet a good length ball, punches it down to long off"
"length, outside off, and he goes back to push this towards extra cover"
"length, and he punches this towards long on, to bring up <strong>fifty</strong>. Points to the crest on his jersey as he soaks in the applause of the Mohali crowd. This has been a good, controlled innings from him"
"advances down the wicket to a short ball, and flicks it towards deep midwicket. <strong>They pick up two comfortably</strong>"
"length ball, and he pushes this towards the vacant short midwicket area, but Tye is quick to get to the ball this time to prevent any runs being taken"
"length, down the leg side, and he flicks this away. Fine leg is up inside the circle, and he places this well wide of deep backward square leg"
"short, and he waits on this and flicks it away towards deep midwicket. They come through for two again, though the return had de Villiers scrambling. It would have been closer, had the throw at the non-striker's end been closer to the bowler"
"uses his feet to get to a length ball, and punches it down to long off"
"short, and he punches this towards short midwicket. Tye is first to it"
"starts with a short ball, and he smacks this towards deep midwicket. Shami slips, but is able to stop the ball from getting to the boundary"
"length, and he whips this towards deep midwicket. They settle for a single this time"
"length, and he punches this towards wide long on after moving a bit to get inside the line of that ball"
"length, on the pads, and he flicks this away, and <strong>Gayle dives away</strong> to his right at short fine leg. Keeps the scoring down to one!"
"length, and he gets inside the line of this, and scoops it over short fine leg. One bounce four. <strong>More of a swat away, down on one knee!</strong>"
"fuller ball, on the pads, and he flicks this away towards deep midwicket"
"full ball, on the pads, and he whips this away towards deep midwicket. Played softly enough to require Shami at backward square leg to run diagonally across to his left, and they take two"
"length, slower ball, and he eases this towards long on"
"short ball, and he gets up on his toes and whips this towards backward square leg"
"length, outside off, and he smacks this towards long off"
"short ball, and Kohli lets this go. Not called a wide, and Kohli remonstrates with the leg umpire. That <em>was </em>short! Should have been a wide"
"length, jags back into him, and he defends this towards short cover"
"short, and turning away from AB, who goes back and whips this towards wide long on"
"full, outside off, and he drives this hard, but cannot beat R Ashwin at short cover"
"wide, outside off, and he goes back and cuts this towards backward point"
"flighted, outside off, and he plays this with the turn away towards point"
"wrong 'un, comes back into AB from outside off, and he plays it watchfully towards long on"
"flighted, outside off, and he plays a lofted drive, but safely bounces on its way to long off"
"length ball, straight at the batsman, who punches this down to long on"
"swift ball, jags into him and he tries to get the whip through midwicket going. It hurries on to him, and he inside-edges this one into his body. They switch ends with some good running"
"short ball, and he has <strong>pulled this straight to M Ashwin</strong>! It was fast from Shami, faster off Kohli's bat as he looked for the deep midwicket fence, but M Ashwin was about 10-15 yards inside. Had to hold this over his head, and did well to hang on to what was a bullet shot. <em>Is there a twist in the tale here?</em>"
"short, and he defends this, off the ground as he plays it towards short midwicket"
"short again, but a little more outside off, and he backs away and guides this towards third man"
"full ball, and he drives this down to long on. Examines the bottom of his bat as he runs across to retain strike"
"carrom ball, that he pushes through to extra cover"
"carrom ball, from wide of the crease, and Stoinis has to defend this"
"short, wide, and he cuts this towards backward point. Some work for the man at deep extra cover to do, and they come back for two"
"length, turns into him, and he punches this to short cover"
"short, and he punches this through short cover. Misfield from Sarfaraz there, and it allows them to come back for two"
"length ball, bowled from wide of the crease, and he punches this to long off"
"full, on his pads, and he flicks this away towards backward square leg. Terrific shot, as it eludes the fielder manning the fine leg boundary"
"short, and he has cut this one past point. Uses the piece of the ball beautifully to guide it past the man at point! <strong>Back to back boundaries</strong>"
"short, and he looks to go across the line. The ball goes high, and <strong>M Ashwin has grassed this</strong>! It was an ugly across-the-line swipe, and took the top edge and went towards deep midwicket. M Ashwin should have held on to this"
"short, and AB has whacked this one inside out. <strong>Six!</strong>"
"wide, full, and he smacks this towards cover. <strong>R Ashwin has hit the stumps straight from there!</strong>. But de Villiers is in, and it's also Tye's arm that dislodges the bails"
"full, wide, and he has smacked this towards extra cover. The man at the fence, Mandeep, has to save this away to his left, and they get a comfortable couple"
"full ball, and he whips this towards deep midwicket, and they pick up two. Was timed to perfection, in that it made the fielder run in hard"
"short, and he forces this towards point. Aerial, but safe"
"length, and he punches this towards short cover"
"full ball, and he has dropped this down to long off. Interestingly, they kept mid off up for this ball, but Shami missed his mark with what I presume was meant to be a yorker. <strong>Critical boundary!</strong>"
"length, and he drags this down to long on"
moves across and smashes a length ball over long leg for <strong>SIX!</strong>
"half-tracker, and he goes back and punches this down the ground to long on"
"short, and he has biffed this away to long off, and they pick up two to complete the victory!"
