"shimmies across the crease to the off side, and CdG follows him, throwing it wide. He drives, but cover dives to his right and stops this"
"length, angling away, and he dabs this down to third man with soft hands"
"full, outside off, and he <strong>smashes this past mid off</strong>. Hit hard, but also placed well to the left of the man there"
"length, angles across him, and he seems surprised by the lack of pace on this <strong>125kph </strong>ball. Plays it on to his pads off the inside edge"
"length, and some extra bounce as he looks to defend. Immediately signals to the dressing room with his gloves. Would hope that is just for water, or drier gloves perhaps?"
"length, outside off, and he defends this to point"
"full, on the pads, and he flicks this past short midwicket. There's a man in the deep who will get to this on his right, but they will return for the second"
"throws this a bit wider, fuller, and he drives as it swings away from him. Goes straight to point"
"full, on the pads, and he can tuck this away towards long leg. The man at deep backward square leg cannot get across to this"
"full, outside off, and he drives this just out of the reach of cover. They will get two as the fielder half-stops it"
"full, and driven towards point"
"short, and <strong>he has got Warner with a snorter</strong>! Delivered at <b>142kph</b>, and following him as he looks to sway out of its way, this ball takes off and takes Warner along its way through to Latham. Ferguson had no doubt, and neither did Warner. Both openers dismissed this early, wow!"
"length, jags into him, and he forces himself to come forward and just defend"
"length, angles into him again, and he plays it away towards point"
"full ball, and he drives this towards point. Able to get past the man there, but cover runs along and keeps it from reaching the boundary"
"shorter, angles into him, and he defends this towards cover. <strong>146kph!</strong>"
"length, and he defends this <strong>145kph</strong> ball angling into him"
"<b>bouncer</b> which Khawaja tries to hook away, but he's gonna need a stepladder for that. The Lord's hospitality doesn't quite go that far"
"<b>beats him again</b>! This time with good old fashioned line and length outside off. Khawaja has this habit of reaching out away from his body - because he rarely moves his feet, especially forward. And that time there's just enough away movement to beat the edge"
"goes for the magic ball, pitching leg and swinging away to take the leading edge. No such luck as Khawaja flicks the ball on the pads to deep square leg"
"goes round the stumps straight away to SS, who is only too happy to work with the angle and flick the fuller delivery from outside off down the ground past the right of the bowler"
gets across his stumps because he reads the short ball early and knows there's a sprawling gap at long leg. Good pull game plan. Good pull shot
"stays over the wicket - <B>with no mid-off</b> - and pitches the ball up on middle stump. Smith springs across and then, after teasing all of us with those rubber wrists, only defends. Boooo!"
"works it off his pads behind square leg. Too easy, even at Fergie's pace"
"<b>falls into the trap!</b> New Zealand had a leg gully lurking. They were going to attack SS with the short ball. They were hoping he'd flick one in the air and this guy can grab it. But this is a full blooded pull shot. This is coming off at a zillion miles an hour. And it's not even right at the fielder. A fielder who's already dropped two catches. Guptill doesn't care though. He spots the ball early enough. He dives to his left quickly enough. Sticks out his hand and  comes up with an absolute specy! This is going to be one of the catches of the tournament. Smith's copped the end of two of those now and New Zealand are now nice and snug in the driver's seat. The broadcast graphics say Guptill was only 17 m away from the batsman. Also, in terms of reaction time, he only had  0.6 seconds to pull off that miracle. #WOAH!"
"back of a length and outside off at 90 mph, Stoinis pushes into the covers"
""
width on offer and Stoinis whacks it away towards the point boundary. There's protection there. And he's quality too. Only Boult has the ball climbing along his forearms like a ramp instead of sticking in his palms and the fumble leads to a boundary
""
<b>googly</b> to start and I'm not sure Khawaja picks it. Reaches out to defend and is comfortably beaten
resorts to the sweep straight away - which gives a batsmen who isn't reading the turn a little more margin for error - and takes a ball on a length on off stump for a trip to fine leg
stands up tall and punches the shortish delivery outside off to long-off
whips a loopy ball on off stump to long-on
smoothly done by Stoinis as he gets back and across to a short and wide ball and cuts to the sweeper
stays back to a good length ball outside off and slices it in front of point
"short ball meets soft hands, little tap into the off side and a rapid run to put the icing on the cake"
stands in the way of a 144 kph delivery and its date with middle stump
<b>gooooooorrrrrge</b>! Who cares if it's coming in at 150 clicks? Who cares if it's not a half-volley. It's wide enough. I can free my arms. I've got the powah. Now watch me as I cover drive the heck outta this
"good length, outside off, no shot"
"<b>bounces him</b> and Stoinis can't get out of the way. How can he when it's 148 kph? He tries to ride it, getting up off his toes to drop the ball by his feet, but it still keeps climbing on him, takes the shoulder of the bat and lobs over to where short third man might have been"
144 kph bouncer angled at the body but Khawaja sees it early and lets it go
<B>over mid-on</b>! Stoinis sees one tossed up and knows it's just got to go. Lunges forward and whacks it down the ground and gets just about lucky enough to beat a leaping KW at the 30-yard circle
"brings down the flight a bit, but still keeps the length full. The bigger adjustment is in the line, dragging it outside off, and making sure Stoinis can only drive through the covers"
"drags it short and Khawaja has all the time in the world, and then some, to pull to deep square leg"
"<b>zips in off the pitch</B> looking for lbw, but Stoinis brings the bat down in time, and importantly it's straight. Sodhi's doing very well here"
"slow legbreak, drifting in on middle stump. Stoinis goes for the inside out drive to short cover"
"flatter trajectory outside off, Stoinis goes back to cut to cover point"
"keeps thudding 140+ kph deliveries into the deck, hoping to catch the batsman on the hop. Khawaja though won't be tempted into such silly situations"
works the length ball on middle to short midwicket.
lovely shot to cross 1000 runs in 2019. Stands tall against a back of a length delivery outside off and flays it behind point
"<b>caaatcch, they cry</b>... Williamson's the fielder, running up and to his left from mid-off. Goes for the dive. He's aaaaaalmost there. The hands reach out. Has he taken it? Have NZ done it again? Nooooo. The captain comes up and shakes his head. It's fallen short of him. Stoinis lives to drive on the up again"
"bouncer outside off, no shot from Stoinis"
"searing yorker to end the over, one that keeps coming in with the angle into the right-hander. Stoinis is alert enough to prevent it from rendezvousing with the stumps. <b>That's drinks</b> and this is very very fun."
"pitches the googly short enough that the left-hander can go back, read the turn off the pitch and tap it into the covers"
"a little too leg side this time, inviting the sweep shot and Khawaja is only too happy to oblige. Gets it nice and fine"
"shapes to sweep again, but the ball is a little too full, and a little too far outside off and so he has to adjust and tap it back to the bowler with a straight bat"
"crunches the short ball turning away from him through cover point. Good footwork from Khawaja, used the depth of the crease perfectly"
"doesn't read the googly and has to weather and <b>lbw appeal</b>. Would've been going down though. Sodhi pitches it on middle and the right-hander is setting up to hammer it through the off side, going deep in his crease, and it lands him in a bit of trouble"
drills a tossed up ball outside off to long-off
flicks a shortish delivery on the pads to midwicket
"full and outside off, he drives to mid-off"
"lovely flowing drive off the front foot, but he can't beat point."
"full and wide, tempting the drive away from the body - this is starting to look like a plan with a gully in place and most of the fielders on the off side - Khawaja doesn't play at it this time"
"full and a lot closer to his body, allowing him to use a straight bat and hit to mid-off"
"another lovely hit, opening the face of the bat to try and get the gap to the right of mid-off. KW won't allow it"
"tentative block - and it's all because of that lovely loop from Sodhi. He's in good rhythm today. No long hops. And practically everything in that dangerous off stump line, spinning both ways"
slices it through cover point
stays back to deal with a length ball on middle behind square leg. Quick hands. Seriously quick hands
"uses his reach to get to the pitch of the ball outside off and drive to long-off. Lovely contest brewin, fellas."
"<b>doesn't pick the googly</b> and what's worse, he follows the ball turning the wrong way with his hands. With slip in place, that's quite dangerous. This time though Khawaja is able to keep the ball along the ground to point"
strays onto his pads and he sends it away to fine leg
walks right across his stumps and gets struck on the pads as he tries to flick the ball through midwicket. Khawaja is trying to one-up NZ's 6-3 off side field
eases the shortish delivery outside off to third man
full and very very wide outside off and he'll have to re-bowl that
"looks for the on the up drive but the 135 kph ball, on a good length and outside off, sticks in the pitch and <b>bounces awkwardly</b> on Khawaja. So much that he yanks the bottom hand away"
"with the batsman going so far across his stumps, Neesh tries to sneak a leg-stump yorker and take him out. Gets close but not close enough. Puts his hand on his mouth and the eyes bug out after the plan fails"
slashes a good length ball outside off to deep point
"<b>caught behind</b>! Neesh delivers an absolute peach. A cross-seamer that hits the deck. The line is close enough to off stump. The length though is in-between. Not full enough for the drive. Not short enough for the cut. Stoinis presses forward gamely, looking to block the ball out. But it's mischief not done yet. It decks away off the pitch, takes the outside edge and settles in the keeper's gloves. Top stuff."
"full ball, angles into him from around the wicket, and he defends this, pressed forward"
"slants across him, and he cuts this fine. The backspin puts it beyond the reach of Lockie Ferguson at the deep point fence"
"down the legside. He looks for the sweep, and it goes down for four. Given wides, as it started from beyond leg and turned further away"
"tossed up, and he drives it back with the turn to the bowler"
goes back and tucks this away with the turn towards long leg
"angles into him from around the wicket, and he defends"
"quicker ball, slants down the leg side, and he looks to glance this. Gets it off the pad towards fine leg"
"full, on the pads, and he plays it towards wide mid on. Wants a single, but that went too quickly for them to get that much time. Sent back by the non-striker"
"full, on to the pads, and he drives it towards the wide mid off"
"<strong>WHAT A CATCH!</strong> If you thought Guptill had one of the rippers for the day, Jimmy Neesham has just sent in his nomination for moment of the day! It comes off the bottom of Maxwell's blade as he looks to pull a short one outside off, and Neesham dives away to his left and picks up a one-handed grab. That's the kind of catch you would be tempted to take out for dinner, and take home to introduce to your parents. New Zealand are on fire!"
"full, angling across him, and he plays it towards point"
"full, and gorgeous cover drive. Just a bit of foot movement, but fast hands that carry this blitzing through the off side field"
"length, angles into him and down the pads and whipped away towards long leg"
"length ball, turns into the batsman, who sweeps this towards long leg"
"length, and he plays it late off the keeper's gloves down towards third man"
"length, turns in from outside off, and strikes him on the pads as he looks to drive this. <strong>Not given!</strong> Will they review this? Williamson decides not to"
"length, turns into him, and he plays it with the tide towards short midwicket"
"reverse sweep pulled out to a length ball just outside off. Gets it square enough to beat short third man, and fine enough to beat backward point"
"<strong>big turn again</strong>, from outside off, and takes the pads on its way through to short third man"
"full, wide, and he has a swish at it, but misses"
"<strong>DROPPED!</strong> There's actually a slip now for Khawaja, and it eludes him too after coming off Latham's gloves. So unlucky for Neesham! Extra bounce from a length, and he looks to bail out of a drive, but gets it off the outer edge. It flies towards Latham's left, and he gets a glove to it, but can only pop it up <i>behind</i> himself"
"length, angles across him, as he leaves"
"length, outside off, and he defends"
"length, straight enough for him to be able to nurdle this away towards midwicket"
"shorter, slower through the air at <strong>132kph</strong>, and he flicks it away towards long leg"
"tossed up outside off, and he looks for the reverse paddle, but cannot beat short third man"
"fuller, and he pulls out the reverse paddle. Gets it wide of short third man, and they are able to pick up two before backward point can mop up"
"full, turns into him, and he drives this down towards long on"
"full, towards leg stump, and he sweeps, but cannot beat the man at 45 degrees on the on side"
"looks to advance down the pitch, and Santner sees that and fires this wider. Forced to defend"
sweeps a full ball from off stump towards long leg. Almost a horizontal bat drive along the floor
"length, angles across him, and he defends. Off the inside of his bat on to his pads"
"length, <strong>stops on him a bit</strong>, as he looks to check his drive. Floats in the air, but goes through the vacant cover region towards sweeper cover"
"full, outside off, and stops a bit on the pitch again. He drives, and it comes off the inside of the bat back towards the bowler"
"length, angles across him at <strong>134kph</strong>, and he defends this close to the body"
"length, and he shimmies across to the off side and paddles this away towards long leg"
"<strong>SHOT!</strong> Full, and he leans into a beautiful cover drive. There's a sweeper cover, but he can only admire this as it runs across to his left"
"full, and he drives this towards cover"
"length, angles away at <strong>143kph</strong>, and he runs this down to third man"
"full, wide, and he cracks another lovely cover drive. <strong>Just timing, and placement...nothing more...</strong>"
"shorter, angles across him after pitching outside leg, and he defends from the crease"
"short, angles towards his pads from outside leg, and he tucks a <strong>141kph </strong>ball away towards short midwicket"
"length, angles across him, and he defends. This was bowled at 149kph, as Ferguson continues to crank it up"
"full ball, angles away and he drives it back down the pitch"
"length, angles away and he pushes it just wide of Williamson at cover and picks up a single"
"length, straight, and he drives it back down the pitch"
"full, a bit wider, and he drives this through covers towards the sweeper stationed there now"
"length, angles away and he defends this"
"length, straighter, and he drives it back to the bowler. Delivered at just <strong>126kph</strong>"
"short, down the leg side and he plays it down with a flick of the wrists towards long leg"
"short, angles across him from outside leg, and he defends as the line tucks him up"
"short ball, <strong>lifts off at 149kph</strong>, and Carey has to duck out of the way! Not dissimilar to the ball that dismissed David Warner!"
"length, angles away, and he defends this towards point"
"short, again homing in towards the batsman's face. Carey drops it with his glove, just fending off his helmet. Well played in the end"
"fuller, on the pads, and he flicks this away towards long leg. Ready for the variation in length - <strong>excellent batting</strong>!"
"length, outside off, and he drives this to covers"
"full, and he drives, but cannot beat Williamson at covers"
"fuller, and he whips it away from outside off, but cannot beat short midwicket"
"full, angles away and he runs it towards backward point with a flourish of his wrists"
"fuller length, angles away from him, and <strong>beats him with the line</strong>! Carey plays inside the line of this, and it just evades the outside edge. Well bowled!"
"full, and he drives this handsomely past mid off. <strong>Terrific shot!</strong>"
"tosses it up outside off from round the wicket, Khawaja jams the bat down on it and sends it to cover"
"<B>nicks past the keeper</b>! If KW's getting spin off a pitch, you know it ain't straight forward. Khawaja is drawn into the drive. The ball dips in front of him, messing up his timing. Then it turns, securing the outside edge"
"full and outside off, smears it through the covers"
"premeditates a scoop and has to deal with a ball well outside off - the kind he has been cover driving for four like a boss. Here though, he has to settle for a single to fine leg"
attempts a drive away from the body and gets a thick outside edge to short third man
lovely wrists as he waits on the tossed up ball on middle and whips it to long-on
<b>beautiful shot to raise a tough fifty</b>! Shuffling inside the line of a short ball - a short ball at CdG's pace is zero threat - and flicks it behind square leg. Good manipulation of the field
stays back and blocks the shortish delivery outside off
"neat flick round the corner as Khawaja waits on the ball to come to him. Seems effortlessly doing that when the ball is in line with the stumps, but whenever the ball is wider of off stump, he seems to go at it too hard and too soon"
""
opens the face at the last second to slice a back of a length delivery to the left of backward point
punches the ball looking for the top of off stump to long-off. <b>That's drinks</b>
"loads up the sweep and gets to the ball on the full, dragging it from middle stump to short fine leg"
"the ball is way outside off but Carey still reaches it with the sweep, hitting it over the top at midwicket"
"full on middle, Khawaja blocks"
"short and wide outside off, Khawaja rocks back to cut to deep point"
<b>beats him</b> with a very slow ball outside off. Carey is looking to hit this too hard through the covers and is good enough to keep that back leg pegged in the ground. Good take from Latham as well
"full and outside off, steers it to the sweeper. This is a very good stand from two relatively unheralded batsmen in this line-up. But seriously, Carey shouldn't be batting so low!"
"back of a length and outside off, taps it to cover"
opens the face to try and get the gap behind point. No such luck
works the back of a length delivery on middle to short midwicket
"<B>superb hit</b>! And it's because he is basically pulling a good length ball outside off. You know, the kind you're told to bowl in Test cricket. Only here, this extremely talented left-hander picks up the length so early and also takes the extra credit points as well by hitting with a relatively straight bat to send the ball skimming past wide mid-on (can't cross-bat those balls because they're not short enough)"
""
opens the face and slices the shortish ball outside off to third man
slinks back to cut a shortish delivery outside off. Can't beat the field
"<b>risky run, Guptill's on it, Khawaja's in trouble.... no direct hit</b>! Khawaja wants a single after mistiming the cut shot. He's too early on it and the slow pace of KW makes the bat face close and the ball go to cover. Guptill moves quickly enough to his right, takes aim at the non-strikers' end, couldn't hit the target"
makes room to slide the shortish dleivery through cover point
"pushes it through on middle, he defends"
"full on off stump, he drives smoothly to long-off"
backs away and cuts the shortish delivery through to the sweeper
"<b>outrageous</b>! This is an attempted bouncer outside off. So pulling it carries risk. But Carey manages it beautifully by leaping off his feet, getting on top of the ball and hammering it away through wide mid-on."
tucks him up with a back of a  length ball on middle. Defends
blocks a back of a length delivery to point
<b>streaky shot but a super cool fifty</b>. Looks to drive a wide ball outside off through the covers but ends up with an inside edge past the keeper. Deserves that luck. He's played with a lot of skill and no shortage of punch. Made Australia's quickest World Cup fifty earlier this tournament. Following it up with another lovely little innings
"back of a length and outside off, spears it through to the sweeper"
"gets up with the short ball outside off and pulls it down to deep square leg. Good technique, playing it on top of the bounce and rolling the wrists to keep it down"
<B>beats him</b> as Khawaja once again plays too far away from his body without moving his front foot across
stays back to try and cut a ball that isn't quite short enough and is beaten again
"fullish and outside off, he plays from the crease and slices it to cover"
"full on off stump, Khawaja plays a little inside the line because of KW's drift, and the turn secures the outside edge to point"
loops it up outside off and Khawaja unleashes a flowing drive to the sweeper
presents the inside out drive to long-off
"looks to flick a shortish ball on leg stump through square leg, but is into the shot a touch too early. And no wonder. This is only at 141 kph. Fergs bowls 150."
hangs back and pulls a short ball outside of at 145 kph to short midwicket.
waits on the short ball outside off and carves it behind point. Guptill is there and he gets a hand on it to parry it towards third man
defends a good length ball on off stump to point
<b>unreal</b>! Ferguson loves bowling short. He's had success bowling short. But this is only 142 kph. And it's only above waist high. All of that essentially means it's in Carey's wheelhouse and he just stands tall and slams it over deep midwicket #LikeABoss
"shortish on off stump, pushes into the covers"
very very full - so much that it becomes a low full toss on middle. Khawaja drives to long-off
"<b>edged but safe</b>. Williamson has been teasing the left-handers with a lot of flight. Drawing them into the drive outside off. Carey's sucked into the trap, gets a very thick nick, Latham follows it, staying down and getting up with the ball, but he can't grab it in the end"
sweeps to midwicket
""
"shortish and outside off, he rocks back and cuts to deep point"
width again and Khawaja slaps it to the left of backward point
"<b>half an lbw appeal</b> but Boult bails out of it. Would've gone down. Decent straight though. The ball on a good length and nipping into Carey, who wasn't expecting that as he plays the flick"
nudges the length ball on middle to midwicket
and now he's playing all the orthodox stuff. The picture perfect off drive. Placed to the right of Williamson. <b>Amazing timing</b> on a pitch that isn't suiting such shots
"good length outside off, he drives to mid-off"
"shortish and outside off, slices to the sweeper"
looks to flick a fuller delivery on leg stump to fine leg. But only ends up making contact with the pad
"tossed up outside off, and he drives but cannot beat point"
"flighted outside off, and he drives back to the bowler"
leans back and cuts a length ball outside off away towards deep backward point
"flatter, outside off, and he swats it away towards deep midwicket"
goes back and drives it towards point
"<strong>was that dropped?</strong> Too full for the cut, as he backs away and looks to get it through the offside. Goes through to Latham, but no great reactions from the bowler. Seems to be have been just a bad miss"
"length, and he drives it but cannot beat mid off"
"length, and the ball stops on Carey as he looks to drive this down the ground. Not able to time this well at all"
"length, and he drives this past covers. Seems like a change of pace, but he picked it well. That also brings up the <strong>100-run partnership</strong>"
"fuller ball, a hint of reverse back into him, as he biffs this off the inside of the bat towards deep backward square leg"
"length, and he drives on the up, but cannot beat cover"
"full, outside off, and he opens up the face of his blade to run it towards deep point"
"short, and he goes back and cuts it towards deep backward point"
"short, and he cuts it towards deep point again"
"looks for the cheeky paddle sweep, and gets it towards fine leg. Aerial, but just beyond Latham"
cuts this off the backfoot towards deep backward point
"tossed up, and he flicks this with some quick wrists and fast hands towards square leg"
"<strong>OUT THIS TIME!</strong> A terrific hand from Alex Carey comes to an end, as he looks to go inside out over cover but cannot clear Martin Guptill. Smart work, too, from KW, as he continues to get some purchase and grip from this surface. Nonetheless, this partnership has brought Australia right back into this contest"
"back of a length, angles across him and he steers it down to third man"
"length, and he pokes it down to third man. There's a slip in place for Cummins now"
"short, and he ducks inside the line of this"
"fuller, slower (if that's possible) and angles across him. Just <strong>122kph</strong>, and he taps it towards point"
"short, and well directed. Forced to take evasive action for the second time in the over. Angles across his body"
drives a fuller ball towards sweeper cover
"starts with a googly, which he drives to covers"
"tossed up, around the middle stump, and he whips it away towards deep midwicket"
"wrong 'un, on a good length, and he defends from the crease"
"tossed up, with Ross Taylor at first slip, but Cummins stretches and drives this down to long off"
"reverse lap, and does well to get it over the infield. Through the point fence, and he simply had to time it well enough"
"floated close to off stump, and he flicks it with the turn towards deep midwicket"
"wide outside off from Ferguson, and he slashes this through point. <strong>Great shot</strong>, as he uses the 136kph on offer on that ball to get it behind square"
"full, fast and he drives this down to long on"
"<strong>short, and well-directed again!</strong> This was 143kph, and Cummins was caught in two minds. Wanted to come forward, and suddenly forced to duck by the angle of that sharp, incoming delivery"
"slower ball, outside off, and he stays rooted in the crease and sees that beat the outside edge. <strong>Bowled at 114kph</strong>"
"short, angles into him at <strong>145kph</strong> and he ducks under this"
"fuller, outside off, and he drives this to point, and takes the single on offer"
"floats this wide outside off, and beats a swat from Cummins"
"length, and he goes towards deep midwicket. Could have had four, but for Jimmy Neesham, who fields this down to his left"
"length, and he goes inside out. Drops short of long off"
"tossed up outside off, and he goes for it down the ground. Takes the leading edge, and this time <strong>it lands just short of long on</strong>!"
"length, and he swings this towards deep midwicket. To the right of Neesham, who nonchalantly knocks this back into play with his right hand. <strong>Superb fielding, but vital runs for Australia</strong>!"
"length, wide outside off, and he slaps this down to long off"
"wide outside off, and he drives this towards sweeper cover"
"<strong>precise yorker</strong>. Swings a bit late into him, and he can only dig it out towards cover"
"<strong>gets lucky!</strong> Charges down to a fuller ball again, and with the late reverse swing, it takes the inside edge and runs fine past Latham"
"backs away, and Boult shortens the length. Wants to go over point, but misses out on contact"
"swings into him from a full length, and he takes it on the full and drops it down towards long leg"
"short ball, and he moves away to the leg side and ramps it down towards third man. <strong>Cheeky!</strong>"
backs away to the legside and biffs a full ball down towards long on
"full, outside off, and he guides a <strong>143kph</strong> ball towards deep point"
"short, and he ducks under it. Decides late to try and run it down towards third man, but that had already passed him by then"
"short, and he drop-kicks this, one bounce towards long leg"
"full toss, outside off, and he looks to drive this down the ground. Outside edge runs it down to the right of third man, and they scurry through for the second"
"full toss, and this time <strong>he has pierced the infield</strong>! Backs away, and even takes the bottom hand as he muscles this through cover, and too fast for sweeper at the point fence to get to it. What a hand this is from Cummins..."
"low full toss, swinging back in, and he drives it down to long off. Bowled at <strong>144kph</strong>"
"fuller ball, around the stumps, and he can only tap it towards short midwicket"
"<strong>GONE THIS TIME!</strong> Perfect full ball again, delivered at 137kph, and with a hint of reverse again back in from outside off. Khawaja walks across to access the on side, but misses out on contact and in fact walks right outside the line of the ball. Vital half-century from Khawaja, though, as he acknowledges the crowd on his way out"
"<strong>OH YOU BEAUTY!</strong> We might get to see a bit of this from Starc later -- a perfect yorker, that swings in at good pace and goes under his blade even as he looks to jam it down. <em>Almost</em> as good as the ball that Starc delivered to Ben Stokes just a few days ago!"
"<strong>HE'S GOT IT!</strong> Full, swinging away from him after pitching around leg, and given. Australia have reviewed this! It's a perfect full length, and there's no sign of bat near that. The only question could be where it pitched, I would think. The bat hits ground, but that is after the ball passes through and crashes into his right foot. It's out, and that's a hat-trick for Trent Boult!"
"full, wide outside off, and he looks to back away to get this down to fine leg, but misses. Almost got <strong>FOUR IN FOUR</strong>!"
"<B>sweetly timed</b> to the left of mid-off. Good signs for Guptill, who sometimes seems suspect against left-arm quicks because of the ball coming back in. This one though just pitches on a length and carries on with the angle, allowing him to play that favourite on the up drive"
nicely behind the 132 kph delivery looking for the top of off stump
looks for the flick through square leg but ends up with a welt on his thigh (probably)
half a shout for lbw as Nicholls is stuck in his crease against one that nips back into him off a length. Miiiiiight just be too high
stands up nice and tall behind the shortish delivery on off stump and blunts it
"covers the line well and, it seems, he's started to move his feet as well. Gets across to off stump to get behind the short ball"
starts with a short ball across the right-hander at 143 kph. Keeps the slips interested. Not the batsman though
"<B>cuts back in</b>! Like a left-arm legbreak! Hits on and around off stump and then veers into Guptill, who is thinking he has an easy leave and in the end is struck on the thigh"
"<b>should I leave, should I play?</b> Should I even try? This is testing bowling from Australia's strike weapon. He gets his radar perfect. On and around off stump and that last ball jagging back so far is still playing on Guptill's head as he steps forward to play something in between a leave and a block"
"good stuff, Guppy! Waits for the short ball outside off, taps it gently on top of the bounce and says, Henry, you deal with Starc"
"slants into the pads <b>at 152 kph</b> and Nicholls, shuffling across his stumps, is hit on his pads. Would have gone down though"
dangerous ball! It's the one that he slings out towards the off side but in mid-air it curls back into the left-hander. Essentially the same one Stokes got. Except it isn't a yorker and perhaps that's why Nicholls is able to block it from crashing into his sticks
crunches the back of a length delivery outside off behind point.
"good length on off stump, Guptill keeps it out. Hmm. Might be jumping the gun but Behrendorff isn't getting much movement. And he's known for that"
"pitches it right up there, almost on yorker length, Guptill drives to cover"
very tight lines from Behrendorff. Guptill gets forward and defends a ball heading on to off stump
<b>screams away</b> through the covers. Guptill gets the room to free his arms and he's calm enough to slap it through the gap
bowler overcompensates for the mistake and goes down the leg side
<b>hints of movement into the right-hander</b> but Guptill is able to nudge it between midwicket and mid-on. Good connection because he wasn't trying to hit it too hard
onto him too quickly as he tries to flick the back of a length ball on middle behind square leg. Beaten for (142kph) pace
"<b>gets it to hold its line at 151kph</b> and Guptill does well, watching the ball all the way, getting squared up a touch so he can defend a ball pitching leg and moving away"
dangles it outside off. Guptill won't bite
goes searching for that inswinging delivery to take out Guptill's stumps. But the 145 kph veers off target
"back of a length and outside off, no need to bother with those. Just wave to the 152 kph white thing flying by"
"keeps out a good length ball at 147 kph looking for middle and leg stump. Who wants to be an opening batsman, eh?"
<b>half an appeal</b> from Starc as he gets a length ball to curl back into Guptill at pace. The right-hander is trapped. His front foot is too far across and he doesn't have the time to adjust. Only height saves him. These are nervy times.
<b>strays on the pads</b> and Guptill does the most decent thing that ball deserved. An all-expenses paid trip to the fine leg boundary
goes back in his crease to block the 134 kph short ball on middle
"137kph, punches the short if a length delivery outside off to point"
"<b>un-play-ABLE</B>! Guptill recoils from a ball that pitches on off stump, back of a length, one he thinks he has covered with a back foot block but one that nips away off the pitch like it's nobody's business"
"strong push into the covers, but that infield is definitely packed"
touch too straight and the batsman is able to work it to square leg
<b>beautiful straight drive</b>. Made all the more better by the fact the speedgun says this is 153 kph. Nicholls gets in line and presents the full face so that a ball looking to take over his stumps instead crashes into the boundary boards
that's his shot. The flick off the hips. He plays it with his eyes closed and with one hand making the Spock sign. Too straight. Touch too short. Simply put away
146 kph - no one bowls a full delivery at the stumps like Starc. That curl away when the ball leaves his hand. The curl in as it travels the pitch. Nicholls is aware of the danger and is playing with as straight a bat as possible
"bouncer on off stump, lets it go, ump says it's too high"
