"length outside off, but way too wide"
"length again, this time on the pads, misses the flick but will collect a leg-bye to short fine leg"
"down the track but it's short of length angled across, sways away in the end"
"down the wicket again, fuller outside off this time, McCullum tries to jam his bat at it, no connection"
"an inswinging yorker, on the stumps, McCullum gets his bat down just in time, a single to short fine leg"
"length around off, an ugly-looking swipe towards mid-on"
"fuller and wider, McCullum chases it but no connection there"
"starts with a fuller one outside off, Bryant reaches for it, and hits it towards long-off"
"length around off, nudges it towards short midwicket for a quick single"
"fuller on the pads, flicked away but the square leg makes a diving stop to his left"
"length around off, spinning away, looks to go big down the ground, misses"
"flatter and quicker around off, hits it towards long-off"
"length around off, a touch slower this time, pushes it down the wicket"
"fuller around off, driven on the front foot but mid-off moves to his left to cut it off"
"length, just outside off, looks to cut but there is not enough room, gets beaten"
"length around off, hits it on the up, neat connection this time but straight to the cover fielder"
"length from around the wicket, stays back and deflects it past the short third man"
"Jofra Archer! You beauty! What a catch. It was fuller around off and Bryant smashes it over long-on but Archer takes it casually with his outstretched right hand, lobs it back as the momentum takes him over the boundary line, comes back and grabs it to complete the catch"
"fuller on the stumps, looks to drive but the ball hits the inner half and rolls towards short fine leg"
"fuller around off, driven towards wide long-off to get off the mark"
"length outside off, was looking to sweep but changes his mind in the end and lets it go"
"fuller on the stumps, pushed towards the left of square leg for one"
"use of feet but Rose shortens his length, defended in the end"
"down the track once again and lofted over mid-on, not the best of the timings but enough for it to trickle over the wide long-on boundary"
""
"fuller on the stumps, defended from the crease"
"short of length, hurries on to the batsman as he looks to pull, drags it towards square leg"
"length, angling in to the batsman who was looking to hoick it on the leg side, misses"
"short of length outside off, goes for the cut. A thick outside edge flies over the short third man"
"an attempted bouncer, at the batsman but flies over him and the keeper for five wides"
"pitched up around middle, Lynn clears his front leg and looks to clear mid-off but doesn't get the elevation. Bailey takes it around chest height at mid-off"
"146.2 kph, and Renshaw departs first ball, was a length ball, angling across the left-hander who pokes at it and gets an outside edge to the keeper. He would be on a hat-trick when he comes on next"
"fuller around off, pushes it towards extra cover"
"down the track and looks to go aerial down the track, doesn't middle it and ends up slicing it over the bowler's head. Bailey from mid-off backpedals and looks to take it over his right shoulder, fumbles but clings on the second time"
"fuller and wider, throws his bat at it and gets it over cover-point for four"
"pushes it towards mid-on, and sets off, a chance of run-out but the fielder fumbles"
"length outside off, looks to hit it on the up, misses"
"length around off, pushes it towards mid-off for a quick single"
"fuller around off, drops it towards covers for a quick single"
"length around off, dabs it towards cover-point for one"
"length outside off, pushed towards sweeper cover for a couple"
"short of length around off, guides it towards backward point"
"short of length, swivels to pull it towards deep backward square leg"
"back of length outside off, dabs it towards third man"
"fuller on the stumps, sweeps it towards deep square leg"
"short of length outside off, cuts it towards point"
"fuller outside off, driven back, a diving stop by the bowler towards his right"
""
"length on middle and leg, pushed towards mid-on for one"
"short of length, room outside off, goes back and cuts it to the sweeper cover boundary"
"fuller around off, driven firmly but a sliding stop by the mid-on to his left keeps it to one"
"short of length outside off, dabbed towards third man for one more"
"in the blockhole, jams his bat at it to dig it out towards cover"
"length around off, tapped from the front foot towards extra cover"
"length again, around middle, was looking to work it on the leg side, closes the face a bit early, leading edge down the wicket"
"fuller around off, driven firmly but straight to extra cover"
worked towards deep square leg for one
"fuller and wider, comes down the track and hits it towards wide long-off"
"length, angled outside off, goes for the sweep but misses"
"length again, connects the sweep this time, a single to midwicket"
"fuller on the stumps, driven towards long-on"
"fuller on the stumps, sweeps it towards deep square leg"
"fuller around off, driven through covers, not the best of the timing but will get two as the mid-off chases it"
"back of length outside off, dabs it towards short third man, straight to the fielder"
"back of length outside off, some room there and Ross cuts it hard past the backward point fielder"
"back of length on the stumps, dabs it towards short fine leg"
"fuller around off, hits it right back towards the bowler who bends in his followthrough to make the stop"
"short of length outside off, goes for the pull but makes no connection"
"fuller around off, driven towards long-off"
"short of length outside off, goes back and punches it towards deep extra cover, scampers back for the second"
"length ball on the stumps, punches it towards long-on"
"backs away quite early, Rose sees it and slips one in fuller and wider, the batsman cannot do anything about it"
"fuller on the stumps, pushed down the ground for one"
"short of length outside off, goes back and cuts it towards deep backward point"
"short of length on the stumps, pulled towards deep midwicket"
"length outside off, steers it towards short third man"
