"good shape in, length quite full on the stumps, driven to cover"
"first runs of the day. Swinging back into the pads, tucked to fine leg"
"shortens his length a touch but there's nip away off the seam, left alone. Good start from Shardul"
"length, in and around the off stump, left alone once again"
"shapes away from the fifth stump, watched through to the keeper"
"doesn't bite the bait! Pitched up, inviting to drive but Hope happy to leave"
"on the money straightaway. Length on middle, defended off the backfoot"
punches this short of length ball on middle to mid-on
"much fuller on middle, hint of away movement, defended solidly"
"dug in short, zips past the helmet as Lewis manages to avoid that"
"follows it up with a full delivery across, left alone"
"punched to mid-on, no runs again. Watchful from the West Indies"
"full on the stumps, Hope covers the line and defends back"
driven firmly but can't pierce the gap as Rahul moves swiftly to his left at mid-off
"punched into the gap between cover and point. Lovely shape, but even-better technique as he planted forward and eased that away"
"goes wide of the crease and bowls full outside off, left alone"
gorgeous drive but straight to mid-off
works this length ball from outside off to square leg
"<strong>hustled!</strong> Short ball that jags back in to catch him on the hop, awkwardly fended into the leg side"
uppish but safe! Looks to flay this over point but slices it on the bounce to Shardul at third man
delightful wrist work to pick the big gap between square leg and mid-on
<strong>top shot!</strong> Not a half-volley by any means but he plants forward and presents the full face to essay a classic off-drive past the bowler and mid-off
"follows it up with a short ball to hustle him for pace, Hope looking to pull but gets into an awkward tangle and eventually bails out"
<strong>stunning pull!</strong> Rolled his wrists nicely to hit this all along the ground to the square leg fence
"slants a full ball across, pushed to mid-off"
"squared up by the late movement, squirted to point"
"searching for swing but gets away with that! <strong>Should've been wide</strong> but not given. Slanted full and across, Lewis leaves in anticipation of a wide call"
"whips it away off his hip to long leg, Shami comes around to cut that off"
"gets a thickish outside edge as he pushes forward at this length ball, rolls to backward point"
tucks this short of length ball to midwicket
driven firmly to extra cover
driven wide of mid-off for a quick single
"<strong>thick inside edge onto the pads! </strong>Shami's pronounced seam and late movement traps Hope on the crease as he pushes away from the body. Looking to drive on the up, but saved this time."
"shortens his length a touch, pushed to cover point"
"dug in short, Hope sees that and ducks under it immediately"
"flicked uppishly into the gap. Jadhav had a lot of ground to cover from deep square. <strong>Again, superb wrist work</strong>"
"<strong>drilled back!</strong> Goes full, turns into a half-volley and Lewis says 'thank you very much'"
"better, much better! Shortens his length and slants it across, left alone"
"slower and fuller outside off, left alone"
"<strong>cracking drive, no one moved!</strong> Right in the slot and Lewis hammered it past the infield, cover and point were looking at each other."
"closer to the stumps, on a length, turned to the leg side. <b> Bowled at 148kph </b>"
"dug in short, Lewis ducks under this"
"slips this length delivery down leg, some exercise for Shaun George"
looks to pull but <strong>beaten by one that keeps low</strong>. Tried to fetch it from outside off
"pulled into the vacant square leg region, Jadhav the boundary rider cuts it off"
"<strong>knuckleball on middle!</strong> Hint of deviation off the pitch as he landed it full, Lewis bunts it to mid-off for a quick single"
"there's cover, there's cover point but he still manages to bisect the two by hitting through the line. <strong>As beautiful as it can get</strong>"
"banged in short, Hope ready to pull but can't time this, seemingly because he's beaten for pace, rolls past square leg"
"dug in short again, tries to pull but bails out immediately. Touch and go that"
"short of length outside off, pushed to cover point. <strong>This one was at 145kph</strong>"
turns this length delivery from offstump to midwicket
"mistimes a drive to mid-off. There was width on offer to put that away, tried to hit it too hard and lost shape"
dabs it into the off side and they scamper a single. Saini late to move on his followthrough
hits him on the pad but this pitched way outside leg. Lewis was looking to work this square
"<b> Jadeja has put down a tough, tough chance at point. </b> This was smacked on the up by Lewis, the ball was travelling and by Jadeja's standards, it was very much in the realms of possibility. He was moving to his natural side as well. That he was a couple of yards inside the 30-yard circle made his reaction time that much shorter"
runs this down to third man
defended solidly to cover
defended back with soft hands
"dug in short, Lewis gets out of the way without much fuss"
"targets the short ball from over the wicket, trust me this was quite high. Not sure why it hasn't been called wide again"
shows the full face of the bat to hammer it past the bowler and umpire. No chance for either of mid-on or mid-off. <strong>Sublime stuff</strong>
driven back to the bowler on his followthrough
wrists this to mid-on but takes the single comfortably even though he was deep inside the crease at the point of contact
ducks under this short ball that zips through to Pant
beaten as he looks to slap this through point off the backfoot
"punched to mid-on, said no to a single straightaway"
"short of length, angling away, Lewis lets it go"
gets well forward and defends
"wrong'un on middle, reads it off the hand and pitch as he defends"
steps out and eases this with the spin to long-off
thumps this to long-off as they jog the single
steps out and works this down to long-on
"eases this to the left of point for a single, sensible"
"short of length on middle, defended into the leg side"
"too early into the pull, <strong>hit on the box. Ouch</strong>"
"dug in short on leg stump, ducks under it. Gavaskar on air calls it a dot-ball short-ball"
"squared up by the short of length delivery, defended off the outer part of the bat"
tucks it off his hip to deep square. Touching close to 140kph on that occasion. <b> Fifty up </b>
stands tall and punches to Jadhav at deep point
"drilled back past Kuldeep. Long-off had no chance, <strong>bullet drive that</strong>. Got as close as he could to the pitch of the delivery"
"wrong'un, lunges forward and blocks"
a misfield off his own bowling gives Hope a single
"<strong>nearly had him with a googly!</strong> Shapes to cut, then sees this wickedly spin back in, somehow manages to get behind the line."
goes right back into the crease as he defends
"another wrong'un, there some dip on this but Lewis defends confidently"
"shortish on middle, tucked wide of midwicket. <strong></strong>"
punched to cover
defended back to Jadeja
"driven straight to cover, hint of drift away for Jadeja"
"pushed to cover, looks for a single but is sent back"
