"back of a length and angling away outside off, it does not bounce as much as Finch expected it to. It slides under the swinging bat"
"this keeps low as well. Ah, interesting. So Un-Chinnaswamy. Full and angled across Finch. He aims for a cut and does not connect"
"veering into the pads on a back of a length, Smith tickles it off the pad towards square leg"
"short, top of off, Baz hangs back and blocks to cover"
"keeps it short and just outside off, Finch is early into the pull and does not connect"
"gentle length ball on off, Baz gets forward and pushes a single to mid-off"
Baz steps out and holes out to AB at deep cover! Abdulla strikes first ball and is mobbed by his team-mates. He tosses it on off and finds some turn to foil the timing. Baz can only miscue it to AB. He just sliced it
"nearly another wicket. Flatter and outside off, Finch slashes an outside edge, sends it flying over a leaping Gayle at slip"
backs away and flashes a cut to cover
"Gayle catches this edge at slip. Finch and Baz gone within two overs. Dangled up on middle, he finds a hint of turn again. Finch is tempted to whip it away and edges it. He was tempted by the big gap at midwicket. Gayle takes a chest-high catch"
"straighter one on off, pushed through the covers for one"
"lobbed up outside off, Raina stretches forward and drives to mid-off"
"length ball on off, DK walks down the pitch and works it to mid-on for one"
"short and ducks in outside off, Raina aims for a big drive and misses"
short and keeps low outside off again. Raina cuts and the ball slides under the bat
"shorter one on off, Raina hops and dabs it towards midwicket. DK wants one but is sent back"
"length ball on off, not sure why Raina hopped there. Perhaps, he was waiting back for the short one. Nudged to midwicket"
"full and angling away outside off, DK opens the face of the bat and runs it towards point"
"full and angling away outside off, Raina reaches out and pokes it back to the bowler"
"full and outside off, Raina is forward to bunt it to mid-on"
"dug in short and outside off, Raina plays away from the body and slices it to the covers"
"Watson gets the big wicket of Raina! Bounced out, again! Watson bangs a chest-high short ball on middle. Raina aims to pull. He ends up flapping it in the air. Aravind takes a smart, low catch at short fine leg. Plucked it inches from the turf"
""
"full and into the pads, picked away to square leg"
"back of a length on off, Smith hangs back and defends it back to the bowler"
"slides on off, Smith punches it to long-on off the back foot"
"slows this up on off, stops a bit on the batsman, tapped to the covers for one"
"dropped short on off, no turn, right in the hitting arc of Smith. He short-arm pulls it over a leaping Watson at square leg"
"short and wide outside off, Smith cashes in, cracking a cut past backward point"
"pushed through on middle and leg, goes low and sweeps to short fine leg"
"short and outside off, DK rises on top of the bounce and punches to point"
"DK steps out, this stops on the surface, and opens up the batsman. Pokes an outside edge to third man"
"short on off, Smith goes deep in the crease and whips to deep midwicket"
DK steps out and is yorked. He jabs it out to cover
"offcutter outside off, extra bounce, beats the groping bat"
"overpitched and outside off, DK carves it to point"
"full and slipping down leg, wide"
"back of a length and angled in, off the thigh and pops to the leg side"
"short and outside off, slower ball. Smith swings and drags an inside edge onto the pad"
"back of a length and on off, punched back to Jordan"
"leg-stump short ball, Smith swivels on the back foot and powers a pull over backward square leg. Nailed that!"
tucked off the hips to long leg for one
"full slower ball on off, DK waits patiently and runs it towards point"
"flighted on off, open-faced drive to sweeper cover"
"full and skids on middle, pushed to long-on"
"loopy legbreak, eased to sweeper cover again"
"another loopy legbreak, Smith clears his front leg and slices it over the covers"
"dragged short and turns away outside off, DK reaches out and slashes it to long-off"
"tossed on the leg stump, stops on the batsman. He looks to flick and spoons a leading edge in front of cover"
"floated full and outside off, driven to long-off on the front foot"
