"starts with short of a length, rising towards the rib cage, played awkwardly towards fine leg. Was in the air but well away from the fielder"
"a hint of inward movement but ends up straying on the pads, the ball brushes the thigh pad and runs towards the fine boundary"
"fuller outside off, driven firmly but Lendl Simmons makes a diving stop to his left at mid-off"
"length ball but too straight, tucked away towards deep square leg"
"fuller outside off, pushed towards covers but Powell there"
"length ball but once again on middle and leg and swinging in, flicked towards fine leg"
Was tucked away towards fine leg but a wayward throw and the two backing-up fielders fail to stop it. Results in an overthrow
"fuller outside off, goes for the drive but gets an inside edge towards fine leg, Powell puts in the slide but he is in touch with the rope and the ball at the same time"
length ball on middle but O'Brien has just picked it up over deep-backward square leg for a maximum
"length ball around off, stays back and defends it on the off side"
"a dipping full toss on the pads, an appeal for lbw as O'Brien fails to get his bat on it, but the umpire reckons it was going down. They collect a leg bye to short fine leg"
"fuller around off, backs away a bit and launches it over covers for his first six of the innings"
"length ball outside off and O'Brien just steers it past point, pure timing there"
"muscles it through midwicket this time. Was a touch fuller, backs away and clobbers it, not from the middle but enough to take it to the boundary"
"Cottrell shortens his length but O'Brien clears his front leg and goes over cover this time, four more for Ireland"
"drilled down the ground, <b>four fours in a row</b>. Too full, too straight and smashed past the bowler"
"<b>five in five</b>, 116kph, a slower one from Cottrell. O'Brien throws everything at it but loses his shape in the process. However he's got enough on it to clear short third man"
"no, a length ball at the batsman. Tucked away in front of square leg as O'Brien is cramped on this occasion"
"length ball on the pads, flicked towards backward square leg"
"slower length ball around off, dabs it towards short third man where Cottrell fumbles but recovers in time to prevent an extra run. <b>50 comes up for Ireland</b>"
"length ball angling in from middle, bowled wide of the crease as well. O'Brien looks to go leg side but misses and is hit on the body"
"fuller on the stumps, O'Brien looks to go over wide long-on but fails to middle it. Hetmyer moves to his right swiftly from long-on and takes it safely. Pollard once again strikes in his first over"
"a slower one outside off, was a touch early into the short but manages to get it over the cover fielder, Balbirnie was looking for a third but sent back"
"length ball around off, driven towards mid-off"
"length ball on middle and leg, tucked away towards square leg for a quick two"
"length ball around off, driven firmly but straight towards extra cover"
"a touch wider this time, looks to chase but misses"
"slower one on the pads, glanced towards short fine leg"
"and the change of angle works. It's fuller on the stumps, Stirling misses the flick and given lbw. Unless it pitched outside leg it looks plumb. <b>Stirling wants to review it.</b> No bat involved and it pitched in line and would have gone on to hit the off stump. Stirling walks back, Ireland lose their review as well"
"slower one outside off, Delany watches it closely and lets it go through to the keeper"
length ball outside off and coming in off the surface. He rolled his fingers over the ball. Balbirnie ends up playing inside the line of the ball
"short of length outside off, Balbirnie backs away to create the width and cuts it past point for four"
fuller on the pads and helped towards deep-backward square leg for a brace
"length on middle and leg, flicked towards short midwicket"
skips down this time but cannot beat extra cover
"length outside off, width there but Balbirnie misses the cut"
"length outside off, and sliced precisely between backward point and short third man"
"good comeback. Almost a yorker at off and middle, squeezes it out towards deep point"
"a low full toss around off and whipped in front of square leg, great timing on that one"
"too full outside off, driven towards deep point"
"length ball on the pads, flicked towards deep square leg for one more"
"another attempted yorker ends up as low full toss, flicked towards midwicket"
"fuller on the pads from wide of the crease, flicked in front of square leg"
"length ball outside off, 108kph. Delany looked to push at it but got a thin edge and an easy catch for Pooran behind the stumps"
"length ball on the stumps, flicked towards square leg to get off the mark"
"short of length outside off, extra bounce there. Balbirnie dabs it down towards cover-point"
"and Pollard has got another one. A seam-up delivery this time, length ball outside off. Tector looks to drive at it and gets an outside edge to the keeper"
"length ball around off, looks to drop and run but it rolls parallel to the stumps. Pooran sprints to the ball to prevent the single"
"length ball outside off, cuts it towards deep point for one"
banged in short but too much width there. Wilson hops and upper cuts it to the right of third man
"fuller on the pads, flicked towards short midwicket where Walsh Jr fumbles and allows a single"
"fuller on the stumps, flicked towards long-on"
"slower one outside off, dips late. Steered towards third man"
"128kph, quicker one around off, Wilson stays back and chops it between backward point and short third man, using the pace of the bowler"
"length ball around off, stays back and drops it on the off side, Pollard fields himself"
"fuller around off, whips it back towards the bowler"
"length ball outside off, stays in his crease and opens the face of the bat for a single to short third man"
"length ball angling towards middle and leg, tucked away towards square leg and they are coming back for the second. A shy at the keeper's end as Pooran himself was running towards the ball. A direct hit and that was out, would have been close even if Bravo had collected the ball and broken the stumps"
"short of length around off, defended on the off side"
"fuller outside off, pushed towards long-on. Another excellent effort from Pollard with the ball. After picking up 4 for 25 in the last game, he finishes with 3 for 17 today"
"length ball outside off, worked towards backward point"
"improvisation goes wrong. Wilson goes down on one knee and looks to scoop over short fine leg, but it's a legnth ball outside off, Wilson changes his mind and tries to ramp it over only to lob it in the air. Simmons moves to his left from backward point and takes it easily"
<b>that's two in two for West Indies.</b> Balbirnie steered this length ball towards backward point where Simmons threw himself to his left and deflected it towards third man. Balbirnie was turning for the second but Rutherford nails the direct hit from third man and Balbirnie was way short
pushed towards covers to get off the mark
"a bouncer this time, Adair ducks under but this has been called a wide"
short of length angling in to cramp the batsman. Ends up ramping towards backward point but short of the fielder
"length outside off, goes for the cut but misses. A loud appeal for caught-behind but not out. Pollard ponders a review but decides against it int the end. Nothing on the UltraEdge"
"length ball around off, goes back and cuts it towards backward point"
"dropped short, goes back and cuts it towards deep extra cover. Shepherd puts in the slide at long-off but ends up fumbling. Recovers in time to stop it just inside"
"short of length outside off, goes back and mistimes it back towards the bowler"
"length ball outside off, looks to go over extra cover, ends up hitting straighter instead. One bounce to the incoming Romario from long-off"
"short of length around off, cuts it towards sweeper cover"
"fuller on the stumps, a big bat lift but no timing. The ball rolls towards long-on"
"length ball around off, finds the backward point with cut"
"fuller around off, mistimes it towards the left of the bowler, they sneak in a single"
"fuller and wider, looks to chase but misses"
"a wide full toss outside off, the batsman cannot reach there"
"a slower length ball outside off, skips down and cuts it towards deep point"
"fuller outside off, drives it towards long-off for one"
"fuller again, pushed towards mid-off. Lewis charges in to keep it to one"
"length ball on the pads, flicked towards short fine leg. Cottrell with a shy at the stumps and he nails it. Adair was dragging his bat, but no one is interested. However, replays show Adair was just short. <b>Pollard is now checking with the umpire and he wants to review it.</b> Looked like it was Bravo who prompted his captain. Adair is not happy. He was short of his ground but did West Indies review in time? Or was the initial appeal in time? I am not sure what playing condition applies here"
"length ball on the pads, tucked away towards square leg"
"short of length around off, surprises the batsman with extra bounce. Simi Singh ends up fending at it and offers an easy catch to Bravo at short third man"
"fuller on the pads, flicked towards fine leg. The initial call was for two but Lewis was quick to the ball"
"slower one outside off, cuts it towards sweeper cover for a couple"
"fuller on the leg stump, pushed towards mid-on"
"fuller around off, pushes it towards covers"
"slower one outside off, pushes it into the covers for another quick single"
"length outside off, steers it behind point for one more"
"a bouncer on the leg stump, Young just manages to duck under it"
"fuller outside off, drives it towards covers but straight to the fielder"
"128kph, length ball outside off, looks to smash it on the leg side but is early into the shot. No connection"
"slower length ball outside off, turned in front of square leg"
"slower again, steered towards backward point"
"a brilliant yorker, Young jams his bat at it"
slower length ball on middle and leg. Flicked towards short fine leg
"cutter again, length ball around off and middle, stays back and pulls it towards deep midwicket"
"fuller outside off, opens the face of the bat to run it through the gap between point and short third man"
"fuller on the pads, flicked towards deep square leg"
"length ball around off, defends it towards the vacant short midwicket area for a single"
"a dipping full toss at the stumps, turned towards square leg"
"slower one comes in handy for Bravo for the nth time. Was fuller around off, Young was fooled into playing early and ends up just spooning it to Simmons at backward point"
"goes for the yorker, dipping on middle and leg, defends it on the leg side"
"short of length outside off, ramps it towards third man"
"length ball on middle and leg, beats the batsman but it goes just over the stumps"
"slower one around off, Little had to adjust and defend"
"length ball on the pads, flicked towards fine leg"
"fuller around off, struck firmly past the bowler but only a single"
"length ball on the stumps, flicked towards square leg"
picks up the slower one this time and dispatches it over the deep midwicket boundary
"length ball around off, goes for the pull but misses"
"length ball outside off, hangs his bat out but gets beaten"
"length ball at the batsman, backs away and pulls it firmly towards the right of long-on, Walsh Jr is quick across the ground and throws in the same motion to keep it to one"
"slower length ball around off, mistimes the pull towards long-on"
"fuller outside off, steered towards for a quick single"
A wide yorker and McCarthy fails to get bat on it
"slower length ball on middle and leg, Little was early into the shot as he looks to pull it away. Ends up getting the top edge and Pooran makes no mistake"
"length ball around off, defended from the crease"
"length around off again, pushed towards point"
"a touch fuller around off, opens the face to work it towards short third man"
"length ball around off, defended again"
"fuller around off, pushes it towards covers to get off the mark"
"grip and turn for Stirling. Length ball around off, Lewis was looking to defend but it spins away from him"
"length ball around off, punched towards extra cover"
"length ball around off, goes back and smashes it over deep midwicket, clearing the boundary comfortably, wind also helping him there"
fuller around off and he scythes it through covers for four more
"length outside off and steered behind point this time, just opening the face of the bat"
"slower length ball, punched towards mid-off from the back foot"
"slower again, on middle and leg, turns it towards square leg"
"length ball at the stumps, goes back and punches it towards long-on"
"slower in the air, length ball around off. Lewis looks to go for the slog sweep but mistimes. Two to deep midwicket"
"length ball around off, keeps coming in with the arm. A tentative push"
"length ball outside off, goes for the cut but Adair makes a good stop at cover"
"once again goes for the slog sweep but ends up top-edging it towards deep midwicket, McCarthy runs backwards and pushes it just inside the boundary line"
