"length, but outside off, and he leaves it alone. Crept through to the wicketkeeper"
"length, straighter, and keeps a bit low, as he shapes up and defends it straight down the wicket"
"length, angles across him, and he leaves"
"slightly shorter, and he leans back and tries to pull. <b>Goes off the inside edge</b>, and trickles down towards Shahzad behind the wicket. No pace, and little bounce here..."
"length, a little wide, and he goes back and drives it towards cover"
"fuller, wider, and he drives. The man at cover dives away to his right and stops it"
"outside off, and he goes back to cut, but misses"
"goes straight with the arm, and he leaves it on a length outside off"
"<strong>FIRST BLOOD!</strong> No pace on this ball, bowled from wide of the crease from around the wicket, and dropping a bit short. He tries to cut, but gets an inside edge on to the stumps. Dream start for Afghanistan, getting the experienced Porterfield out this early!"
presses forward and defend a length ball pitched just outside off
goes back and punches a straight ball outside off towards extra cover
"carrom ball, and he goes back and nudges it towards point"
"length ball, seams in from outside off, and he presses forward to defend"
"strays down the pads, and it's an easy leg glance down to fine leg. Gets it fine enough for four!"
"length, angling in, and he defends off the front foot"
"length, just on off stump, and he comes forward to defend"
"good length, just outside off, slanting in, and he comes forward and defends. Holds the pose for a bit as well"
"width, and he drives it hard, but straight towards the man at point"
"tossed up, outside off, and he leaves a full ball"
"plays him off the backfoot, and almost plays the ball off the outside edge on to the keeper. Shahzad cannot control the ball, <strong>chance</strong>..."
goes back and defends again
defends a length ball on off stump from the crease
"straight ball, starts from outside off, and he plays inside the line of it"
"straighter, and this time he is able to defend off the backfoot"
"length, outside off, and he blocks after pressing forward"
"length, outside off, and Stirling stretches and leaves"
"length ball, angles in, and he presses forward to defend. <strong>He has overstepped</strong>, though, and that leaves Stirling with a free-hit to take advantage of. The replays suggest he was well within the line, actually!"
"length, and he biffs it down towards long on. <strong>Gets enough of the bat, and more...</strong> Cleared his front leg, and then simply teed off"
"length, and he defends as it straightens after pitching on off stump"
"length, outside off, and he leaves this alone"
"length, and he punches it towards cover"
"length ball on the stumps, gets behind the line and blocks"
"a touch fuller around off, pushes it down the pitch, Mujeeb dives across to stop it"
"floated around off, pushed back towards the bowler"
"looked like a googly, comes forward and defends"
"slightly shorter and wider this time, Balbirnie waits for it before pushing it towards cover"
"googly, length around off and spinning in, worked towards short fine leg, another maiden for Mujeeb"
"short of length outside off, comes on the front foot and taps it towards covers, scrambled seam from Dawlat"
"length around off, gets behind the line and blocks. Solid defence"
"length around off, comes forward and blocks again, this time towards covers"
"length, much tighter line this time, just around off stump, blocked on the front foot"
"length around off, a little bit of extra bounce, Stirling takes off the bottom hand and opens the face to defend it towards point"
"almost gets it through this time Stirling, length ball with a little bit of width, punches towards covers but a sliding stop prevents any runs"
"length outside off, watches carefully and lets it go through to the keeper"
"fuller around off and swept away towards midwicket for a couple, off the mark on his 17th ball and that's also the first runs conceded by Mujeeb"
"length outside off, pushes at it with hands, gets beaten"
"fuller on middle and leg, pushes it back towards the bowler"
"and Mujeeb gets his man finally, the pressure of dot balls has resulted Balbirnie going for a sweep, misses and up goes the finger. Replays, however, show that the impact might have been just outside the line of the off stump"
"and he goes first ball. A googly from Mujeeb this time, McCollum goes back and across and looks to defend but gets beaten by the turn, struck right in front of the middle stump. An easy decision for the umpire as Mujeeb has his third"
"length around off, comes forward and offers a solid defence"
"length around off, comes forward and pushes it towards mid-on"
"fuller on the stumps, pushed towards mid-on once again from the front foot"
"length in the corridor, comes forward before leaving it alone"
"a touch fuller this time, driven towards mid-off but straight towards the fielder"
"short of length around off, defended back towards the bowler"
"fuller around off, comes forward and blocks"
"fuller on the stumps, flicks it towards square leg"
"length on the pads, turns it towards square leg"
"carrom ball around off, Stirling was playing for the spin and misses it altogether, that looked plumb but the umpire thinks otherwise"
"length outside off, Stirling pushes at it and gets beaten as the ball spins away from him"
"fuller on the stumps, comes forward and blocks"
"length around off, comes forward and pushes it towards extra cover"
"length outside off, looks to drive and gets an outside edge, no slip in place though. Mujeeb cuts it off at the third man boundary"
"length outside off, flashes hard at it but fails to make any connection"
"length around off, angling in towards the batsman this time, defended on the front foot"
"length around off, comes forward and works it towards sweeper cover"
"length around off, a little bit of movement away from the batsman who looks to cut and gets beaten"
"length around off, comes forward and defends"
"length around off, lunges forward and pushes it on the off side"
"length on the stumps, goes down and sweeps it towards short fine leg"
"fuller and wider from Mujeeb, Stirling comes forward and drives it past the mid-off fielder"
"flatter around off, defended from the front foot"
"a touch fuller around off this time, turns it towards short midwicket"
"short of length around off, stays in the crease and taps it towards square leg"
"short of length outside off, cuts it past the diving point fielder who got a hand to it, sweeper cover tidies it up"
"length around off, comes forward and punches it towards extra cover"
"length around off, steered towards sweeper cover"
"length outside off, worked towards sweeper cover for one more"
"length around off, goes back and works it towards backward square leg, in the gap and will get a boundary for it"
"length around off, a bit of turn straightaway, Stirling was looking to work it on the leg side, misses and is struck on the pads. Perhaps was missing the leg stump"
"slower around off, leans forward and works it towards long-on"
"length around off, KOB gets across and helps it with the turn towards square leg"
"length outside off, punches it towards short midwicket"
"slower in the air once again, some turn from the surface as well to beat the front foot defence, but the impact was outside off"
"length around off once again, drives it towards long-on for a single"
"short of length outside off, drops it towards point and looks for a single, not available"
"slower one outside off, a legcutter. Stirling waits for it before hitting but straight to the point fielder"
"length on the stumps, drives it towards mid-on"
"length, angling in towards the batsman from the off stump, the batsman looks to defend, gets an inside edge past the stumps"
"slower one around off once again, cuts it towards point"
"another legcutter around off, comes forward and punches but straight to extra cover"
"length around off, goes down and paddle it fine for a couple"
"length outside off, goes back and cuts but cannot beat the man at short third man"
"length around off, tapped towards square leg off the back foot"
"length around off once again, too close to cut, spins back to hit the batsman on the glove"
"length around off, goes back and across and pushes it towards short midwicket"
"length around off, defended back towards the bowler"
"chipped straight to mid-on. KOB departs as Asghar takes one of the easiest catches. Coming to the ball, it was once again a legcutter, KOB had to wait for it but could get neither power nor the elevation as the fail hits near the bottom of the bat"
"length around off, comes forward and defends"
"length around off, stays in the crease and blocks"
"length but way outside off, left alone"
"fuller and much closer this time, goes for the drive, gets an outside edge but well away from first slip"
"length around off, waits for it before punching it towards sweeper cover"
"short of length outside off, punches it towards cover-point"
"fuller around off, comes forward and drives it towards long-on"
"length on middle and leg, flicks it towards short midwicket"
"short of length outside off, steers it towards the right of the point fielder for a quick single"
"length around off, goes back and taps it towards short midwicket"
"length around off, lunges forward and blocks"
"length around off, flicks it towards square leg for one"
"length around off, defended towards short midwicket from the back foot"
"length around off, keeps a bit low as well, pushed towards covers"
"short of length outside off, stays back and runs it down towards third man"
"slower one, way outside off, goes for the cut but it keeps quite low and sneaks underneath the bat"
"short of length outside off, left alone"
"and beats the bat straightway with a quick legbreak, length around off, the batsman comes forward to defend and gets beaten as the spins away slightly"
"a touch fuller this time, around off, defended on the front foot"
"fuller around off once again, turns it towards square leg"
"pitched up just outside off, blocks it once more"
