"fuller around off, a hint of swing in, Short punches it firmly towards mid-off"
"fuller again, too full actually and Short almost had to dig it out, once again to mid-off"
"straying on the pads this time, once again on the fuller side. Short fails to put it away"
this one leaves Short. Just moving away from the good length. Short was playing inside the line and gets beaten. Bounces just before the keeper
off the mark finally. Punches it towards mid-off for a single
"brilliant bowling this from Worrall. Nail the good length around fourth stump and moves it away, Jacks was looking to drive on the up and gets beaten"
"length ball on the pads, pushed away towards midwicket"
"length ball on middle and leg, gets forward and blocks"
"<b>the first big hit of the day.</b> Jacks uses his feet, reaches almost to the pitch of the ball before extending his arms to launch it over long-on"
"flatter and quicker on the leg stump, Jacks goes back and defends"
"use of feet once again to take this on the full, pushes it towards mid-off"
"fired in outside off, a low full toss and Short smashes it over covers for four more"
"length ball outside off, stands tall and punches it through covers for a couple"
"a brilliant stop by Briggs at short extra cover, was a touch fuller from Worrall and Jacks hit it on the gap, couldn't find the gap though"
"length ball, around middle and leg, Jacks works it around the corner"
"fuller on the stumps, Short was looking to go towards long-on but gets the inner half of the bat, which takes the ball towards midwicket"
"fuller around off and smashed between the bowler and mid-off. There hasn't been any swing for Worrall this over, he may have to shorten his length"
"length outside off, Jacks opens the face of the bat at impact to work it towards point but a diving stop prevents any runs"
"and he has been dispatched to the deep square leg boundary first ball. Was a short of length ball on middle and leg, Short moved inside the line and pulled it away"
"length ball outside off, punched towards extra cover off the back foot"
"fuller at the batsman, Short was giving himself some room but can push it only towards mid-on"
"a full toss around off stumps, Short bunts it down to long-on as Siddle gets away with it"
short of length outside off and Jacks pulls it away. Sounded good off the bat but there is a man at deep midwicket
"fuller, following short who gets some bat on this yorker, and collects a single"
"length ball outside off, punched through the off side, sweeper covers makes a sliding stop to his right"
"short of length at off stump, Jacks clears his front leg and smashes it through midwicket, gets a boundary"
"<b>a swing and a miss.</b> A length ball angling in, Jacks looks to go leg side once again but misses as the ball keeps coming in with the angle"
"slower length ball outside off, around 120kph, Jacks had enough width but he finds deep extra cover with the cut"
"length ball but down the leg side, needs to be bowled again"
that one came slower off the wicket and Short who was late to react almost pushes it back to the bowler. Speedgun recorded 145kph
"short of length outside off, steered towards third man"
"fuller on the pads, Short goes for the flick but doesn't get any bat on it. They run a leg-bye to short fine leg"
"and he slips in a googly, Jacks goes back and works it behind square leg"
"length ball around off, goes back and punches it towards long-off"
"<b>an appeal for stumping</b> as Jacks loses his balance while trying to reverse-sweep this length ball outside off. But his foot was grounded, so an easy one for the TV umpire"
"fuller around off, comes forward and defends and Rashid sprints to prevent any chance of a single"
"length ball outside off, Jacks goes low on his knee and paddles him fine for a couple"
"starts with a short one on the leg stump, Short goes deep and pulls it behind square leg for four"
another one down the leg side but Short cannot connect the pull as it's too wide
"length ball on the leg stump, tucked away towards square leg"
<b>into the stands</b>. Brings out the slog sweep. Was a length ball on the stumps and Jacks sends it over deep midwicket
"fired in the blockhole at 98kph, jams his bat at it to squeeze in a single"
"length ball just outside off, too close to cut it. Short ends up dabbing it towards short third man"
"fires in a low full toss, pushed towards long-off"
"short of length outside off, looked like a slower one, pulled towards deep square leg. Yeah, was a legcutter"
"short of length again, pulled away towards deep midwicket"
"short of length at the stumps, backs away and punches it towards deep extra cover"
