"good length outside off, shahzad gives it a full swing but doesn't connect well and it rolls to mid-on"
"back of length on leg, pulls it and gets it fine and past short fine leg for a boundary"
"good length outside off, moves back and cuts it but finds the point fielder on the bounce"
down the leg and wide given for it
"back of length outside off, moves back and punches it between point and cover for a couple as thirdman runs across to field it"
"back of length again, moves back and flicks it but to short square leg fielder"
"slower ball full outside off, doesn't read it well enough to connect from the middle of the bat but gets a run at mid-on"
"good length just outside off, pushes it of the backfoot to cover fielder"
"back of length outside off, shahzad feels its in his arc and goes after it with a big swing but doesn't connect and gets beaten"
"slower ball outside off, shahzad once again swing hard at it and gets a top egde over the slip fielder for a boundary"
"good length coming back into him, makes room to push it to on-side but gets too close to it and just manages to play it to mid-on"
"outside off, flashes hard at it but misses it once again"
"back of length, pulls it firmly along the ground to mid-wicket"
"slower full toss, flicks it to short mid-wicket fielder no run there"
"short ball, moves across making room but followed by Jarvis, forcing him to play a awkward shot"
"slower ball on the pads, nudges it to short fine leg but no run there"
"short ball, almost knocks him out and rolls on the floor after letting it go, wide called for over the head "
onto the backfoot and nudges it to on-side but finds short square leg 
"short outside off, scoops it the last moment and away from thirdman, on the bounce and over the ropes "
"slower ball, nudges it of his pads away to on-side for a quick run"
"back of length outside off, onto the toes for a pull but doesn't connect well and it rolls to short mid-wicket"
"short ball and a well directed aswell, gets him to duck down and through to the keeper"
"back of length, onto the backfoot and pushes it to mid-on but no run there"
"fuller outside off, moves across and swings at it but gets a top edge in the air and taken by jarvis at mid-on, runnig backwards "
"back of length outside off, pushes it gently towards point for a quick run and the non-striker makes it in time"
short ball but goes well over his head and no-ball called
"free-hit, full outside off, goes deep in his crease and smacks it straight over the bowler's head for a six"
"short outside off, stands his ground and pokes his bat at it and gets it good and well away from thirdman for a boundary"
"short ball, comes to it with a full swing but misses it and gets hit on the helmet "
"slower ball outside off, pushed to point with soft hands, looking for a run but not there"
"fuller outside off, swing at it aiming for the buildings next to the stadium but gets a inside edge onto the pads"
"fuller on leg, moves across to flicks it to on-side but misses it and gets struck on the pads, loud appeal but not-out is the call"
"slower ball on middle stump, moves across to nudge it on-side but finds the short mid-wicket fielder "
"good length on middle, pushes it to the right of mid-on for a quick run"
"good length outside off, gives it a full swing but doesn't connect well enough to reach the boundary and gets a couple"
"good length on off, swings hard at it and connect perfectly this time, gets it over mid-wicket and out of the ground for a six"
"good length on leg, following him as he moved away early but karim manages well to get it away to thirdman with a cut shot"
"back of length, picks it up from outside off and drags it to mid-wicket for a boundary, just beating the fielder"
"short ball, ducks down to let it through to the keeper"
"tossed up, nudges it to away to on-side for a run"
tossed up but down the leg and beats the keeper for a extra run
"quicker ball, pushes it back to the bowler"
"tossed up, onto the frontfoot and does a defense"
comes down the pitch and sikander saw it and pushed it down the leg and karim manages it hit it away to square leg for a run
"flighted outside off, gets under it and lofts it over covers for a couple"
flighted up again and slogs it over mid-wicket this time for a six
"looped up, onto the backfoot and cuts it to point"
"looped up, moves back and drags it towards mid-wicket but finds the short mid-wicket fielder"
down the pitch and drives it to long-on for a run
"looped up, comes down and hits it hard and down to long-off for just a run"
"looped up outside off, comes down and hit it firmly along the ground to long-off, who does so well moving to his right and keeps it down to a run only"
"flighted up, drives it back to the bowler"
"tossed up on leg, gives it a swing going down on the knee but misses it and so does the keeper and it rolls away for a boundary of wide"
"tossed up, drives it straight back to sikandar"
tossed up and sweeps it on the full to square leg for a run
"flighted outside off, slogs it over long-off for a big six "
"tossed up outside leg, goes down to sweep it but misses it and a hearted appeal but not-out is the call"
tossed up onto the frontfoot and driven down to long-on for a run
"flighted outside off, drives it to sweeper cover for a run"
"flighted outside off, goes towards covers with the spin and gets it away to sweeper cover for a run"
"quicker ball on leg, pitched and went straight as he tried to nudge it but missed it"
"flighted up, comes down to slog it hard  but missed it and it hits the top of middle stump"
"slow looped delivery, onto the frontfoot to defend and gets it away to on-side of the inside half of the bat for a run"
"flighted up, onto the frontfoot and does a defense"
"quick and flat on middle, hits it straight back and fielded well of his own bowling"
"flighted outside off, drives it nicely to sweeper cover for a run"
"flighted up, comes down to greet it on the full and hits it along the ground to mid-wicket for a boundary"
"looped outside off, cuts it late to short thirdman for a quick run"
