"full, swinging into the pads, whips it uppishly to Amla at short midwicket. Falls just short."
"full at off stump, minimal movement inwards, nice stride forward to defend"
"full at middle stump, swinging down leg. He anticipates the swing, shuffles across and flicks it past short fine leg"
"full, wide outside off stump, pushes it to cover point with a short stride"
"good length, in the corridor, opens the face as he defends this on the up to point"
"back of a length outside off stump, skids through at a nice height and he pounces on the up to place this between extra cover and cover point"
"back of a length, straight through in the corridor, back foot defence"
"good length, corridor, pushed on the up to find mid-off"
"length in the corridor again, shuffles across to try and whip it square on the leg side, can only push it to mid-on"
"back of a length, that corridor line again, but this is marginally short. Billings upright as he pulls this over mid-on on the up. Didn't connect that too well, but it was enough to go over the infield"
"short, just outside off stump, this time he's in full control as he hangs back and spanks this wide of mid-on"
"good length, nipping in at off stump, he pushes on the up to mid-on to steal a run"
"full outside off, dances across to meet it on the pitch, finds Amla at midwicket with the flick"
"good length, slight movement away, follows it with his hands and pokes it to cover point"
"back of a length at off stump, drives on the up, too early on the shot. It's back down the pitch at the bowler"
"misses the yorker, low full toss at middle stump. Flicks this right off the middle but Amla dives one-handed to his right at midwicket to cut it off"
"wow. This is full outside off stump. He's put a stride across, gotten on one knee and <b>swept</b> him behind square."
"good length outside off, drives on the up to mid-off's left"
"good length, angled down towards the leg stump, he steps out early. Not to the pitch, tickles it to short fine...whose throw is fumbled by Morgan who is backing up the non-striker's end. No damage though, Samson wasn't aware"
"good length, angling in at leg stump, flicked behind square on the leg side"
"back of a length at middle stump, steps out and bunts it to deep midwicket on the up"
"back of a length at middle stump, pushed off the back foot through the open midwicket area"
"good length, angling in at leg stump, steps out and pushes it wide of mid-on"
"good length at leg stump, tapped on the up to mid-on"
"back of a length at off stump, defended back down the pitch"
"fierce. Billings is looking busy today. Steps down the track against Punjab's fastest bowler, meets it on the pitch at a middle stump line and hammers it past his partner at the other end"
"steps out again, this time it's slightly short, but he throws his arms at it and uses his wrists to pull this past a diving midwicket"
"woeful bowling. Overpitched, angling down leg side, put away off his toes with ease through the long leg region"
"back of a length, climbing in at the waist, clips the thigh guard as he looks to glance it fine"
"back of a length at middle stump, gets on top of the bounce and glances it to through square leg"
"good length at off stump, driven down the pitch on the up, bowler cuts it off"
"slower ball, floated full at middle stump, picks it and waits before closing his wrists on the drive. Finds midwicket"
"good length, angled in at the pads. Lifts his front leg as he's on to this too soon. Wants to hit it square, but chips it towards long-on"
"back of the hand slower ball, good length, outside off stump. Walks into it and drops it with soft hands to backward point"
"nails the yorker, it's headed for off stump. Samson opens the face and deflects it to backward point"
"back of a length at off stump, sits up nicely and Samson elegantly dispatches this wide of long-on with a flat-bat"
"good length outside off stump, goes on the back foot and drops it into the off side"
"good length at off stump, watchfully defended back to the bowler"
"good length, flat and full at leg stump, flicked to deep midwicket to <b>bring up fifty for the stand</b>"
"back of a length outside off stump, this spins a long way as Billings goes for the reverse sweep. He's beaten, Saha  takes the bails off and appeals. This has been sent upstairs. But we won't see if the batsman was in, because the bowler has overstepped. <b>Free hit.</b>"
"back of a length at middle stump, spins away as he slogs across the line. Can't get enough power as a result, long-on cleans up to his right"
"<b>holes out to long-off.</b> Tossed up generously at leg stump. He offers the angled bat to try and hit skywards into the leg side, but he's not to the pitch. The ball spins enough to get the outside half of the bat and it is lobbed straight to Morgan"
"full at middle stump, leans in to drive this between long-on and deep midwicket. New batsman Karun Nair runs hard to complete the second"
"back of a length, climbing at an off stump line, defended off the back foot to point"
"short ball, climbs at his chest, jumps up to defend it"
"<b>Nair's wretched run continues.</b> Goes for the short one again, this is under his arm-pit and he fends at it to try and pick runs fine. But Saha is across to catch it and the umpire raises the finger. Good catch too, he dove to his left with both hands and performed a graceful tumble to keep it in"
"persists with the short ball, but this is angled too far down leg side to cause trouble"
"back of a length at off stump, gets on his toes to defend into the off side"
"good length outside off stump, short stride as he turns it to sweeper cover with an open face"
short ball outside off. Billings anticipates it and backs away down the leg side. He's not in control as he wafts at this away from the body. Gets an outside edge that balloons wide of Saha
"short, down the leg side, well past the batsman's shot"
"good length at off stump, drops it in front of point off the front foot"
"good length at middle stump, shuffles back and across and taps it to deep midwicket"
"good length at middle stump, turns away sharply, Iyer pushes with no feet with a closed face, it's back down the pitch"
"full at off stump, driven straight to extra cover"
"good length outside off stump, not to the pitch of this but he's used his wrists beautifully to squeeze this past point on the up"
"full at off stump, driven down to long-off with a full face"
"good length at middle stump, hangs deep in the crease and pushes off the back foot to deep midwicket"
"short at middle stump, goes for the pull but this one has bitten into the pitch and come off a little slower. Slides under the bat and lands in front of Saha"
"short ball, was headed down leg side, but Billings walks at it and has to back away to drop this down towards mid-on"
"back of a length, angled into the thigh, watches it closely and tickles it fine. Attempted legcutter gone wrong"
"short ball, angled into the ribs, leaps off the ground and uses soft-hands to drop this in front of deep square"
"good length, drifted down leg side again, and this time he whips it off the pads to bisect deep square and fine leg"
"good length, angling in at leg stump again, he offers the full face and pushes it to long-on"
"good length at off stump, pushes forward and pushes it to point"
"good length at middle stump, steps down the track and pushes on the up to long-on"
"good length, drifting in at off stump, pushed to sweeper cover off the front foot"
"back of a length at off stump, steps out, punches on the up to long-off"
"full outside off stump, steps out and drags it across the line to get it between deep midwicket and long-on"
"good length ball, strikes him on the back leg as he attempts to sweep, but he was outside the line. He was lazy as he ran this, short third man would've run him close with a direct hit"
