"length, swings away from outside off, and Brathwaite swats this through cover-point. It pulls up well ahead of the boundary, but they can take an easy two"
"fuller, swings away, and he shoulders arms"
"length, around off, and he goes back to defend this"
"width on offer this time, and he spanks this through cover-point. Much better timing on this, as it races away through the region, beating a diving point"
"length, around off, and he defends"
"closer to his body, and he defends with a shuffle across the stumps"
"overpitched, outside off stump. Left alone by Brathwaite"
"full on off, a bit of movement in the air. Brathwaite shuffles across to work it through midwicket. But it goes off the bat's face to cover instead"
"overpitched, outside off. Brathwaite shuffles across, covers the off stump, and then shoulders his arms"
full on middle and leg. Goes across the stumps and nudges it off his pads to fine leg
"full, just outside off stump. Smothered down the ground to long on"
"full on off stump, from around the stumps. Turning slightly away, and defended"
full on middle and leg. Defends it off the front foot
"overpitched, a bit of dip, and lands just outside off. Defended towards the off side"
"full just outside off stump, and blocked away to the off side"
"good length, outside off. Rocks back and cuts in front of square. Protection in the deep though"
around the stumps to Moseley. Good length ball just outside off and angling inwards. Fended off the back foot
""
"overpitched, just outside off. Bends his knees, and brings out the square drive. Straight to point"
"fullish on off, and moving into middle. Keeps his right leg out of the ball's line to avoid the lbw, and defends back to Jayed"
"full, on off and angling in. Flicked to midwicket while coming forward"
"full, just outside off. Shuffling forward and blocked confidently towards cover"
"<B>sharp turn!</b> Good length on off and spinning in. Brathwaite skips towards the leg side, and mistimes a cut towards the on side"
full on off. Defended off the front foot
""
"length ball, turning in, Turned away to square elg"
"good length just outside off. Wants to cut, so makes room, thinking it will turn. But goes straight through, so misses"
"full, just outside off. Strides forward, and blocks"
"full ball, originating on middle and off but swinging into leg. Tries to flick, misses, hits the front leg. Tiny lbw appeal, but everyone knew that's going down the leg side"
"<B>chases a wide ball and inside-edged onto the stumps!</b> This will disappoint Moseley immensely. Full and wide, and Moseley wants to chase at this. Looks to drive, and the ball takes an inside edge before crashing into leg stump. Grossly out of balance. Out after a 38-ball resistance"
"<B>beautiful one to welcome the new man!</b> Full, just outside off stump. A bit of swing away and he wants to defend. But the ball goes just past the outside edge."
full on middle and leg. Smothered to mid on
"overpitched outside off, nearly a yorker. Dug away to cover"
"fullish, just outside off. Pokes at it, and edges it towards gully, who dives to his left to intercept"
"fullish, just outside off from the new bowler in his first delivery. Makes room and cuts in front of square"
fullish on off and angling in. Backs away and cuts again
"overpitched on off. Driven gently along the ground, past the non-striker to long on"
"full outside off, an bit quicker this time. Hits the rough outside off and turns sharply away. Left alone"
"full outside off, and Bonner looks to drive! Late to the shot, and the extra bounce/turn makes him miss it altogether"
"full, on off. Presses forward and defends to cover"
"length ball, on off and angling in. Worked off his hips to square leg, off the back foot"
"overpitched, just outside off. Presses forward and plays a confident on-drive. Can't beat mid on though"
"overpitched outside off, and he drills a drive to mid off. Looks like he's hurt a finger on the right hand trying to drive. Looks like a shock on the bat handle after the ball hit the bat"
"yorker length, on middle and leg. Closes the bat's face and guides it to deep backward square leg"
"fullish, just outside off. Fluent drive, but straight to cover. The infield on the off side is quite packed"
"good length, just outside off. Stands tall to punch, and bisects the gap between cover point and cover. Gets off the mark"
"full, on off. Lunges forward to block"
full outside off. Turns slightly away. He shoulders his arms
"fullish, just outside off. Big stride forward to defend"
"full, just outside off. Check-drives to cover"
"full, just outside off. In two minds whether to defend towards cover or with the straight bat. Tentatively nudges it towards the non-striker at the last moment"
overpitched on middle. Blocked back towards the bowler
good length dibbly-dobbly bowling this shall be. Punched off the back foot to cover
good length outside off. Bit of seam movement away. Opens the bat's face and cuts to deep point
"good length, just outside off. Punches to short cover"
"good length ball outside off, and he drives off the back foot to the sweeper-fielder in the deep"
full on the stumps on this occasion. Closes the bat's face and works it to midwicket
"fullish, on off stump. Lunges forward to block with soft hands"
"full, just outside off stump. Defended off the front foot"
"good length, on off and turning away. Gently pokes at it, sending it past short cover past silly mid off"
"full on middle. Down on one knee, quick to pick the length. And swept one bounce for four. <B>Classy</b>"
full just outside off. Driven towards cover
length ball on off. Backs away and confidently cuts this with the horizontal bat past the fielder at point! <B>Team hundred</b>
"good length, on off. Goes onto the back foot and punches to cover"
"fullish, just outside off. Pokes at it, and mistimes the check-punch-drive to cover"
good length just outside off. Some extra bounce and he fends off the back foot
"full, just outside off stump. Shuffles across, fends it back to Sarkar"
"fullish, on off stump. Presses forward to defend"
"good length, just outside off. Worked off his pads to square leg"
defends this with soft hands
"good length, just outside off. Shuffles onto the back foot. Cut in front of square"
length ball stump to stump. Worked off his hips to the leg side
full on off. Giant lunge forward to block
"fullish just outside off. Goes onto the back foot, changing the length slightly. And cut to extra cover"
full on off stump. Defended off the front foot. Soft hands
"full on leg stump, and nudged away to midwicket"
"<B>golden arm!</b> And that's a great catch in the slips. Brathwaite is shell shocked. Can't believe he's given his wicket in this manner. Length ball, just outside off. Tries to cut, but flies off the edge. Keeper dives to his right, but Shanto - at first slip - keeps his eyes on the ball, and pockets the catch. Falls three short of his fifty"
"around the stumps, length ball wide outside off. Left alone"
"full, just outside off stump. Check drives to cover"
"<B>off the mark in style!</b> Punched off the back foot, and this races away to the cover boundary"
"good length, just outside off. Punched towards cover"
"good length, on off and angling across from over the stumps. Surprises the batsman with some extra bounce as he drops his hands at the last second. Whizzes over the gloves to Liton, the keeper"
"full, on middle. Big stride forward to defend back to the bowler"
"full, on off stump. Presses forward to defend"
"full, on middle and leg. Offers the full face of the bat. Driven to mid on"
"full, on off stump. Presses forward and blocks to cover"
"full, on off. Defended with soft hands to the off side"
"full on middle and leg. Lunges forward, and blocks it towards the off side"
"good length, on middle stump. Fends it with soft hands, off the back foot"
"good length, just outside off. He shuffles across to cover his stumps before shouldering his arms. Nice carry to the keeper"
"overpitched, outside off stump. Through to Liton with the batsman offering no shot"
"full outside off stump, quite wide in fact. Almost over the tram-lines. Through to the keeper"
"full outside off stump. Shoulders his arms again, allowing the ball to go through to the keeper. Not chasing at the ball not in his area"
"<B>small appeal for caught behind</b> but that's mostly excitement. Length ball, on middle and angling towards off. He looks to defend off the back foot but the ball whizzes past the edge into Liton's gloves. <B>Time for drinks</b>"
"fuller ball, almost a yorker, dug out back towards the bowler"
presses forward to defend one closer to the bat
"fuller, and he makes a bit of room by clearing his front leg, and dropping this straight back over the bowler's head. Gave a full view of the stumps, but picks this up on length. Just short of the boundary"
"length, defends with a forward press, towards silly mid-off"
drives a length ball towards cover
presses forward to defend one around off
"length, punched away towards cover"
"back of a length, and he works this wide of point for a quick single"
"length, around off, and he shapes to defend"
"fullish, outside off, left alone. This was bowled at 121.2 kph"
"full, but on the pads, and he works this away towards fine leg. Tried to deliver this from wide of the crease"
"length, way outside off, and he can leave this alone"
"full, worked away towards mid-on"
"length, and he goes back to defend"
"length, presses forward to defend this. Shapes in with the angle from around the wicket"
"length, and he defends with a little forward movement"
"length, straighter around off and middle, and he drives to Mushfiqur Rahim at deep mid-off"
"fuller, <strong>turns quite sharply</strong> after pitching. Mayers shapes to drive, and it skews off the inside of the bat, just wide of short leg."
"length, outside off, and he drives this. A bit uppish, but bounces on its way through to point"
"short, and he goes back to punch this through point. There's cover in the deep and that allows them a single"
"fullish length, but down the pads. Worked away towards square leg"
"length, around off, and he plays a beautiful drive. Towards mid-off"
"<strong>that's a big wicket for Bangladesh!</strong> Abu Jayed pitches it up, and a touch wide. Perhaps a hint of swing away from the left-hander, and Mayers cannot help but have a nibble. Looks to drive, finds the outside edge, and Soumya Sarkar takes a good, sharp catch at wide slip. West Indies in a spot of bother now, in no more than a blink of an eye"
"length, just around off, and he leaves. <strong>Bowled at 128 kph</strong>"
"fullish, and driven towards deep mid-off. They set off for the single, and make it comfortably"
"full, darted in towards the pads, and worked away through midwicket to get him off the mark"
"length, presses forward to defend"
"fuller, straighter, blocked back down the wicket"
"length, and he stretches forward to defend. Line outside off"
"length, and he presses forward to defend"
"fullish length, around off, driven to short extra cover, who is in place now"
"length, around off, and he gets behind the line to defend"
"length, presses forward to defend one around off"
"fullish length, driven towards mid-off"
"shorter, outside off, and left alone"
"fullish, wide outside off, and he leaves"
"fullish, around off, and he drives this cover. There's a sweeper in the deep for him"
"length, presses forward to meet this"
"length, angles in from wide of the crease. Defended with a forward press"
"tossed up, around off. Presses forward to defend"
"length, works it off the back foot past short leg, but cannot beat Mominul Haque at square leg"
"length, straight line, and he defends with a forward press"
"fullish, straight onto the stumps, and he drives this towards mid-off. Bowled at 126.9 kph"
"length, and he defends with a little poke from the crease. Into the ground, and rolls on to the off side"
"short, outside off, and whipped away through the mid-wicket region off the back foot"
"length, wide outside off. Ignored"
"fuller, around off, driven towards mid-off"
"fuller, driven back down the wicket. Fielded by mid-on, converging to his left with mid-off"
"fullish length, around leg, straightening from there, and he defends"
"fullish, tossed up a touch more in terms of pace, and he drives this to long-off"
"flat, around the stumps, and defended from the crease"
"length, presses forward to defend"
"length, and he defends with a forward press. Drops just short of silly mid-off"
goes back to defend one angling into him from wide of the crease
"length, around off, a bit of swing back in, and he defends from the crease"
"good length, well outside off, though. He can leave this alone"
"length, and he goes back to punch towards cover"
"length, angles in, and he works this towards short mid-wicket, off the back foot"
"length, presses a touch forward to defend"
"length, works it off his hips as it slants in, and gets four down to fine leg. Long leg has a long way to move across to his right, and this outfield is very quick!"
"length, around off, and he defends with a forward press"
"fuller, around off, driven back to the bowler"
"fullish, around off, and he drives through extra cover. Cover goes chasing behind, and he is able to prevent the boundary"
"length, and he goes back to defend"
"some sharp turn, from around off, and he goes back to defend"
"length, and he goes back to defend"
"length, outside off, driven towards wide cover"
"length, around off, and he nurdles this wide of gully. They pinch a quick single"
"length, and he goes back to punch this towards cover. A bit uppish, but lands short of the fielder"
"full, down the leg side, and it strikes him on the pad, even as the bat jams down. Loud appeal, but not given leg before, also because this was heading way down leg"
"fuller length, around off, and he drives down the ground, to the right of mid-off"
"wide of the crease, angles back in from outside off, and he goes back to defend"
"length, works this with the turn after going back and across, towards square leg"
"length, presses forward to defend"
"fuller, driven down the ground with the turn towards long-on"
"length, goes back to defend this, punching it back to the bowler"
presses forward to defend a length ball around off
"quicker through the air, and he defends"
"length, around off, and he defends with a forward press"
"length, and he hangs back to drive this towards deep point"
"fullish length, driven towards mid-on"
"fuller, around middle and leg, worked away towards short mid-wicket"
"full, but on the pads, and this time he has whipped it away through the vacant deep mid-wicket region. Just a touch too full, but a good idea from Sarkar"
"full again, and he drills this past mid-on for another four. What a confident finish to this session from the West Indies batsmen"
"good length on off, and turning into leg. Flicked"
"full, on off stump. Pushed to short mid on"
"full on off. Driven down the ground, and mid off runs across to intercvept. Through to long on"
"full, overpitched just outside off stump. Caressed to mid off"
good length just outside off. Turning into off. Punched to mid on
good length on off. Defended off the back foot to mid on
"good length, outside off. <B>Hammered</b> off the back foot, in front of point for four. Half-tracker put away and that's the <B>team 150</b>"
"full, on off stump. Pushed to mid off from the front foot"
"comes from wide of the crease. Full, almost a yorker, on middle. Defended"
"good length, just outside off. Poked towards cover point, and off they go for one"
"full, on off stump. Defended with soft hands to the bowler"
full on off stump. Flicked to deep backward square leg
"full, just outside off and turning in. Defended with soft hands"
full just outside off stump. Pushed to mid off
full outside off stump. Comes down the ground to mid on
"full on off stump. Defended, back to the bowler"
full on off stump. Drilled to long on
"good length ball, loopy delivery, some extra bounce. Punched to mid on"
"full and wide. Loose ball first up, and <b>clobbered</b> off the front foot to the extra cover fence!"
"good length, outside off. Rocks back, and cuts against the turn to deep point"
"full, on off from around the stumps. Blocked to cover"
"good length just outside off. Pokes at it, and guided towards short third man"
"full, on off, from over the stumps. Defended back"
"fullish, outside off. Ball stays a bit low. Poked towards the off side"
full on middle. Turning into leg. And flicked to square leg
"full, on off stump. Lunges forward and defends to mid on"
full outside off stump. And defended towards cover
"good length, on off. And defended off the back foot to mid on"
tossed up on middle. Blocked with the turn to short midwicket
full on middle. Worked off his toes to square leg
"full, on off. Defended with soft hands to the leg side"
"full on middle and leg. Wants to work it leg side, hits the front pad"
"fullish, on middle. Tapped to square leg, and they scurry across for one run"
"good length, on middle. Worked off his hips to square leg"
"full, on off stump. Flicked to short mid on"
"full and wide outside off. Smacks it, but mistimes the drive to cover"
"good length just outside off. Turning in, rocks back and punched to mid on off the back foot"
"good length, on middle and leg. Nudged off the turn to square leg"
"good length, just outside off stump. Defended off the back foot"
"good length, just outside off stump. Turning in, and fended off the back foot to Mehidy"
"full on middle, and flicked to deep midwicket"
"good length, on middle stump. Nudged off the pads to square leg"
"good length on middle and leg. Flicked to square leg, but no run"
"full, on off stump. Defended to mid on"
"full, just outside off and turning in. Defended"
full on middle. Worked off his toes to midwicket
"full, wider outside off. Tries to drive, and takes the outside edge, and races away to third man for four! They'll take it"
full on middle and leg. Closes the bat's face and nudges it to square leg
full on middle and leg. Worked off his pads to the leg side
full on off and angling across from around the stumps. Defended to mid on
"full on middle and leg. Worked to midwicket, with the bat's closed face"
"full, just outside off stump. Presses forward, defends to cover"
full on middle and leg. Nudged to midwicket
full on middle and leg stump. Defended
"full on middle stump. Clears the front leg, and drives back to the bowler"
"full, on off stump. Turning slightly away, and blocked to the off side"
"full, on off stump. Crunches a drive to long off and that's his <B>fifty!</b> Two in two innings now. Dug out on its feet."
"full, just outside off stump. Driven to short cover"
"fullish, on off. Sends Blackwood onto the back foot, and defended off the back foot"
full on middle stump. Big stride to meet the ball. Blocked back to Taijul
"full, on off stump. Comes down the ground, and flicks to fine leg. Short fine leg needs to run towards the boundary to intercept, and they add two more"
"overpitched, just outside off. Flicked to midwicket"
"yorker length, just outside off. Comes down the wicket and digs it out"
"full, just outside off stump. Comes down the wicket, and flicks to midwicket"
"full on middle, and flicks it to midwicket"
"good length, just outside off and angling across. Defended towards the non-striker off the back foot"
"full, on off stump. Big stride forward, and defends it back"
"full, on off stump. Defended back to the bowler"
"full, on middle and leg. Worked off his pads to midwicket"
"full, on middle and leg. Nudged off his pads to fine leg"
"good length, outside off. Straightens after pitching. Punched back to Taijul"
"good length outside off and turning away. Pokes at it, and pushes it to point"
"full on off stump. Pushed down the ground, and mid off runs across to intercept"
"good length, on off. Goes onto the back foot and defends it back to the bowler"
"full, on middle and off. Nudged off his toes to midwicket"
"full, on off stump. Worked to midwicket"
"full, on middle stump. Comes down the wicket to tap it towards midwicket"
full on middle stump. Flicked to midwicket
"full on middle and leg. Drills a drive, past the bowler, but mid off throws himself to his right. Intercepted"
"full, on off stump. Defended back to the bowler"
"full, on off stump. Defended back with soft hands"
"full outside off stump. Turns away, and drills it to cover"
"full, on middle. Defended with soft hands to the leg side"
"<B>against the run of play!</b> Full, on off. Presses forward to drive, through the shot a bit too early. Lobs it back, and Taijul dives to his right to take the catch!"
full on middle and leg. Defended back
"good length on middle, from around the stumps. Goes deep in his crease and punches to cover"
full on middle and leg. Drives past the diving bowler to mid on
"full on off. Turning to the leg side, and he inside-edges a flick on his pads. Through to square leg"
length ball outside leg stump. He shuffles across to the leg side and flick to deep midwicket
"fullish, on off. Loopy, and he rocks back and defends it back to the bowler"
"full outside off stump. Turning away, and driven to cover"
"full, just outside off stump. Defended towards cover"
"full, on off stump. Big stride forward and defended"
"fullish, just outside off. Skidding through, and he goes back to defend to cover"
full on leg stump. Towards fine leg. Square leg runs behind to clean up
full outside off. And he sticks his bat out to run it towards short third man. Point runs behind to get that
"tossed up, around off, and he defends"
"straighter, and he presses forward to defend"
"pitched up, driven firmly, but fielded by Miraz away to his left"
presses forward to defend a length ball around off
"length, presses forward to defend"
presses forward to defend a length ball around off
"length, driven towards mid-off"
"length, goes back to punch this towards short midwicket"
"flatter, goes back to punch this towards mid-on"
presses forward to defend one around middle
"length, pushes at it. Off the edge, towards short third man. Past slip, and comfortably so"
goes back and drills this through backward point for four
"length, and he has enough time to go back and punch this towards wide cover"
"length, skips down the wicket, and defends a straighter ball towards short midwicket"
"fuller, flicked away towards short midwicket"
"length, around off, and he presses forward to smother this"
"length, worked away with the turn towards short mid-wicket"
"length, driven firmly towards mid-on"
"length, goes back and plays this against the turn towards backward point. <strong>Sharp turn and bounce on this one</strong> and Bonner did really well to play it as late as possible"
"wide of off, and cut away through backward point to the sweeper in the deep"
"fullish, driven wide of extra cover"
"length, presses forward to defend. Gets it away towards deep point"
"<strong>good ball!</strong> Just nips away after pitching around off, and Da Silva looks to defend with a forward press. Leaves just a touch and goes past the outside edge"
"length, goes back to cut this. Gets it on the bounce to gully, and he has a shy at the stumps. Misses, and there are overthrows on offer for Da Silva, with nobody backing this up"
"length, defends with a forward press"
"length, goes back to drive towards short mid-on"
"length, goes back to drive. Has that hit pad first? He's been given, and Bonner has <strong>immediately reviewed</strong>. This looks close. It has spun in appreciably, and seems to have hit bat first. So the decision will be reversed. Curious decision anyway, because even if that had grazed the pad, there's a good chance that would have bounced too high!"
"length, presses forward to defend"
"length, presses forward to defend"
"length, doesn't turn a lot from outside, and he runs it away towards backward point for a single"
"length, around off, and he goes back to defend"
presses forward to defend one around off
"length, and he defends from the crease, with a little stretch forward"
"length, around off, and he plays this with soft hands, to keep it away from silly mid-off"
"length, and he goes back to punch this to the right of point"
"fired in quicker, and he presses forward to defend. Off the inside edge, but lands on the on side, off his pad"
"length, around off. This time around 86 kph, as opposed to 89 off the previous ball. Da Silva presses forward to defend"
"length, around off, and he presses forward to defend"
"fullish, and driven towards cover. A hint of shape away"
"length, and he is able to drive this wide of point for a single"
"fuller, around off, and he drives this to deep cover-point"
"spanked through cover-point. Wide of the sweeper, and fetches them two. A bit of a nothing ball, really. Decent length, but way wide of off. Perhaps searching for swing"
"length, but strays on to the pads, and he works this away through square leg. Long leg and short mid-wicket go chasing after it, and before they get it back, West Indies get to the 200 mark"
"full, and a firm drive through cover attempted. A diving stop at cover prevents runs. That was crunched really hard!"
"tossed up, and he looks to drive. Spins across from outside off, and beats the outside edge"
"length, and he presses forward to defend"
"shorter in length, and he goes back to cut this towards deep backward point"
"flighted around off, driven firmly, but cut off at cover"
"fired in quicker, but sliding down leg. Strikes him on the pad as he looks to go back and work it off his hips. Loud appeal, but they won't bother reviewing this"
"short in length, and he can hang back and punch this towards deep backward point"
"fuller, straighter, defended to short mid-wicket"
"fullish, around leg and middle, defended"
"length, swings away from outside off, and he shoulders arms"
"length, around off, stretches forward to defend"
"fullish length, around off, driven towards mid-off. Still searching for that swing. There's not a lot of it available on this pitch, though"
"length, driven wide of cover"
