"full on middle, and going down the leg side. Imam misses the flick, and the ball goes through to the keeper"
"good length on leg stump, and Imam uses his toes to get on top of this delivery. Flicks to the leg side, but goes straight to square leg"
"length ball on middle, and cut away square off the back foot. The batsman had lost his balance, because the ball was so close to him, but he still managed to steer it to the fielder at point"
"length ball outside off, and he stays on the back foot to punch. Played to cover"
full outside off and driven to cover off the front foot. Can't pierce the gap though
"too full outside off, and Fakhar gets to the pitch of the ball and <b>crunches</b> this through the covers. Finally beats the gap, and that's four more!"
"good length on off, and worked to midwicket off the front foot"
"back of a length outside off, and fended off the back foot to point. Cramped for space"
"back of a length outside off, and that's been cut away fine to third man. Work for the man there, but he manages to intercept. A couple for Imam"
"length ball on middle, and he tries to slap this away to point. <b>He's overstepped though!</b>"
"<b>bowled him!</b> But it's a free hit. Went for a leg-side slog over cow corner, but totally missed out on this full toss."
"good length on middle, and Fakhar carefully blocks this off the back foot"
"length ball on middle, and the swipe to the leg side finds the inside edge off Fakhar. The ball rolls away to third man for two"
"full on off, and driven firmly down the ground off the front foot. Finds mid off though"
"length ball on middle, and muscled to the leg side off the back foot. Well stopped by Liam Roche at midwicket"
"length ball outside off, and cut away through point! <b>There's the World Record - quickest to 1000 ODI runs.</b> He raises his bat. Gets to it in his 18th innings, beats Viv Richards' 21-innings record"
"good length outside off, and cut away hard. Takes the bottom edge and rolls away to third man"
"full outside off, and driven with soft hands to mid off. Smothers this to the fielder"
"good length outside off, and the pull has been jabbed away to mid on. Chigumbura dives to stop the ball"
"good length outside off, and Imam goes fishing outside off! Sticks his bat out, hoping to defend away from his body, but the ball goes past his outside edge. So close!"
"good length outside off, and punched off the back foot to cover. Can't find the gap"
"good length on off, and that's been whipped off his pads to the fielder at midwicket. Enough time to sneak a single"
"good length on middle, and pulled off the back foot! Played along the ground, but midwicket can't get his fingertips to this shot. Beats the fielder, and there's no stopping that thereafter"
"full on off, and he gets to the pitch of the delivery before driving to mid off"
"back of a length outside off, and that's been <b>slapped</b> through the off side! Confidently pushed in front of cover"
"full just outside off, and pushed off the front foot to cover. Stopped by the fielder there"
"<b>deft!</b> Length ball on middle, but Imam steers this late cut through to third man for two more. Ten off the over already"
"length ball on off, and defended off the front foot. The ball rolls to mid off as Imam takes off for the single, but Fakhar isn't interested in the run, and asks his partner to go back into his crease"
"good length on off, but it's the slower ball from Mpofu this time. Fended off the back foot"
"length ball outside off, and Fakhar stays on the back foot. Punched to cover point off his toes"
"good length on off, and that's been <b>lifted over midwicket!</b> Simple pull from Fakhar, and the ball almost goes for a maximum"
"full outside off, and driven away from his body. Mistimed to cover point, but enough time to race away for a quick single"
"good length outside off, and steered off the back foot to third man"
"good length on off, and once again pulled across the line to the sweeper fielder on the leg side"
"good length on middle, but pulled away in front of square. Mistimes it, but still beats mid on to go for four"
"good length outside off, and the pull takes a <b>bottom edge!</b> Beats the diving keeper, and the ball gallops away to the fine-leg boundary"
"good length outside off, and the ball is angling away from him. Left alone"
"full just outside off, and driven off the front foot to mid off. Imam wants to rotate the strike, but can't"
"full outside off, and driven away from his body. Takes the outside edge, and the ball goes straight through the vacant slip cordon"
full outside off and Imam shoulders his arms on this occasion. Left alone
"full on off, and Imam goes down on one knee to execute a perfect cover drive through the off side! Shades of Sourav Ganguly and Kumar Sangakkara in that shot"
"good length on leg stump, and punched off the back foot to short mid on"
"full on leg stump, and Fakhar pushes off the front foot to midwicket"
"full on leg stump, and Fakhar works it with the spin to the leg side"
"<b>appeal for lbw!</b> But impact's outside leg. Fakhar tried to sweep this square, but the ball straightened slightly"
"length ball on off, and Fakhar tries to cut it square. Misses the shot, and the keeper fumbles as well. <B>Was there an edge?</b>"
"full on off, and driven off the front foot to mid off. <b>Starts off with a maiden</b>"
"good length on off, and he slaps this to point off the front foot. The ball was always angling away from him"
"full outside off, and in the slot for Imam to drive. Down on one knee again, and crunched to the sweeper fielder on the off side"
"good length on middle, and Fakhar tries to muscle this past Imam. Too close to his body, and the ball comes off his inside half"
"full outside off, and Fakhar tries to slap this away from his body. The ball stays slightly low, and it goes under his bat and through to the keeper"
"full on middle, and Fakhar wields his bat like a sword! Drills this square to the deep backward square fielder"
"back of a length on middle, and Fakhar has no trouble in confidently pulling through to the square fielder on the boundary"
"good length on middle, and spinning away from him. Cut to the point fielder"
"full on leg stump, and nudged off his pads to the leg side. Straight to short fine leg"
"good length on middle, and punched off the back foot to mid off"
"full on middle, and he slogs to the leg side"
"good length on middle, and the ball takes some extra bounce! But manages to cut it away to the fielder in the deep"
"good length on middle, and punched off the back foot to the fielder at long on. They walk across for one"
"full on off, and driven off the front foot. But he's overbalancing, and therefore mistimed to mid off"
"full on off, and defended off the front foot. Stopped by short cover"
"full on off, and driven away from his body. Pushed to the sweeper fielder for one"
"full outside off, but pushed too wide outside off. He's got to bowl that again"
"full outside off, and Fakhar reaches at this wide ball. Mistimed to the off side"
"full outside off, and pushed to cover. Mistimed, but enough to take two"
"length ball on middle, and punched to mid off. Enough time to scamper across for one"
"good length outside off, and slapped off the back foot to point"
"full outside off, and that's been <b>caressed</b> through to the extra cover boundary! Gets to the pitch of the delivery and simply leans into the drive"
"half-tracker on middle, and he backs away to cut this off the back foot. Goes to the fielder in the deep"
"full on middle, and Imam takes a big stride forward to defend"
"good length outside leg stump, and Imam uses his feet to skip to the pitch of the ball. But he misses his defense, and the ball hits his front leg"
"length ball on middle, and now Imam's seeing these balls like watermelons! Rocks back and cuts off the back foot to deep point for four"
"full outside leg stump, and Fakhar clears his front leg. Drives to long on for one"
"length ball on leg stump, and flicked off his pads to the square-leg boundary"
"full on leg stump, and defended off the front foot to the leg side"
"good length on leg, and Fakhar backs away to make some room. Tries to cut it away, but all he can do is mistime it to the bowler"
"full on leg stump, and he takes a big stride forward. Drive to wide long on"
"good length on leg stump, and nudged around the corner to the sweeper fielder on the leg side. <b>Could be close</b> but the batsman put in the hard yards to complete the double"
"good length on middle, and turning away from Imam. Cut to the sweeper fielder on the off side for one"
"<b>down the leg side!</b> And the keeper can't hold on either. Imam tried to flick it fine, but he missed, and so did Ryan Murray. Free runs for Pakistan"
"tossed up outside leg stump again, and this time Imam gets bat to ball. Flicked, but straight into the keeper's pads, and the ball rolls away to short fine leg"
"good length on leg stump, and flicked off his pads to deep square leg"
"good length outside off, and the wide delivery is cut to point. Fakhar would be disappointed though. It was in the slot to be creamed for four"
"full on off, and defended off the front foot"
"half-tracker on middle, and Imam uses the depth of his crease to fine leg. <B>Imam raises his bat for fifty!</b>"
"full outside leg stump, and nudged off the front foot to deep backward square leg"
"good length on middle, and he charges down the ground to punch to long on"
"full on leg stump, but Fakhar comes down the ground to give the bowler a charge. But he effectively yorks himself, and squeezes this back to mid on"
"full on middle, and he comes down the ground to drive to long off. They walk across for one"
"good length on off, and spinning into the batsman's body. Turned off his hips to deep square leg"
"good length outside leg, and he backs away to cut in front of square. Carved beautifully to the extra-cover boundary, and that's <b>another fifty for Fakhar Zaman!</b>"
"beats the bat first up! A pretty poor ball, to be honest, short and wide, and Imam snatches at that cut, goes too hard at it and misses"
"fuller now, closer to off stump, pushed gently into the extra-cover region and they scamper a quick run"
"shortish outside off, punched to the right of extra-cover. Once again Hamilton Masakadza is a touch slow to the ball, allowing a fairly easy single"
"on the stumps now, blocked to midwicket"
"full, angling into the legs, clipped off the toes to the right of deep square leg"
"back of a length, close to off stump, goes back to defend to midwicket"
"length ball on off stump, punched to long-on with the full face showing"
"tossed up on middle and leg, Imam plays a straight-bat push to midwicket"
"a touch fuller, gets forward to clip to deep square leg"
"jumps down the pitch, makes some room to get adjacent to this leg-stump ball and flat-bat it hard to long-on"
slants this down the leg side. Imam misses the paddle-sweep and Murray misses the ball
"full now, on middle stump, blocked to midwicket"
"length ball turning into leg stump, punched to midwicket, who dives right to save the single to long-on"
"back of a length on off stump, goes deep in his crease to work it with the turn to deep square leg"
"back of a length, close to off stump, punched to the left of deep point"
"slow, full and wide. Plenty of time to get down low and slap it through point"
"full, closer to off stump, driven to long-off"
"short on off stump, pulled to the right of deep square leg, and Chatara misses a run-out chance! Imam hared out of his crease, looking for a second, and was halfway down the pitch when Fakhar sent him back. The fielder threw to the bowler's end instead of the keeper's end, however, and Imam had just about enough time to regain his ground before the ball could be passed on to Murray"
"full, on middle stump, driven to long-on"
"full and wide, frees his arms to slap it hard to the right of the diving sweeper cover fielder"
"Nicely played. Tossed up, angling into middle stump and turning down leg. Stretches out and uses the angle to lap-sweep it nice and fine"
"full on off and middle, punched hard down the ground. The bowler dives left to stop it"
"length ball on off stump, punched to long-on"
"back of a length, flat, on leg stump. Wants to cramp Fakhar for room so he makes some for himself and slaps it through cover point"
down the track and Wellington dangles one slower on leg stump. Clipped to the right of midwicket
"The constant changes of angle aren't really helping Wellington here. Short, turning down leg, pulled to the right of long leg"
"length ball, fourth-stump line. Goes too early at the drive - aims for long-off and gets a thick inside-edge to midwicket"
"back of a length outside off, lets it come on and pushes it gently between backward point and cover"
full on middle stump. Gets his front leg out of the way and drives to long-off
"back of a length, close to off stump, punched to long-on"
"off-stump yorker, jams it out to extra-cover"
"full on off stump, driven with a lot of bottom hand to long-off"
"back of a length on off stump, punched to extra-cover"
"short on middle and leg and Fakhar is too early on the pull. He's working against the angle and only manages a top edge, but that top edge sails over the keeper and all the way for six. That brings up Pakistan's 150"
shot. Full on off stump and he clears his front leg and simply hoicks it over wide mid-on
"back of a length on off stump, stays leg-side of the ball and slaps it to backward point"
"back of a length on middle and leg, slightly cramped for room as he tries to cut, chops it to extra-cover"
"short, angling away from off stump. Fakhar misses the pull"
"tossed up on middle stump, driven to long-off"
"tossed up outside leg, turning into the stumps, defended into the on side"
"short, and he rocks back to pull it over midwicket. Long-on doesn't have too much ground to cover to his left but the power leaves him with no chance of cutting it off"
tossed up on leg stump and he clears his front leg and slog-sweeps to the midwicket boundary
"shortish, close to off stump, makes a bit of room and punches to the left of sweeper cover"
"short, and has he got the wicket of Fakhar Zaman? Yes, he has! This one doesn't turn, and keeps coming in with the angle, with a bit of extra bounce, as Fakhar leans back to cut. Murray, who hasn't had a great day behind the stumps, rises nicely with the bounce to catch it off the top edge"
"back of a length outside off, slapped to sweeper cover"
"back of a length outside off, punched to extra-cover"
"length ball outside off, gets on the front foot for a gentle push to the left of extra-cover"
"full, slanting away from off stump, Imam leans into a good-looking drive, eases it to the left of sweeper cover"
"back of a length, angling across to off stump, shuffles across and clips it into the gap between deep square leg and long leg"
"fullish, wide of off stump, driven to sweeper cover"
"low full-toss on off stump, driven to long-on"
"back of a length on leg stump, goes deep in his crease to flick and Wellington Masakadza dives to his right from midwicket to half-stop the ball"
"back of a length, goes deep in his crease and cuts to backward point"
"and again. Back of a length, angling into off stump, waits on it and cuts towards backward point"
"full on leg stump, driven to long-on"
length ball turning sharply down leg. Babar leaves it alone
"full on off stump, whipped to midwicket"
"tossed up outside off, stretches out and lap-sweeps to fine leg"
"flat, angling into leg stump, presses forward and clips to mid-on"
"flat, angling into off stump, goes back to punch to extra-cover. Hung in the air briefly before dropping down"
"full on off stump, driven firmly back to the bowler"
"shorter now, goes back to slap to deep point"
"back of a length, turns in from outside off, steps back and across to punch to long-on"
"back of a length, sliding down leg, goes back to work it to deep square leg"
"full, close to off stump, driven to long-on"
"nice length on middle and off, defended back to the bowler"
"down the track to the flighted ball on off stump, drives inside-out to sweeper cover"
"length ball turning into the stumps, gets forward and clips to backward square leg"
"down the track now, clips this from outside off, back to the bowler"
"back of a length, turning down leg. Not short enough to pull and he provokes a loud lbw appeal. Clearly turning down leg, may have even struck him outside the line"
"fuller now, clipped to the left of midwicket"
"tossed up nicely on off stump, defended watchfully down the pitch"
"looped up full on off stump, driven to long-off"
down the track and Wellington bowls it flat outside off. Drives with the turn to long-on
"back of a length outside off, uses the pace to dab it gently into the third-man region"
down the track and Roche bowls this wide outside off. Slapped to sweeper cover
"full on off stump, whipped to long-on"
"full on off stump, clipped to long-on"
"full outside off, driven to sweeper cover"
skips out of his crease and Roche bowls it full outside off. Jabbed firmly to extra-cover
"length ball on off stump, clipped towards midwicket"
"back of a length on leg stump, and he shuffles across to tuck it away to the right of short fine leg. Poor line to bowl with the fielder in the circle"
"fullish, slanting away from off stump. Presses forward and pushes it to the left of extra-cover"
"back of a length on off stump, gets behind it and drops it with soft hands into the cover region, calls his partner through for a quick single"
length ball close to off stump. Nice stride forward for the checked drive to mid-off
"back of a length, slanting across to off stump, uses the pace to guide it to third man"
"shortish, angling into off stump, dabbed to third man"
"down the track to the flighted off-stump ball and Babar brings up his first boundary with a nice, lofted hit over mid-off"
"quicker now, turning down leg, Babar misses the flick. May have struck his pad on the way"
"flat and quick down leg once more, this time there's nothing on the ball and Roche concedes a wide"
"full on middle and leg, clipped to midwicket"
"flat, full, angling down leg again. Murray lets out a big appeal for a stumping here. The third umpire's looking at it. Yikes, Babar did lift his back foot momentarily, but <i>after</i> Murray flicked off the bails"
"tossed up nicely outside off, dips onto a good length. Presses forward for the push into the cover-point region"
"tossed up on middle stump, driven to long-off"
"full on off stump, driven to long-on"
"back of a length, angling down leg. Zimbabwe are conceding a bunch of unnecessary extras here"
"back of a length on off stump, makes a bit of room and chops this down to third man"
"back of a length, slanting away from off stump, glided down to third man"
"back of a length on off stump, Babar leans away from the line and picks up another single to third man"
"back of a length, on the pads, tucked away to the left of deep square leg"
fullish on middle and off. Gets forward and clips it away to deep square leg
""
"length ball on leg stump, defended back to the bowler"
"fuller now, clipped into the square leg region"
"full outside leg, flicked to deep square leg"
"down the track, clips this leg-stump ball to long-on"
"shuffles down the pitch, and shows the full face of his bat to this leg-stump ball and picks up a single to long-on to bring up his fourth ODI hundred. Celebrates with the <i>sajda</i>."
"full on middle stump, driven inside-out to the right of extra-cover, who fumbles to allow a second run"
"full on off, and Imam comes down the wicket. Clobbers it over midwicket, but finds the fielder in the deep"
"full on off stump, and Babar comes forward to drive. Straight to mid off"
"tossed up on leg stump, and Babar nudges this to square leg for a comfortable single"
"length ball on middle stump, but spinning into his body. He makes room and whips it away to square leg"
<b>uses his feet!</b> Lovely straight drive over the bowler's head. Pitched up outside off and <b>drilled</b> to the long-on boundary
"good length on middle, and punched down the ground to long on"
"length ball, but wide outside off. Imam charges down the ground, but he can't get bat to ball"
"good length outside off again, and cut away off the back foot, but unfortunately he misses the shot, and the ball goes under his bat"
"wide outside off again, and this time that's been cut away to the third-man boundary"
"back of a length on off, and he drags a pull to the square-leg boundary. Babar calls early for the second run"
"back of a length outside off, and Babar contemplates ramping it over third man, but he chooses to let it go"
"good length on middle, and pulled away to the deep square leg region. Played into the gap, and that's another two for double"
"slower ball, full outside off. Defended to point"
"length ball on leg stump, and that's been flicked to the midwicket fielder for an easy single"
"full on off, and he comes forward to defend. Played to short cover"
"full on middle stump, and Imam goes for a wild hoick over leg side. Goes down on one knee, and the ball hits him straight in front of middle. An easy decision from the umpire, as the Zimbabwe fielder roar in delight"
"full on off, and pushed off the front foot to cover point"
"full on middle, and driven off the front foot to wide long off"
"good length on middle, and he comes down the wicket to push to long on"
"full on leg, and that's been worked off his pads to fine leg"
"back of a length outside off, and he drags a pull to the deep midwicket fielder. They jog across for one"
"good length outside off, and cut away off the back foot to deep point"
"full on middle, and worked off his pads to the deep midwicket boundary"
"back of a length on middle, and pulled to the deep backward square region. Walks across for his 7000th run"
"full just outside off, and worked away to the wide mid on region. No one there, and therefore they comfortably come back for the second"
"full just outside off, and worked away to the on side"
"length ball outside off, and cut off the back foot to point"
"full on off, and he comes down the ground, and lifts it over the midwicket region. Clears the infielder, and once Babar does that, there's no stopping him..."
"full on off, and pushed off the front foot to long off for a walking single"
"back of a length outside off, and he <b>drills</b> this pull to the cow corner boundary. Played along the ground by Malik for four more"
"good length outside off, and cut away to the deep point fielder for a walking single"
"full outside off, but angling into his pads. Driven straight past the non-striker to long on"
"good length outside off, and cut away confidently. But the shot goes straight to point"
"low full toss on middle, and Babar flicks this off his pads to deep midwicket"
"full on middle, and he waits for the slower ball to get to him. Lines up for a big slog, but eventually checks his drive to long on"
"full outside off, and driven away from his body. Played to cover, but intercepted by the infielder"
"back of a length outside off, and he pulls this to the deep midwicket fielder. Slower ball from Chatara again"
"good length on off, and Babar wants to cut this fine. But the ball's too close to his body, and he finds point instead"
"full on off, and he comes down the ground to drive. Steers it to long off"
"wide outside off, but Malik came dancing down the ground, and <b>thumps</b> it over the non-striker's head. Long on has no chance!"
"full on off, and pushed to long on with soft hands"
"wide outside off, and Babar can free his arms. Cuts it hard to the fielder square on the off side"
"good length outside off, and this is sliced over point's head for a single. Man in the deep"
"good length outside off, and he drops his gloves onto his ball, pushing it to short third man for a single"
"low full toss on middle, and pushed to mid on"
"<b>yorked!</b> Aimed on middle stump, and Malik gets his bat down to keep the ball away. But the ball hits him near his toes, and the umpire raises his finger. <b>Malik smiles, indicating it hit his bat first</b>"
"full on middle, and clipped off his toes to the fielder at midwicket"
"good length outside off, but angling into his body. Worked off his hips to the fielder at midwicket"
"good length outside off, and fended off the back foot. Well stopped by the bowler on his followthrough"
"<b>soars into the long-on boundary!</b> In the slot outside off stump, and Asif has a golf swing at this delivery. Punished"
"full on leg, and he tries to whip it away to mid wicket, but a leading edge takes the ball to cover instead"
"good length outside off, and cut away off the front foot. The ball rolls away to third man, but Babar puts in the hard yards, and manages to come back for two. <B>Eighth fifty for Babar!</b>"
"full, but wide outside off. Babar throws his hands at it, and crunches this to the fielder at deep extra cover"
"full outside off, and beautifully driven off the front foot. Timed so well, but goes straight to the fielder at cover"
"full on off, and he uses his wrists to caress this shot to long on. They walk across for one"
"back of a length outside off, and soaring over Asif's shoulder and into the keeper's gloves"
"<b>beats long on!</b> Full outside off, and Asif's big backlift allows him to tee off for this shot. Swings across the line, and connects well to earn six"
"good length outside off, and he misses the uppercut over shord third man. Through to Murray"
"short and wide outside off again, and Asif can't get bat to ball once more. Looks to cut it over point, but can't connect with the shot"
"full outside off, but Asif goes down on one knee to drive very square. Finds the fielder in the deep though"
"low full toss outside off, and this drive has been squeezed to deep extra cover. <B>Pakistan cross 300</b>"
"aims for a yorker on off stump, but Asif manages to dig this away to long on"
"good length outside off, and that's been <b>crunched</b> to the cow-corner boundary. Picks the slower ball early,and swings across the line. Lands just before the ropes"
"full outside off, and that's been <b>lifted inside out over cover!</b> Another slower ball, but Babar had no trouble picking the pace"
"back of a length outside off, and this time Babar carves it over point with soft hands! Chase for the infielder to the boundary, but he manages to parry the ball back as they come back for three. The umpires want to have a look whether the fielder touched the boundary or not"
"low full toss outside off, and this has been sliced to the fielder in the deep. Tried to go for the big shot over cover"
"low full toss outside off, and that's been walloped to the extra cover boundary. What great timing, but the man's there in the deep"
"<b>ouch!</b> Asif Ali is down on his knees. Looks like he's hurt his rib cage. Short ball on middle, and Asif couldn't pull this away. Took his eyes off the ball, and has paid the price for it"
"full and wide outside off, and Asif reaches out to try and carve it behind point. But the batsman misses this slightly quicker delivery and goes into Murray's gloves. Appeal for caught behind, but the umpire isn't interested"
"<b>sliced to third man!</b> Wide outside off once again, and this time Asif manages to reach out and drive away from his body. But the bat turned in his hand, and Asif miscues this straight to the fielder at third man"
"good length on off, and he flat-bats a pull to wide long on"
"good length on middle, and Sarfraz rides the bounce, before turning it around the corner for a single"
"knee-high full toss on off stump, and Babar whips this to the cow corner boundary for two. <b>Only four runs off the over</b>"
"full outside off, and tapped to point for a quick single"
"full outside off, and that's been <b>check-driven</b> over cover! Good use of the bottom hand to lift it over the infield. Classy"
"full on off, and Babar walks across the line before swing through to the cow-corner boundary! Off the bat's sweet spot, and the ball goes way beyond the fielder manning the ropes"
"knee-high full toss on middle, and this has been flicked over square leg! Almost goes for a six. Fourteen in three balls now..."
"slower ball, but short outside off. Babar simply settles onto the back foot and slices this over point. No real timing off the bat, but still enough to take the third run"
"full toss on off, and worked to the wide long on fielder. <B>Nineteen off the over</b>"
"short ball on off, and he rides the bounce, before nudging to square leg for a single"
"back of a length outside off, cut away to third man for a single"
"back of a length outside off, and that's been ramped to third man for a walking single"
"full outside off, and that's been creamed to the extra-cover boundary! Small backlift, but goes hard onto his shot, and smacks this four to get to his <b>nineties</b>"
"slower ball bouncer on middle, and Babar pulls over square leg with ease. Once it crosses the infield, the ball races away to the boundary. <B>Babar on 95</b>"
"full outside off, and he opens his bat's face to run it down to short third man. Keeps the strike for the final over"
"short ball outside off, but Babar waits for the ball and runs it down fine to the third-man boundary! <B>Eighth ODI hundred for Babar Azam</b>. The second fifty came off just 17 deliveries"
"steered past short third man for four! Classy. Yorker outside off, and Babar sticks his bat out to run it fine"
"yorker, but too wide outside off. Left alone by Babar"
"full, and wide outside off. Babar stretches out and drives to wide long off"
"wide outside off once again, and the umpire has no choice but to spread his arms wide"
"back of a length outside off, but Sarfraz plays a late cut to third man for one. Gets Babar back on strike for the final two deliveries"
"slower ball, but wide outside off. He muscles this cut to cover"
wide yorker to end the innings. He sticks his bat out and steers this to point for a single. <B>Pakistan finish on 364 for 4!</b>
"back of a length, starts just outside leg and straightens in slightly. Masakadza misses the flick and is hit on the thigh pad"
"back of a length, close to off stump, blocked into the off side"
"well left. Full, pitching on middle and off and continuing with the angle across. Watches it well, sees there's no swing back, and raises his bat over his head"
"back of a length on leg stump, tucked away to long leg"
"ooh, nearly. On the fuller side of a good length, slanting across and inviting the cover drive before curling back in late. Goes for the drive and inside-edges past leg stump"
"back of a length, a little wider outside off, lets it come on and dabs to backward point"
"back of a length on middle and off, defended to short extra-cover"
"good ball, slanting away from off stump from a good length. Kamunhukamwe was unsure whether to play or leave, and ends up edging it just wide of the diving slip fielder"
"short, a little too far from the body to connect with the cut, maybe, or Kamunhukamwe was late on the shot"
"well bowled. Fuller, slanting across to off stump, defended to short extra-cover. Not much of a stride forward"
"shortish, wide-ish, Kamunhukamwe slashes and misses. His back foot didn't really get across"
"back of a length on off stump, defended to cover point"
"back of a length, straightens slightly towards off stump. Wanted to punch through the covers, ended up dragging it back to the bowler"
"back of a length on off stump, this one's slanting away from wider on the crease. Defended into the covers"
"back of a length on middle and off, punched back towards the bowler"
"too full, too straight. Masakadza pulls his front leg out of the way and clips it away neatly, wide of mid-on"
"ooh, overambitious. An in-between length, angling away into the fifth-stump channel, and Masakadza is caught in an in-between position, weight on the back foot and looking to drive with an angled bat through cover. The ball beats his outside edge"
"back of a length on off stump, defended into the covers"
"play and miss. Length ball slanting away from off stump, and he goes for the drive and ends up playing inside the line"
"this one straightens in towards off and middle, and Kamunhukamwe stays leg-side of the ball and punches to short extra-cover"
"shortish, close to off stump. Gets on top of the bounce and chops it to backward point"
"back of a length close to off stump, defended to cover point"
"hooked for six! Junaid looks to surprise him with the bouncer, and it's a good one too, getting up to shoulder height around middle stump, but he deals with it brilliantly, opening up quickly and swivelling to swat it high over the long leg boundary"
"back of a length outside off, punched to cover point"
"length ball on off stump, continues to leave Masakadza with the angle. Left alone"
"ooh, beauty. This one's a little wider and Masakadza has a little poke at it. Beaten by the angle and the length - he wasn't able to get a big enough stride forward to it"
"back of a length on middle stump, punched to midwicket"
"length ball, straightens in towards middle stump to cramp Masakadza slightly, defended back to the bowler"
"back of a length close to off stump, punched to extra-cover"
"back of a length once more, a touch wider of off. Looks to drive on the up to mid-off but extra-cover moves quickly to intercept"
"back of a length, slanting across to off stump. Stays slightly leg-side of the ball to guide it down to third man"
"ooh, nearly a caught-and-bowled! On the fuller side of a good length, on middle stump, and Masakadza is into his drive too early. Hits it in the air, just over the bowler's head, and it comes quickly so Junaid ducks under it, wisely"
"back of a length on leg stump, goes back to tuck it to square leg"
"length ball on the pads, clipped to square leg"
"shortish, close to off stump, defended to cover point"
"back of a length on off stump, defended into the covers"
"back of a length close to off stump, punched firmly to mid-off"
"back of a length on off stump, punched back to the bowler"
"fullish, angling across to off stump and straightening a tiny bit. Wants to defend down the pitch, ends up playing it to midwicket off the inside half of the bat"
"shot! That's a Masakadza special. Jumps a couple of steps down the pitch and across his stumps, and flicks this good-length ball from off stump, against the angle, over backward square leg. It's lodged itself on a corrugated tin roof over one of the stands there"
"full on off stump, driven to the left of extra-cover, with a high left elbow"
"back of a length on off stump, punched to cover point"
"back of a length on off stump, defended into the covers"
"back of a length, angling across to off stump. Uses his wrists to play that back to the bowler. Didn't really get back and across, stayed leg-side of the ball"
"back of a length on off stump, lets it come and defends to cover point"
"back of a length on off stump, punched to extra-cover. Both these left-armers have bowled with terrific control"
"once again, back of a length on off stump. This time Kamunhukamwe makes himself room, goes deep in his crease, and punches it away between backward point and cover point"
"back of a length on leg stump, goes back to tuck it to square leg"
"slower ball, slanting away from off stump. Masakadza looks to defend and the ball leaves him like an offcutter and beats his outside edge. Bounces once more before reaching Sarfraz"
"fuller, outside off, driven with a lot of bottom wrist to extra-cover"
"back of a length on off stump, waits on it and dabs to third man"
"shortish, angling across to off stump. Hops to ride the bounce and defends, inside-edges into his pads"
"shortish, close to off stump, angling away from wide of the crease. Rocks right back and stabs it to the right of third man. Timed beautifully and it just races away"
"back of a length, down the leg side, misses the flick and there's a bit of an appeal for caught behind as Sarfraz tumbles to his left. Probably flicked his thigh pad on the way"
"length ball, straightening towards top of off, punched to short extra"
shot. Takes a big step forward and across to whip this from outside off to the right of mid-on. Alert fielding keeps it down to one
"back of a length outside off, lets it come on and steers it to the right of third man"
"back of a length, angling into off stump, defended back down the pitch"
"back of a length on off stump, looks to get on his toes and force it away through the infield. Straight to cover point, though"
"length ball on off stump, and that's a pretty unique shot. Clears his front leg, opens himself up, and just muscles it over long-off with a lot of bottom hand"
"length ball outside off, and that's been tapped to cover"
"full just outside off, and he tries to drive to cover. The ball angles slightly away, and goes past his bat's outside edge"
"good length outside off, and punched square off the back foot. Beats point, and a couple more for the Zimbabweans"
"full just outside off, and he tries to drive straight. The ball hits his inside-edge, and ricochets onto his pads"
