"fuller around off, pushed back"
"length ball on the stumps, flicked towards backward square leg, off the mark"
"too full and straight, drives it towards long-on"
"fuller around off, pushed towards covers"
"length ball angling in, flicked towards midwicket"
"length ball on the stumps, goes for the sweep and misses. <b>A big appeal for lbw but not given</b>. I think it was going down"
"length ball at the stumps, looks to turn it on the leg side, an inside edge on to the pads and it bounces towards point"
"short of length around off, taps it on the leg side"
"length ball in the channel, looks to smash it over long-on but is nowhere near the ball, misses"
"length ball angling in, was looking to work it on the leg side, a leading edge rolls towards covers. Wanted a single but the cover fielder was quick to the ball"
"length ball angling in towards the off side, comes forward and flicks it towards short fine leg, sets off for a quick single"
"length ball outside off, drops it towards covers and gets an easy single"
"length ball angling in, looks to flick but misses. Struck on the pads but was heading down"
pushed towards mid-on this time
"length ball outside off, backs away and hits it flat, cannot beat the extra cover fielder"
"length ball on the stumps, flicked past square leg but the fielder in the deep puts in the chase and the slide to keep it to two"
"length ball around off, backs away and works it towards deep square leg"
"fuller on the stumps, takes his front leg out and hits it towards long-on, along the ground"
"length ball at the stumps, cramping the batsman who can just defend it back"
"slower one, down the leg side, Zazai was a touch early into the shot. Gets a leading edge but it just clears square leg"
"length ball angling in, hits the batsman on the pads and rolls to the left of the keeper. <b>A chance of a run-out</b> as Gurbaz charges down but Zazai is unmoved. The keeper misses the direc-hit"
"length ball angling in, defends it towards the bowler"
<b>first four of the innings</b>. Uses the angle and pulls this length ball behind square leg
"slower length ball, pulled in front of square leg this time. Only a single"
"length ball, following the batsman. Zazai backs away and works it towards long-on"
"length ball, gives himself some room and smashes it over deep midwicket"
"length ball, a touch quicker this time, punched towards long-on"
"length ball angling in on to the pads, looks to tuck it on the leg side but misses. A leg-bye to short third man"
"short of length around off, goes back and pulls it towards long-on"
"fuller on the stumps, backs away and hits it towards wide long-on, along the ground"
"length ball outside off, clobbered towards deep midwicket, the fielder is there"
"fuller outside off, goes for a big one. Gets a thick outside edge over short third man who runs backwards, gets his both hands to it but fails to latch on to"
"length ball outside off, taps it towards covers"
"length ball around off, looks to smash but mistimes it towards the bowler"
"length ball at the batsman, backs away a bit and dabs it towards short third man"
"Rankin fails to make the stop this time. Another length ball, no room. Mistimes the flat-bat hit towards the bowler who fails to get a hand to it. Mid-on makes the sliding stop"
left-arm over and that's in Zazai's arc. Sends it into the orbit over long-on
