"tossed up, pushes it into covers for a quick run to get teh runs under way"
"tossed up, onto the frontfoot and does a defense"
"tossed up, onto the backfoot and blocks it"
"quicker outside off, tries to cut but beaten to it"
"tossed on off, drives it on the rise to covers"
"quick and flat on middle, pushes him onto the backfoot and forces a defense "
"full outside off, lets it through to the keeper"
"full outside off, comes onto the frontfoot and drives it past cover fielder for a boundary"
"back of length outside off, lets it through to the keeper"
"good lenght on middle, onto the frontfoot and does a defense"
"full outside off, onto the backfoot and pushes it to cover fielder"
onto the frontfoot and does a defense  back to the bowler
"tossed up, comes down and pushes it to long-on for a run"
"tossed up, onto the backfoot and does a defense"
"tossed outside off, goes for a reverse sweep and connects well past point for a boundary"
"flighted up, takes a long stride to defend but gets hit on the pads, loud appeal and up goes the finger"
"flighted up, onto the frontfoot and does a defense back to the bowler"
"quick on off, onto the backfoot this time and does a defense"
""
""
""
""
""
""
""
""
""
""
""
""
""
""
"short outside off, flashes hard at it and gets it over thirdman for a six"
"full outside off, driven nicely along the ground to cover, no-ball called for over-stepping"
"free-hit, full outside off gives it a haeve but misses it"
"good length on middle, onto the frontfoot and does a defense"
"good length outside off, lets it through to the keeper"
"tossed up, onto the backfoot and nudges it away to on-side for a run"
"tossed outside off, goes for a cut but beaten"
"flighted up, gets to the pitch of it and drives it past cover fielder for a boundary"
"tossed outside off, goes for a reverse sweep and gets a boundary past point"
"flighted up, onto the frontfoot and does a defense"
"quick outside off, cuts it late but to the short thirdman"
"short ball, waits for it and scoops it last moment over the keeper and almsot for a maximum, just bounces before the rope"
onto the backfoot and does a defense
"full outside off, drives it on the rise but finds the cover fielder"
"good length into the pads, pushes it to short mid-wicket for a quick run"
"full on leg, drives it between short mid-wicket and mid-on for a couple"
"back of length, flicks it of his thigh away to on-side for a run"
"flighted up, gets down early and slog sweeps it handsomely over mid-wicket for a six, out of the ground"
"drags it short, onto the backfoot and pushes it back to the bowler"
"short of length again, pushes it straight to short mid-wicket"
"tossed up, onto the frontfoot and drives it back to the bowler"
"quick on the pads, nudges it away to square leg for a run"
"flighted up, onto the frontfoot and does a defense "
"good length outside off, pushed to covers of the backfoot and mis-field gives them a run"
"onto the pads, flicks it down to fine leg for a run"
"good length outside off, pushed to cover fielder"
"back of length outside off, pushes at it and gets it past point for a run only as thirdman came across quick to cover it"
"full on off, onto the frontfoot and blocks it"
"full outside off, goes for a drive but gets it from inside half of the bat back to the bowler"
"flighted up, onto the backfoot and does a defense"
"flighted on middle, goes for a reverse sweep once more and gets the same result"
"wrong'un, goes back to push at it and gets a inside edge through his legs to short fine leg"
"flighted up, onto the frontfoot and does a defense"
"flighed on middle, nicely onto the frontfoot and blocks it"
"wrong'un again, sweeps it with the spin to square leg for a run"
"back of length, guides it down to thirdman for a run"
"drifint into the pads, nudges it down to fine leg for a run"
"good length outside off, cuts it down to thirdman for a run"
"slower ball on off, drives it along the ground to mid-off"
"outside off, drives it firmly away to sweeper cover for a run"
comes down early for it and pushed away wider and beats him but wide given and rightly so
"good length on middle, onto the frontfoot and does a defense"
"looped outside off, pushes at it with a defense but gets beaten"
"flighted up, pushed to short mid-wicket fielder"
"wrong'un outside off, goes for a defense but gets a inside edge to short fine leg for a quick run"
"looped up, drags it away to on-side for a run"
"flighted up, onto the frontfoot and does a defense"
"looped on leg, nudges it away to on-side for a run"
"tossed up, onto the forntfoot and driven back to the bowler "
"tossed outside off, blocks it nicely of the backfoot"
"back of length on middle, gets across to scoop it over short fine leg for a oouple"
"tossed up, flicks it away to on-side for a run"
"flighted up, drives it on the rise back to the bowler"
"quick flat on middle, gets on the backfoot and punches it back to the bowler"
"full on middle, clears the frontleg and scoops it straight and all the way for six "
"slower ball, pushes at it to defend but gets beaten"
onto the backfoot and pushes it away to on-side for a run
"back of length, nudges it away to short fine leg for a quick run"
"full on middle and scoops it straight once again, all the way for another six"
"outside off, cuts it away to sweeper cover for a run"
"tossed up, onto the frontfoot and does a defense"
"flighted on middle, gets on the frontfoot and goes back quick onto the bakfoot to block it as it kept low"
"tossed up, goes for a reverse sweep and connects but finds the short thirdman"
onto the frontfoot and driven down to long-on for a run
"tossed on leg, pushes it away to square leg for a run"
"tossed up, driven down to long-on for a run"
"back of length, onto the backfoot and punched down to long-on for a run"
"tossed on off, goes for a reverse sweep but doesn't well and it rolls to short thirdman as they get across for a run"
"tossed up, pushes it to covers for a run"
"quicker on middle, plays it back to the bowler"
"tossed up, once again goes for a reverse sweep and connects well past short thirdman for a boundary"
"tossed up, plays it away to on-side with soft hands, looking for a run and they both just stand in the center of the pitch lookig at each other, big confusion costs them a wicket here"
"tossed on middle, driven back to the bowler"
"flighted up, nudges it away to on-side for a run"
"quick outside off, onto the backfoot and pushes it to the cover fielder"
"flighted on leg, nudged away to short fine leg for a run"
"flighted on leg, drives it firmly away to square leg for a couple"
"tossed up, drives it down to long-off for a run"
"flighted up, onto the backfoot and cuts it but to the point fielder"
"tossed up, pushes it down to long-on for a run"
"flighted up, onto the frontfoot and does a defense"
"flighted on off, onto the frontfoot and blocks it "
"tossed up, onto the frontfoot and driven down to long-on for a run"
onto the backfoot an drags it away to on-side for a run
"tossed up, onto the frontfoot and does a defense"
"flat and quick on middle, pushes it down to long-on for a run"
"tossed up, onto the frontfoot and does a defense"
"flighted up, onto the frontfoot and drives it but gets a edge onto his foot and it rolls back to the bowler"
onto the frontfoot and nudges it away to on-side for a quick run
"short of length, moves back and nudges it away to on-side for a run"
"back of length outside off, pushes it to point but no run there"
"full outside off, lofts it over cover for a boundary"
"back of length, onto the backfoot and punches it down to long-on for a run"
good length onto the frontfoot and does a defense
"back of length, nudges it down to fine leg for a run"
