"back of a length, tucks him up, squeezed out to point via the outside edge. Bit of nibble back into the left-hander"
"speared down the leg side at 89pmh/143kph, given wide"
"length in the channel, Finch <strong>hammers it through the covers with minimal foot movement</strong>, smiting it out the middle of the bat and through the ring. So much power in the shot!"
"length on the pads, flicked out to midwicket via the front dog and they race back for two, <strong>brilliant running</strong>"
"back of a length, skids on, Finch defends back down the track"
"length in the channel, fenced out to cover and they set off straight away, Klaasen <strong>has a shy at the striker's end</strong> but his throw flies over on the bounce! Might have been in, regardless"
"cramped for room, back of a length on the hip, defended awkwardly and it drops at his feet"
"fullish outside off, looks to go over the top but it's chipped down towards long-off via the toe. Looks to be dribbling away for four, but du Plessis claws it back"
"slightly full of a length, flicked off the pads down to long leg. 86mph/139kph"
"offcutter, Finch doesn't pick it looking to make some room, dabs it into his foot and it <strong>squirts just past the off stump</strong>! Nortje has his head in his hands!"
"stays legside of it again, Nortje follows him and Finch nudges out to mid-on for a sharp single"
"back of a length in the channel, stabbed out to deep cover"
"fullish, angling down leg, looks to whip to the leg side but can't get bat on it"
"back of a length slower ball, heaved away but straight to the fielder at short midwicket. Miller tries to throw down the stumps at the non-striker's, Pretorius misfields backing up, and they <em>just about make it </em>through for an overthrow with Warner diving at full stretch to make his ground!"
"legcutter, flicked round the corner past Nortje in the ring"
"<strong>muscled high and mighty over long-on for six!</strong> Cross-seam, early transfer of weight as he stays legside of it, clears the front leg and nails it ten rows back!"
"nudged down the ground, they race through for another sharp single"
"fullish in the channel, 88mph/141kph, Warner throws his hands through it and <strong>slashes it up and over short third man</strong> via the outside edge"
"length ball, bit of movement in, another lightning-fast single"
"steered behind point, <strong>92mph/148kph</strong>"
"short ball, too straight, Finch pulls off the hip and it runs away very fine for four!"
"slightly full of a length in at leg stump, inside-edged into the pad and into the covers for a single... <strong>93mph/150kph!</strong>"
"steps outside leg, pushed wide at 93mph/150kph, flashes hard at it outside off stump with an open face and it <strong>flies away for four over point!</strong>"
"in the slot on off stump, slower ball this time, but Warner picks it out the hand and <b>bludgeons it over mid-on</b> for a one-bounce four"
"short and down the leg side, <strong>pulled hard</strong> through the vacant midwicket region and it rolls away to the rope! Not timed, but enough on it to beat deep backward square running round"
"flashes at a wide one outside the off stump, Finch opens the face and square drives for four through backward point! Beats the diving backward point, <strong>stand-and-deliver stuff</strong>"
"opens up, shimmies to the leg side, and <strong>checks an inside-out back-foot cover drive over extra</strong>, straight to the fence after a couple of bounces!"
"yorker on leg stump, dug out straight to wide mid-on but they can still get through for a single"
"slower ball, back of a length down the leg side"
"length on leg stump, flicked round the corner via the pad but straight to the man on the 45"
"full offcutter, hacked out to deep square leg for one"
"slower ball, back of a length, pulled out to the sweeper on the leg side. 'TWO!' was the early call, but there's never a second run there"
"length pushed across him at 75mph/121kph, and Warner <strong>slugs this into the crowd</strong>! Crunched, right out of the screws, and it flies over deep midwicket"
"back of a length outside off, cut to backward point in the ring"
"full, down the leg side, called wide"
"cutter, fullish, clipped out to deep square"
"slower ball, Warner nearly swings himself off his feet trying to send this into next week <strong>but can only swish at thin air!</strong>"
"bottom-edged pull shot, skews away to short fine leg"
"back of a length, clipped out to short midwicket and they somehow turn this into two! So quick between the wickets"
"clears the front leg, opens up and hammers this down to wide long-off on the bounce"
"drag down, Finch's eyes light up and he pulls this round the corner for four more. Drops his length back, real freebie for Finch in this sort of mood"
"tossed up, yorker, driven back to Shamsi on the bounce"
heaved out to deep midwicket for a couple more
"flatter, in at the pads, flicked out to deep backward square"
clipped down to long-on for a single
"full on the pads, worked out to straight midwicket"
"back of a length, down the leg side. Finch looks to pull and can't get bat on it. Apologetic appeal from Ngidi, who knows it's wide"
"slower ball in the channel, hacked out to midwicket via the inside half of the bat. They think about two, decide against"
"full on the pads, clipped down to long leg for a couple"
"slower ball, wayward and down the leg side"
"slower ball, outside the leg stump, worked to long-on for an easy single"
"tailing yorker in at leg stump, worked out to Klaasen grazing at cow corner"
"dipping slower ball, low full toss on the pads, whipped out to long leg"
"length outside off, <strong>Warner gets down to reverse-slog-sweep</strong> very early, but can't get bat on it"
"tossed up, Warner shimmies down the track and <strong>unleashes his power</strong> on this, hammering it for a one-bounce four down the ground. Not quite middled, struck low on the bat"
"shimmies down again, giving himself room to hit to the off side, but can only clip to deep extra cover for one"
"uses his feet, Shamsi sees him coming, drops it shorter. Worked out to midwicket for one"
"opens up, looks to go inside-out over the covers, 'CATCH!' is the cry but it won't carry, and the fielder gets round. <strong>Brings up the 100 stand in just 8.5 overs</strong>"
"hangs back, punches out to deep cover"
"length outside off, steered out to sweeper-cover"
"clipped out to midwicket, they hurry back for two and that brings up <strong>Finch's fifty from only 27 balls!</strong>"
"slower ball, Finch opens the face to guide this out to point"
"slower ball, in the slot, picks it early, and slugs this miles over deep midwicket for a towering six! <strong>That's absolutely huge</strong>! And brings up <strong>Warner's fifty, from 30 balls</strong>"
clears the front leg and slashes hard out to cover point
"dipping slower ball on the stumps, opens the blade and steers out to short cover"
"flat, on leg stump, clipped out to deep backward square"
