wide down the leg side to begin the spell
fuller ball outside the off stump. He looks to steer it away but gets an inside-edge to short fine-leg
sweeps it to square-leg
comes down the track and pushes it to midwicket for a single
and he gets Short with the first ball that he bowls to him! He comes forward to a ball pitched on the middle stump. It hits him above the knee roll. There is an appeal and the umpire raises his finger. Short isn't happy as he feels it might have bounced over the stumps. Spin is a weakness for Short and news of weakness travels pretty fast in Franchise cricket
looks to cut it and is beaten
flicks it to midwicket for a single
""
cuts it to point
on the leg stump. He turns it comfortably to square-leg for a single
defends it to the off side
short outside the off stump. Bailey spots it and does the Natraj shot ala Kapil Dev to guide it to fine-leg for a couple
short outside the off stump and probably a touch faster than the previous ball as Bailey is hurried into the stroke. He pulls it to square-leg to retain the strike with a single
fuller and flighted outside the off stump. He skips down the track and lofts it to wide long-off for a couple
punches it to mid-on for a single
comes forward and turns it to long-on for a couple
Bailey doesn't want Dunk to settle down. He skips down the track and drives it straight back down the ground for a boundary
gives the ball some air outside the off stump. Bailey notices it early and gets to the pitch of the delivery as he lofts it over wide long-off for the first six of the innings
defends it back to the bowler
Coleman begins his spell with a wide down the leg side
"and for good measure, repeats the line from previous ball"
over-compensates and bowls one wide outside the off stump
bowls a straight ball finally and Wade glances it to fine-leg where Worall lets the ball through his legs for a boundary
defends it to the leg side for a single
""
fuller ball outside the off stump. He comes forward and drills a drive to mid-off
width outside the off stump. Bailey opens the face of the bat and square-drives it in the gap at point for a boundary.
short ball outside the off stump. He comes forward and pulls it to deeo midwicket for a boundary. You can't set a field for such shots
on the leg stump. He glances it to fine-leg for a boundary
defends it to the off side for a single
comes forward and defends it to the off side
drives it to deep point and takes a couple easily
short  ball outside the off stump. He drag-flicks it to wide long-on for a couple
and the Bailey Show comes to an end! Short and wide outside the off stump. Bread and Butter. Daal baath as people in Bangladesh love to call it. Bailey goes for the cut and doesn't get elevation on it as he cuts it to point. Worall doesn't let this one pass
short and wide outside the off stump. Wade cuts it to point for a boundary
"another short ball outside the off stump. Not as wide as the previous ball, but closer to the off stump. Wade decides to go for the pull and doesn't play it well enough. He top-edges the pull to midwicket where Gotch takes the catch"
defends it to the off side
short ball outside the off stump. He stands tall and rides the bounce as he guides it to point
slower ball outside the off stump. He doesn't find a way past the point fielder ... yet
comes forward and defends it to the off side
""
cuts it to point for a single
""
comes forward and unveils the silkiest of drives through cover for a boundary
defends it to the off side
comes forward and defends it to the off side
short ball outside the off stump. He cuts it to deep point for a single
wide as it sails over the head of the batsman
defends it back to the bowler
short ball outside the off stump. He drives it to sweeper cover
comes forward and drives it to wide long-off
on the leg stump line. He glances it to fine-leg for a single
good length ball outside the off stump. He flicks it to square-leg for a single
fuller ball outside the off stump. He comes forward and drives it to long-on for a single
"outside the leg stump. He looks to go for the sweep and gets the top-edge to square-leg where, luckily, there is no fielder stationed"
drives it to sweeper cover for a couple
flicks it to midwicket for a single
comes forward and drives it to mid-off
cuts it to deep point for a single
comes forward and defends it to the leg side
short ball outside the off stump. He pulls it to wide long-on where good fielding saves a run
wide as it sails over the head of the batsman
